Charles Dickens	﻿Charles Dickens	1.24
Phòng để đồ cũ vẫn như thường lệ.	Na, még egy pillantás az ágy alá - senki!	0.260526
Khung lò sưởi cũ, giày cũ, hai cái giỏ đựng cá cũ, giá rửa mặt ba chân và một cái que cời.	A faliszekrényben - semmi! ~~~ Házikabátja olya gyanúsan lóg a szegen, mintha belebújt volna valaki.	-0.00815217
Cảm thấy rất vừa ý, Scrooge đóng cửa lại và khóa trái, khóa hai lần không phải là thói quen của ông.	- Semmi! ~~~ A lomtárba is benéz: szeneslapát, ócska cipők, kosarak, háromlábú mosdó, piszkafa.	-0.0296703
An toàn chống lại bất ngờ đến mức ấy, ông tháo cà vạt, vận áo choàng ngủ và xỏ đôi dép lê, đội mũ ngủ, ông ngồi trước lò sưởi trước khi ngọn lửa lan khắp bụng lò.	Sehol egy lélek! ~~~ Megkönnyebbülten sóhajt, bereteszeli és külön kulcsra is bezárja az ajtót.	-0.15989
Thực ra ngọn lửa rất nhỏ, chẳng nghĩa lý gì trong một đêm rét mướt đến thế.	Nyakkendőjét megoldja, házikabátot ölt, hálósapkát vesz és leül a tűz mellé, hogy megigya herbateáját.	0.245455
Scrooge buộc phải ngồi xích lại gần lò và suy nghĩ ủ ê trước khi bòn rút được cảm giác ấm áp nhỏ nhoi với một dúm chất đốt như vậy.	A kandallóban épp, hogy pislákol a tűz. ~~~ Egész közel kell ülnie hozzá, hogy egy kis meleget érezzen.	-0.0852632
Cái lò sưởi đã cũ, do một thương nhân Hà Lan xây từ trước đó rất lâu, xung quanh lát gạch cổ hình vuông của Hà Lan, vẽ các minh họa trong Kinh Thánh.	Egy holland kereskedő lakott itt valamikor, még az építette a kandallót. ~~~ Minden cserepe egy-egy bibliai jelenetet ábrázol.	-0.0543103
Có Cain và Abel, các con gái của Pharaoh, Hoàng hậu Sheba, những thiên thần tín sứ hạ xuống qua không trung trên những đám mây như những tấm thảm lông chim, Abraham, Belshazzar, các thánh tông đồ ra khơi trên các bình đựng nước sốt, hàng trăm hình ảnh thu hút suy nghĩ của ông; Rồi, bộ mặt của Marley đã chết bảy năm trước, lừ lừ tiến đến giống như cây quyền trượng của nhà tiên tri cổ và nuốt chửng toàn bộ.		-0.3
Nếu mỗi viên gạch lát nhẵn nhụi lúc đầu trống không, từ những ý nghĩ rời rạc của ông có thể hình thành hình ảnh nào đó trên bề mặt, thì lúc này trên từng viên gạch là một bản sao cái đầu của ông già Marley.	Kain és Ábel, a fáraó leánya, Sába királynője, angyali hírnökök dunyhaszerű felhőkön úszva, Ábrahám, Belzacár, az apostolok és még más száz és száz alak elevenedik meg az egykori derék fazekas jóvoltából a csillogó csempéken. ~~~ Scrooge elnézte őket szórakozottan és gondolatokba merülten.	-0.00538117
– Láo toét!	Milyen különös alakok!	0.176471
- Scrooge nói và đi khắp phòng.	Mintha valamennyi hasonlítana egy kissé Marleyre!	0.159375
Được vài vòng, ông ta lại ngồi xuống.	- Eh, szamárság - fakadt ki végül és hosszú léptekkel mérte végig a szobát.	0.102273
Lúc ngả đầu vào ghế, cái nhìn của ông bất chợt dừng lại trên cái chuông, một cái chuông bỏ đi treo trong phòng, vì lý do nào đó nay đã bị quên lãng, nối với gian phòng trên tầng thượng ngôi nhà.	Egyideig fel-alá járt, majd sóhajtva visszaült előbbi helyére. ~~~ Fejét a karosszék támlájához támasztotta és szeme megakadt a csengettyűn, amely a szemközti falon függött.	-0.0386228
Ông vô cùng sửng sốt và kinh hãi lạ lùng, không sao giải thích nổi khi thấy cái chuông bắt đầu lắc lư.	A csengettyűt valamikor hosszú zsinórral az épület legfelső emeletéről lehetett megszólaltatni; réges-régen nem használta már senki.	0.245946
Ban đầu nó đu đưa nhè nhẹ, chỉ vừa phát ra tiếng động; nhưng chẳng mấy chốc nó ngân vang, và thế là mọi cái chuông trong nhà cũng ngân theo.	Scrooge döbbenve látta, hogy a csengettyű alig észrevehetően rezegni kezd.	-0.0380282
Việc này chỉ độ nửa phút hoặc một phút, nhưng dường như dài đến một giờ.	A rezgés erősbödött, míg a csengettyű halkan megszólalt, mind erősebben csilingelt, végül harsogva zúgott.	0.237931
Tiếng chuông cùng ngừng bặt như lúc bắt đầu.	A házban levő valamennyi csengő vele zengett.	0.237209
Tiếp theo là tiếng loảng xoảng, mãi tít ở bên dưới như có người đang kéo lê một dây xích nặng trên các thùng rượu trong hầm của nhà buôn.	Talán fél­percig vagy egy percig tartott ez a zenebona, de Scrooge egy örökkévalóságnak érezte. ~~~ Azután hirtelen mély csend lett: valamennyi csengő egyszerre némult el. ~~~ A pincéből lánccsörgés hallatszott.	-0.105263
Scrooge chợt nhớ đã từng nghe nói linh hồn trong các ngôi nhà ma được miêu tả hay kéo lê sợi xích.	Scrooge gondolatában felrémlett, hogy kísértetlakta házak pincéiben a szellemek csörgetni szokták láncaikat.	0.522115
Cánh cửa hầm bật mở ầm vang, sau đó Scrooge nghe thấy tiếng động còn to hơn trên sàn phía dưới, rồi lan lên trên cầu thang, đến thẳng cửa phòng ông. ~~~ – Cực vô lý!	Ekkor a pinceajtó dörrenve kicsapódott, a lánccsörgés élénkebb lett, tisztán lehetett hallani, hogy a lánccsörgető felfelé jön a lépcsőn és megáll az ajtó előtt.	-0.00188679
- Scrooge nói.	- Szemfényvesztés!	1.17143
- Ta không thể tin nổi!	- mondta Scrooge - nem hiszek benne.	0.641071
Tuy vậy, ông biến sắc khi không hề ngừng lại, tiếng động ấy xuyên qua cánh cửa nặng nề và đi vào căn phòng trước mắt ông.	- Ám a szellem a nehéz tölgyfaajtót semmibe se véve, már a szobában állott a kandalló előtt.	0.131034
Đúng lúc nó vào, ngọn lửa lom đom bừng sáng dường như reo lên: "Tôi biết ông ta!	A láng a tűzhelyen magasra csapott, mintha csak azt mondta volna: Ismerlek!	0.214925
Hồn ma của Marley!", rồi nó lại hạ xuống.	Marley hazajáró szelleme vagy! ~~~ Azután ellobbant a láng.	-0.0255319
Vẫn bộ mặt ấy, chính bộ mặt ấy.	Ismét az iménti kísérteties arc!	0.236364
Ông già Marley tóc thắt bím, vận áo gilê thường ngày, quần bó, đi ủng; nhiều quả tua lởm chởm trên đôi ủng, cũng như trên bím tóc, vạt áo choàng và tóc trên đầu ông ta.	Marley arca, hajzata, szemöldöke, szakálla.	-0.169767
Sợi xích ông ta kéo móc vào thắt lưng.	Hosszúszárnyú szürke kabátja, csíkos nadrágja, cipői!	0.182927
Nó dài và cuốn quanh người như một cái đuôi; Scrooge quan sát kỹ thì thấy nó kết bằng các hộp đựng tiền, chìa khóa, khóa móc, gióng, những cái ví nặng rèn bằng thép.	Vastag lánc a dereka köré fonva, egyik vége hosszan csüng hátul, uszályként vonszolja maga után, csörömpölve. ~~~ A láncszemek, - amint Scrooge éles szeme rögtön felfedezte - kulcsokból, lakatokból, pénzesládák acélpántjaiból valók!	0.0149364
Thân hình Marley trong suốt, nên Scrooge quan sát và nhìn thấu qua cái gilê, thấy cả hai cái khuy ở đằng lưng áo khoác.	És a teste teljesen átlátszó! ~~~ Szembenállva is látni hosszúszárnyú kabátjának két gombját hátul a derekán.	-0.0165138
Scrooge thường nghe nói Marley không có ruột, nhưng ông chẳng bao giờ tin, cho đến lúc này.	Scrooge gyakran hallotta még Marley életében, hogy Marleynek nincs szíve, de sohasem akarta elhinni.	0.693478
Không, ngay cả lúc này ông ta vẫn không tin.	Mint ahogy még most sem hitte tulajdonképpen.	0.278571
Dù Scrooge nhìn thấy bóng ma từ đầu đến chân và đứng lù lù trước mặt ông, dù ông cảm thấy ớn lạnh vì cặp mắt chết và nhìn rõ từng thớ vải của chiếc khăn vuông gấp lại buộc quanh đầu và cằm, tấm vải liệm trước kia ông để ý, ông vẫn hoài nghi và cố cưỡng lại cảm giác của mình.	Mert bár a kísértet teljesen átlátszó volt, és így meggyőződhetett róla, de nem akart hinni a szemének. ~~~ Nem akarta hinni, hogy a hidegszemű jelenség valóban előtte áll, tényleg látja szemét, arcát, állát, sőt még az állát tartó kendőnek ismerős kockáit is.	-0.039
– Giờ thì sao đây?	- Nos, mi lesz?	0.0230769
- Scrooge nói, cay độc và lạnh lùng như thường lệ.	- szólalt meg végre Scrooge hidegen és óvatosan, mint mindig.	0.834545
- Ông muốn gì ở tôi?	- Mit kíván tőlem?	0.836842
– Nhiều lắm!	- Sok mindent - felelte a kísértet.	0.12
- Tiếng Marley, không còn nghi ngờ gì nữa.	- Ez Marley hangja kétségtelenül - dörmögte magában Scrooge.	0.497727
– Ông là ai?	Majd nekibátorodva, rászólt:	0.0705882
– Hãy hỏi tôi đã là ai.	- Kicsoda maga?	-0.0428571
– Vậy thì, ông đã là ai?	- Azt kérdezd inkább, ki voltam?	0.29
- Scrooge nói, cao giọng.	- Nos, hát ki voltál?	0.725
- Ông là trường hợp cá biệt cho một vong hồn.	- mondta Scrooge.	0.4125
- Scrooge định nói "với một vong hồn", nhưng đổi lại cho thích hợp hơn.	- Árnyalak létedre, úgy látom, sokat adsz az árnyala­tokra.	0.496552
– Lúc sống, tôi là Jacob Marley, người hùn vốn với ông.	- Amíg éltem, a társad voltam: Marley Jakab.	0.131707
– Ông có thể, có thể ngồi xuống được không?	- És le is tudnál ülni?	-0.163636
- Scrooge hỏi, nhìn ông ta ngờ vực.	- kérdezte Scrooge, gyanakodva.	0.83
– Có thể.	- Hogyne!	0.0666667
– Vậy ông ngồi đi.	- Hát akkor ülj le.	0.166667
Scrooge hỏi vậy vì không biết bóng ma trong suốt kia có thể tự ngồi xuống ghế không, và nếu không thể liệu có kèm theo một lời giải thích lúng túng không.	Scrooge csak habozva kínálta hellyel, mert nem volt meggyőződve arról, hogy egy ilyen átlátszó jelenség helyet foglalhat-e a széken.	0.3516
Nhưng bóng ma ngồi xuống phía bên kia lò sưởi, dường như vẫn quen như thế.	Attól tartott, hogy amennyiben ez lehetetlen, a szellem rettentő magyarázatot talál adni.	0.292593
– Ông không tin tôi, - bóng ma nhận xét.	Ám az árny nyugodtan leült a kandalló mellé, mintha rég megszokta volna a helyet.	0.0886364
– Tôi không tin, - Scrooge nói.	- Te nem hiszel bennem, - kezdte a beszélgetést.	0.64916
– Bằng chứng gì để ông nhận ra sự hiện hữu của tôi ngoài các giác quan của ông?		-0.3
– Tôi không biết, - Scrooge nói.	- Megvallom, nem.	0.65625
– Tại sao ông không tin vào các giác quan của mình?	- De hiszen saját érzékeiddel győződhetsz meg jelenlétemről.	0.273214
– Bởi vì, - Scrooge nói, - có một thứ nho nhỏ ảnh hưởng đến chúng.	- Éppen ezeknek nem hiszek. ~~~ - De miért?	0.0878378
Một rối loạn nhỏ của dạ dày khiến chúng bất thường.	- Azért, mert egy kis rendetlenség a testben elég ahhoz, hogy tévútra vigye érzékeinket.	0.204762
Có lẽ ông không tiêu hóa nổi một miếng thịt bò, một vết mù tạc, một mẩu phó mát, một miếng khoai tây chưa thật chín.	Lehet, hogy nem vagy más, mint egy darab rosszul megemésztett marhahús, vagy egy falat túlkövér sajt, vagy romlott krumpli.	0.251786
Dù ông là ai thì thêm một chút nước sốt còn hơn là phần mộ của ông!	Egyébként kevésbé látszol síri, mint inkább siralmas jelenségnek, bármi légy is!	0.276
Scrooge không quen nói những câu đùa dí dỏm, lúc này trong thâm tâm càng chẳng có lòng dạ nào bông đùa.	Scrooge-nak máskor nem volt szokása, hogy szójátékokat faragjon.	0.0857143
Thực ra, ông đang cố tỏ ra khéo léo để nhãng trí và giảm bớt nỗi kinh hãi; vì giọng nói của con ma xáo lộn tận tủy xương ông.	Ha most mégis megtette, ezzel csak bátorítani akarta magát, mint amikor a sötétben félelmében fütyül valaki.	0.207692
Scrooge cảm thấy ngồi im lặng một lát, nhìn trừng trừng vào cặp mắt bất động, đờ đẫn của con ma sẽ áp đảo được nó.	Az igazság az volt, hogy a jelenség kísérteties hangja a csontja velejéig megborzongatta.	0.112048
Con ma mang đến một không khí địa ngục thật khủng khiếp.	Kiverte a veríték a gondolatra, hogy a szellem merev szemébe nézzen.	0.295238
Scrooge không thể cảm thấy, nhưng rõ ràng là có; Tuy nó ngồi không nhúc nhích, song tóc nó, vạt áo nó, các quả tua vẫn lắc lư vì hơi nóng tỏa ra từ lò.		-0.3
– Ông có nhìn thấy cái tăm này không?	Valami pokoli volt benne, az bizonyos.	0.211765
- Scrooge nói, nhanh chóng trở lại câu chuyện vì muốn chỉ trong giây lát, lái cái nhìn chằm chằm, lạnh lùng của ảo ảnh khỏi mình.	A kísértet mozdulatlanul ült a széken, de haja, nyakkendője, cipőzsinórja, ruhaujja nyugtalanul lobogott, mintha alvilági szél borzolta volna őket.	0.297842
– Có chứ, - bóng ma đáp.	- Látod ezt a fogpiszkálót?	0.766667
– Ông không nhìn vào nó, - Scrooge nói.	- folytatta Scrooge, hogy egy pillanatra szabaduljon a reászegezett merev tekintettől.	0.382171
– Nhưng tôi vẫn nhìn thấy nó, - bóng ma nói.	- Látom - mondta a szellem.	0.403571
– Quái quỷ!	- De hiszen nem is nézel oda.	0.183333
- Scrooge đập lại, - tôi phải chịu đựng chuyện này, và vì những ngày còn lại của tôi bị cả đám ma mãnh quấy quả, tất cả đều do trí tưởng tượng của tôi mà ra.	- Mégis látom - makacskodott a kísértet, le nem véve a szemét Scrooge-ról.	0.265714
Bịp bợm, tôi nói với ông đấy: bịp bợm!	- Nos, ha lenyelném, biztosan úgy megfeküdné a gyomromat, hogy száz ilyen koboldot láthat­nék, mint te vagy.	-0.0446809
Nghe câu ấy, hồn ma rít lên khủng khiếp và giũ sợi xích thành tiếng ảm đạm và kinh hoàng khiến Scrooge vội nắm chặt lấy cái ghế để khỏi ngã lăn ra bất tỉnh.	Válaszul a kísértet rettentőt üvöltött és oly borzalmasan csörgette láncát, hogy Scrooge-nak a szék karjába kellett kapaszkodnia, nehogy a földre essék a rémülettől.	0.27963
Nhưng ông ta còn kinh hãi hơn nữa khi bóng ma giật dải băng quanh đầu, dường như đeo nó trong nhà quá nóng, hàm dưới của nó rơi xuống ngực!	A szellem most könnyed mozdulattal, mintha csak melege volna, leoldotta fejéről a kendőt, amellyel álla fel volt kötve.	0.195413
Scrooge quỵ gối, đưa hai bàn tay bưng mặt. ~~~ – Trời ơi!	Álla mellére hullt, tátott szája rettentő látvány volt!	-0.01875
- Ông ta nói.	- Irgalom!	1.21
- Hỡi hồn ma rùng rợn, tại sao lại quấy rầy tôi?	- rebegte Scrooge, térdrevetve magát, miközben remegő kézzel takarta el arcát.	0.433333
– Hỡi con người của cõi trần!	- Szörnyalak, mit akarsz tőlem?	0.21
- Bóng ma đáp, - ông đã tin là tôi hay không nào?	- Kétkedő ember, hiszel-e már bennem?	0.628571
– Tôi tin, - Scrooge nói, - tôi phải tin thôi.	- szólt a szellem rettentő hangon. ~~~ - Hiszek, hiszek!	0.211161
Nhưng tại sao có các linh hồn lang thang trên mặt đất, và tại sao họ lại đến với tôi?	De szellem létedre, miért jársz a földön? ~~~ Miért kísértesz engem?	-0.0613636
– Nó tùy thuộc từng người, - hồn ma đáp, - vì linh hồn của người chết sẽ đi giữa những người cùng hội cùng thuyền và di chuyển vừa xa vừa rộng; còn nếu linh hồn đó không được xuất đầu lộ diện vì nó bị kết án ngay cả sau khi chết.	- A végzet minden emberre kiszabta, hogy szellemével hasson embertársaira, környezetére. ~~~ Aki ezt életében elmulasztotta, annak halála után kell véghezvinnie.	-0.110265
Nó chịu số phận lang thang khắp thế giới - ôi chao, khổ thân tôi chưa!	Erre vagyok kárhoztatva én is szerencsétlenül.	0.11087
- và chứng kiến những thứ không thể chia sẻ nhưng có thể chia sẻ trên trần gian, và trở nên hạnh phúc!	Szellemem, amellyel életemben magamat és másokat boldoggá tehettem volna, arra ítéltetett, hogy nyugtalan, kósza árnyként imbolyogjon.	0.251351
Hồn ma lại cao giọng, giũ sợi xích và vặn đôi bàn tay mờ ảo.	Ezzel megint rettentőt üvöltött, félelmetesen rázva és tördelve borzalmas kezét.	0.237313
– Ông đang bị xiềng xích, - Scrooge nói, run run.	- De hisz meg is vagy láncolva, mondd miért?	0.492308
- Hãy cho tôi biết vì sao?	- kérdezte Scrooge fogvacogva.	0.865385
– Tôi mang sợi xích tôi đã rèn lúc sinh thời, - bóng ma đáp.	- Ezt a láncot magam kovácsoltam életemben fokról-fokra, szemről-szemre.	0.581818
- Tôi đã rèn hết mắt này đến mắt khác, hết thước này đến thước khác; tôi đã ràng buộc ý chí tự do của mình và giờ đây tôi phải đeo nó.		-0.3
Kiểu này lạ với ông lắm sao?	Nézd csak meg, miből van!	0.1875
Scrooge mỗi lúc càng run hơn.	Talán nem ismered ezeket a holmikat?	0.27
– Liệu ông có biết, - bóng ma truy tiếp, - trọng lượng và chiều dài của sợi xích bền vững mà ông đeo không?	- Scrooge úgy reszketett félelmében, hogy már szólni sem tudott.	0.282563
Nó nặng và dài bằng bảy đêm trước Giáng sinh này vậy.	- Szeretnéd látni, mekkora az a lánc, amit te magad hordasz?	0.261111
Vì lẽ ông phải dốc sức làm nó.	Nos, most hét éve karácsonykor, pontosan akkora volt, mint az enyém.	0.075
Đây là một xiềng xích nặng nề!	De azóta alaposan megtoldottad!	0.23
Scrooge liếc nhìn khắp sàn xung quanh, hy vọng thấy mình bị dăm, sáu chục sải xích sắt bao quanh, nhưng không nhìn thấy gì.	- A félájult Scrooge rémülten pillantott maga köré, de semmit sem látott.	0.282198
– Jacob! ~~~ - ông ta nói, van nài.	Most könyörgésre fogta a dolgot:	-0.0140625
- Ông Jacob Marley, xin ông hãy tiết lộ thêm nữa!	- Jakab, öreg barátom, mondj el hát mindent.	0.56748
Hãy nói với tôi vài lời an ủi, ông Jacob!	Mondj valami vigasztalót, az Isten szerelmére.	0.3
– Tôi chẳng có gì mà cho, - bóng ma đáp.	- Nincs több mondanivalóm és nem is vagyok az, akitől vigaszt várhatsz, Scrooge Ebenezár.	0.319394
- Nó thuộc các lĩnh vực khác, Ebenezer Scrooge ạ, do các giáo sĩ khác truyền tải cho nhiều loại người khác.	A vigasz máshonnan kell, hogy jöjjön, más hírnökök útján.	0.0254237
Tôi cũng không thể cho ông biết tôi sẽ làm gì.	Annyit sem mondhatok, amennyit szeretnék.	0.215385
Thêm một chút xíu nữa là tất cả những gì tôi được phép.	Barangolnom kell szüntelen, nem pihenhetek meg sehol, itt sem időzhetek tovább.	0.263077
Tôi không được nghỉ ngơi, không được lưu lại, không được nấn ná ở bất cứ nơi đâu.	Szellemem, amíg éltem, csak az üzlet körül mozgott, kis pénzváltó boltunk szűk határai között.	0.284043
Linh hồn tôi chẳng bao giờ đi xa hơn phòng tài vụ của chúng ta - hãy nhớ lấy lời tôi - sinh thời, tinh thần của tôi cũng chưa bao giờ đi xa hơn giới hạn nhỏ hẹp cái khe đổi tiền của chúng ta; và những chuyến đi mệt mỏi còn trước mắt tôi!	Ezért kellett halálom után vándorútra kelnem és utaznom szüntelen, utaznom rettentő kínok, emésztő fáradság közepette. ~~~ Scrooge-nak szokása volt, ha valamin eltűnődött, kezét szórakozottan a nadrágzsebébe dugta.	-0.0314286
Scrooge có thói quen mỗi khi trầm ngâm lại thọc bàn tay vào vòng khóa túi.	Most is így tett, mert a kísértet szavai ugyancsak elgondolkoztatták.	0.249231
Ngẫm nghĩ lời con ma vừa nói, Scrooge làm y như thế, nhưng mắt không ngước lên hoặc nới lỏng đôi đầu gối.	Zsebredugott kézzel térdelt ott, anélkül, hogy felpillantott volna; különös látvány volt.	0.205618
– Chắc hẳn ông rất chán việc đó, - Scrooge nhận xét bằng giọng thiết thực, dù với vẻ nhún nhường và tôn kính.	- Nem dolgozhattál valami gyorsan - mondta végül kissé üzleties hangon, de nagy tisztelettel és csaknem alázatosan.	0.410592
– Chán!	- Nem-e?	0.1125
- bóng ma nhắc lại.	- mondta a kísértet.	0.885
– Chết đã bảy năm, - Scrooge đăm chiêu.	- Hét éve vagy már halott!	0.464571
- Và nay đây mai đó suốt?	És folyton csak utaztál?	0.2625
– Suốt, - bóng ma nói.	- Szüntelenül!	1.09375
- Không nghỉ ngơi, không yên ổn.	Egy óra nyugalmam sem volt.	0.18
Bị sự ăn năn hành hạ triền miên.	A lelkiismeret is folyvást mardosott.	0.274286
– Ông di chuyển có nhanh không?	- És min utaztál? ~~~ - kérdezte Scrooge.	-0.00416667
- Scrooge nói.	- A szelek szárnyán!	0.921429
– Trên cánh gió, - bóng ma đáp.	- felelte a szellem.	0.6
– Trong bảy năm, hẳn ông đã đến rất nhiều nơi, - Scrooge nói.	- Messzi vidéket, sok országot járhattál be hét esztendő alatt.	0.523547
Nghe câu đó, bóng ma lại buột ra một tiếng kêu nữa và rung sợi xích loảng xoảng, nghe càng khủng khiếp trong màn đêm lặng như tờ. ~~~ – Chao ôi!	A kísértet, ezt hallván, megint rettentőt üvöltött és a néma éjszakában oly vadul csörgette láncát, hogy ha lett volna a közelében valami hatósági személy, biztos felírja csendháborítás miatt.	-0.0329032
Giam cầm, trói buộc và xiềng xích gấp đôi, - con ma than thở, - những kẻ bất tử không biết đến những năm tháng lao động không ngừng, để trái đất này phải trở thành bất diệt trước khi những tốt đẹp của nó bị ảnh hưởng vì mọi sự phát triển!	- Oh te nyomorult rabszolga, hát azt sem tudod, hogy évszázadoknak kell elmúlnia, ezer és ezer munkás életnek kell az öröklétbe távoznia, hogy a jóság, mi egy-egy halandó szívében él, még itt a földön megnyilvánulhasson.	0.292468
Không biết mọi hồn ma Công giáo làm việc chăm chỉ trong lĩnh vực nhỏ bé của mình có hay rằng dù thế nào đi nữa, nó sẽ thấy cuộc sống dài lê thê và buồn tẻ của mình quá ngắn ngủi cho vô vàn phương kế được sử dụng!	Minden igaz keresztyén lélek, aki jóra törekszik a maga kis körében, túl rövidnek fogja érezni életét, az elvégzendő munka nagyságához viszonyítva.	0.10625
Không biết rằng bao nhiêu ân hận mới có thể sửa chữa những dịp sai trái trong đời con người!	Bármily hosszú a bűnbánat útja, nem teheti jóvá a haszontalanul elfecsérelt életet.	0.223171
Tôi là kẻ như thế đấy!	Én az enyémet elfecséreltem.	0.289286
Chao ôi, tôi là thế đấy!	Haszontalanul elfecséreltem!	0.289286
– Nhưng ông vốn là người thạo việc lắm kia mà, ông Jacob!	- De hiszen minden kötelezettségednek mindig pontosan megfeleltél, - mondta remegő hangon Scrooge, mert mindinkább érezte, hogy őrá magára is hasonló sors várhat.	-0.080597
- Scrooge ấp úng nói, lúc này ông ta bắt đầu nghĩ đến việc mình sẽ bị y như thế này.	- Kötelezettség, kötelesség!	0.459677
– Công việc ư!	- kiáltotta a szellem, kezét tördelve.	0.0714286
- Bóng ma kêu lên, lại siết chặt hai bàn tay.	- Az egész emberiség volt a kötelességem.	0.63
- Nhân loại là công việc của tôi.	A közjó ápolása lett volna a kötelességem.	0.251351
Phúc lợi chung là công việc của tôi; lòng từ thiện, sự khoan dung, sự độ lượng và nhân từ, tất cả, là công việc của tôi.	A jótékonyság, szívélyesség, felebaráti szeretet, irgalmasság, mind-mind kötelességem volt!	0.169149
Những cuộc giao dịch buôn bán của tôi chỉ là một giọt nước trong đại dương mênh mông các công việc của tôi mà thôi!	Amire te gondolsz, nyilván az esedékes váltók pontos beváltására, az csak egy vízcsepp a valódi kötelességek tengerében.	0.269231
Con ma giơ cao sợi xích trên cánh tay, như đó là nguyên nhân của mọi nỗi tiếc thương vô tích sự, rồi lại quăng mạnh lên sàn lần nữa.	- Magasra emelte és mégegyszer megcsörgette láncát s úgy nézte végig minden láncszemét, mintha mindennek ez a lánc volna az oka, azután rettentő erővel, csörömpölve vágta a földhöz.	0.232867
– Lần này, cả một năm trời qua, - con ma nói, - là tôi khốn khổ nhất.	- Ilyenkor, karácsony táján szenvedek a legkeservesebben, - folytatta azután.	0.829016
Vì sao tôi phải đi qua đám bạn bè, cắm mặt nhìn xuống đất và không bao giờ dám ngẩng lên để Ngôi sao may mắn đưa những con người khôn ngoan đến một nơi ở nghèo khổ?	- Az önvád mardos, hogyan is voltam képes semmit sem törődni embertársaim gondjával-bajával. ~~~ Vakon és süketen járni a világban!	-0.0689516
Không căn nhà nghèo khổ nào có ánh sáng chỉ đường cho tôi sao?	Semmibe se venni azt a csillagot, amely a napkeleti bölcseket a szegénység hajlékába vezette.	0.214925
Scrooge mất hết can đảm khi nghe con ma cứ nói mãi kiểu này, và bắt đầu run như cầy sấy.	Vajjon, nem akadt volna egy kunyhó, ahol énrám vártak, ahová a csillagnak engem kellett volna vezérelnie?	0.290426
– Hãy nghe tôi! ~~~ - Bóng ma gào.	Scrooge oly hevesen remegett, hogy a szellem ismét rákiáltott:	-0.0985714
- Thời gian của tôi sắp hết rồi.	- Ide hallgass, időm lejár, de még van mondanivalóm számodra.	0.463063
– Tôi sẽ nghe, - Scrooge nói.	- Hallgatlak, - mondta Scrooge -, de kérlek, ne légy túl szigorú és beszélj egyszerűen és világosan, nem értelek meg, ha virágnyelven szólsz hozzám.	0.193506
- Nhưng đừng gay gắt với tôi!	- Magam sem tudom, miképp lehetséges az, hogy most látsz engem - folytatta a szellem.	0.293182
Đừng nói năng văn vẻ nữa, Jacob! ~~~ Tôi xin ông đấy!	- Ültem én már máskor is melletted és láthatatlanul figyeltelek.	-0.0131579
– Vì sao tôi lại xuất hiện trước mặt ông trong hình dạng để ông có thể nhìn thấy thì tôi không thể nói ra.	Ez a közlés nem hatott nagyon kellemesen Scrooge-ra, mert ismét megborzongott és a hideg verítéket törölte homlokáról.	0.278761
Tôi phải ngồi vô hình cạnh ông rất nhiều ngày rồi.	- Ma azért jöttem, hogy megmondjam neked, van még lehetőséged és reményed arra, hogy elkerüld az én sorsomat.	0.0724138
Ý nghĩ này chẳng dễ chịu gì.	Én magam szereztem meg a lehetőséget számodra, Ebenezár!	0.1
Scrooge run và lau những giọt mồ hôi túa ra trên trán.	- Mindig jóbarátom voltál, - nyöszörögte Scrooge - köszönöm jóságodat.	0.474545
– Về phần tôi, hành xác như thế cũng chẳng nhẹ nhõm gì, - bóng ma tiếp tục.	- Három kísértet fog meglátogatni, - mondta tompa hangon a szellem.	0.433871
- Tôi đến đây tối nay để báo cho ông rằng ông có một cơ hội và hy vọng thoát khỏi số phận như tôi.	- Óh - mondta borzadva Scrooge, és oly hosszúra nyúlt ábrázata, hogy szinte maga is kísértet­nek látszott.	0.442904
Một cơ hội và hy vọng mà tôi kiếm được, Ebenezer ạ.	- Ez a lehetőség és remény, amit említettél?	0.197727
– Ông lúc nào cũng là bạn tốt của tôi, - Scrooge nói.	- kérdezte reszkető hangon.	0.533333
- Cảm ơn ông.	- Igen.	0.957143
– Ông sẽ bị Ba Vong hồn ám ảnh, - con ma nói tiếp.	- Nincs - nincs mód arra, hogy mellőzzük ezt?	0.490244
Con ma vừa nói xong, mặt Scrooge chảy xị xuống.	- Csak az ő látogatásuk folytán kerülheted el az én szomorú sorsomat.	0.204
– Đấy là cơ hội và hy vọng mà ông nói đến ư, Jacob?	Az első holnap éjfél után egy órakor fog megjelenni!	0.234
- Ông ta hỏi, giọng run run.	- Nem jöhetne mind a három inkább egyszerre, hogy túl legyek rajta?	0.321429
– Đúng thế.	Jakab!	-0.214286
– Tôi… tôi nghĩ thà không có còn hơn, - Scrooge nói.	- könyörgött Scrooge.	0.593478
– Không có những cuộc viếng thăm của họ, - con ma nói, - ông đừng mong hòng thoát được con đường của tôi.	- A második holnapután éjszaka ugyanabban az órában jő el.	0.235227
Hy vọng rằng cuộc thăm đầu tiên sẽ vào ngày mai, khi chuông báo Một giờ.	És az utolsó a rákövetkező éjjelen, ha az óra az éjfélt elütötte.	0.240909
– Tôi có thể gặp họ luôn một lần cho xong có được không, Jacob?	Engem nem fogsz többé látni, de törekedj saját érdekedben észben tartani, amit ma éjszaka hallottál tőlem.	0.186486
