VĂN HỌC PHÁP	﻿ ~~~ Jules Verne	-0.01
Các nhà thám hiểm vừa thức giấc đã bị xô ngã lên nhau và cứ thế tụt xuống sườn núi dốc đứng.	Általában a kelleténél is többen vannak. ~~~ Kétségtelenül valami rendkívüli esemény távolította el őket.	-0.00283019
	Legsúlyosabb azonban az volt, hogy nem tudták, vajon az egyik indián törzs fogságában levő Grant kapitányt északra avagy délre hurcolták-e magukkal.	-0.3
Trong ánh sáng ban mai, trước mặt họ hiện ra một cảnh tượng khủng khiếp.	Ez a kérdés nyugtalanította Glenarvant. ~~~ Mindenáron a kapitány nyomában akartak maradni.	-0.00925926
	Legbölcsebbnek az tűnt, ha követik Thalcave tanácsát, s Tandil faluba mennek.	-0.3
Hình dạng núi bị biến đổi: những đỉnh núi bị vặn gãy, những tảng đá lắc lư rồi biến mất như bị rơi tõm xuống hố.	Ott legalább lesz kivel szót váltsanak. ~~~ Délután négy óra tájt a sík vidéken hegynek is beillő dombot pillantottak meg a látóhatáron.	-0.00581395
	A Sierra Tapalquem volt; ennek tövében ütöttek éjszakai tábort az utazók.	-0.3
	Másnap minden nehézség nélkül keltek át a Sierrán.	-0.3
	Enyhe lankák homokos hullámvonalát követték.	-0.3
Nguyên một dãy núi dài hàng mấy dặm đã bị chuyển dịch trượt xuống đồng bằng.	Efféle Sierra nem jelentett nehéz feladatot azok számára, akik átkeltek a Kordillerá­kon.	0.282558
	A lovak is alig lassították le az iramot.	-0.3
	Délben elhaladtak az elhagyott Tapalquem-erőd mellett, mely a déli határvidéken a rablóbandák ellen emelt erődláncolat első szeme volt.	-0.3
	Thalcave egyre nagyobb csodálkozására indiánoknak nyomát sem látták.	-0.3
	Déltájt ugyan három, jó lovon ülő, jól felfegyverzett portyázó egy percre szemügyre vette a kis csapatot, megköze­líteni azonban nem hagyták magukat, s szélsebesen elmenekültek.	-0.3
Hiện tượng này thường thấy ở vùng núi Andes[19].	Glenarvan dühöngött. ~~~ - Gauchók - mondta a patagon.	-0.018
	Ez volt az a szó, ami nemrégiben az őrnagy és Paganel között kirobbantotta a vitát.	-0.3
- Động đất!	- Gauchók?	1.16364
	- felelte Mac Nabbs.	-0.3
	- Nos, Paganel, ma nem fúj az északi szél.	-0.3
	Mit tart felőlük?	-0.3
	- Ugyancsak banditaképük van - mondta Paganel.	-0.3
- Paganel kêu lên.	- Vagyis?	1
Nhà địa lý đã không nhầm.	- Vagyis meglehet, hogy valóban banditák.	0.222581
Cả cao nguyên bị trượt xuống với tốc độ tàu tốc hành, tức là năm mươi ba dặm một giờ, cuốn theo cả bảy nhà thám hiểm.	Általános nevetéssel fogadták, hogy Paganel mégis beadta a derekát, ez azonban csöppet sem ejtette zavarba a tudóst, s egy igen érdekes megjegyzést tett az indiánokkal kapcsolatban:	0.226667
Họ bàng hoàng khiếp đảm, chỉ còn biết bám vào những đám rêu mọc chung quanh.	- Olvastam valahol, hogy az arabok szája szokatlanul kegyetlen kifejezésű, emberiességük meg a szemükben tükröződik.	0.204706
Không thể làm sao níu lại được, thậm chí không kịp kêu lên nữa.	Nos, az amerikai bennszülötteknél ez éppen fordítva van. ~~~ Nekik rendkívül gonosz a tekintetük.	-0.0416667
Cũng chẳng thể nào nghe thấy tiếng của nhau nữa.	Hivatásos fiziognómus41 sem írhatta volna le jobban az indián fajt.	0.25
Tiếng ồn ào dưới lòng đất, tiếng ầm ầm của những tảng đá hoa cương và đá huyền vũ va đập vào nhau, những đám bụi tuyết bốc lên mịt mù làm cho họ không thể nào liên hệ được với nhau.	Thalcave utasításait követve zárt menetben haladtak; bármily kihalt volt is a vidék, óvakod­niuk kellett a meglepetésektől. ~~~ Elővigyázatosságuk azonban felesleges volt, s még aznap este egy tágas tolderiában táboroztak le, melyben Katriel kacika bennszülöttjei szoktak össze­gyűlni.	-0.0452153
Dãy núi trượt xuống lúc thì băng băng, lúc thì chao đảo y như con tàu tròng trành giữa biển khơi bão tố.	A patagon megvizsgálta a talajt, de egyetlen friss nyomot sem talált; ebből látta, hogy a tolderia hosszú idő óta elhagyatottan áll.	0.272973
	Másnap Glenarvan és társai ismét a síkságra értek; megpillantották a Tandil sierrával szomszédos első estanciákat, de Thalcave úgy határozott, nem állnak meg, folytatják az utat egyenesen az Indépendance-erődbe, s ott majd megtudakolják, mi okozza a vidék meglepő elnéptelenedését.	-0.3
Nó băng qua các vực thẳm cuốn phăng những cây cổ thụ và tựa như một lưỡi hái khổng lồ, nó xén ngang tất cả những mỏm đá nhô ra trên sườn núi.	A Kordillerák óta nemigen láttak fákat, most azonban ismét feltűntek előttük; akkor ültették őket, amikor az európaiak Amerika földjére érkeztek.	0.264085
	Volt ott azedarach, őszibarackfa, nyárfa, fűz, akác; ezek gondozás nélkül, gyorsan és jól növekszenek.	-0.3
	Többnyire a corralokat, a jószág befogadására szolgáló cölöpökkel kerített karámokat vették körül.	-0.3
Thậm chí khó mà tưởng tượng được hết sức phá hoại của khối đá nặng hàng tỷ tấn đang lao xuống dốc năm mươi độ!	Ezrével legeltek ott a gaz­dájuk tüzes billogával megjelölt marhák, birkák, tehenek; sok jól megtermett fürge kutya őrizte őket.	0.278226
	A hegyek lábáig terjedő, kissé sós talaj kiválóan megfelel az állatoknak, és nagy­szerű takarmányt ad.	-0.3
Không ai xác định được tai nạn khủng khiếp ấy đã kéo dài bao lâu?	Nem csoda hát, hogy ezt a vidéket választották az estanciák telepítésére.	0.291667
	Ezeket a birtokokat általában egy majordomus és a helyettese igazgatja; ezer állatonként négy peón áll szolgálatukban.	-0.3
	Ezek az emberek a bibliai pásztorok életét élik; nyájaik oly nagyok, mint az övéik, talán még a Mezopotámia síkságain legelésző nyájaknál is nagyobbak; de itt nincs családja a pásztornak, s a pampa nagy „estancierói” inkább marhakupecekre hasonlítanak, mint a bibliai idők pátriár­káira.	-0.3
	Ezt magyarázgatta Paganel a társainak, s ez alkalomból igen érdekes antropológiai42 fejtege­tésekbe kezdett a fajok összehasonlításáról.	-0.3
Không ai có thể nói được các nhà thám hiểm còn sống đủ cả không?	Az őrnagy nem titkolta, hogy még az ő érdeklődé­sét is felkeltette ez az elmefuttatás.	0.263514
	Paganelnek arra is nyílt alkalma, hogy felhívja társai figyelmét egy, a lapos síkságokon igen gyakori, különös délibábra.	-0.3
	Az estanciák távolból szigeteknek tűntek, a környező nyárfák meg füzek mintha valami, az utazók elől szökő, áttetsző vízre hajoltak volna; a tekintet nem tudott hozzászokni, oly tökéletes volt az érzékcsalódás.	-0.3
Bỗng có một lực xô mạnh không thể tưởng tượng được đã tách họ ra khỏi hòn đảo đang trượt, và họ tụt xuống theo các bậc sườn núi cuối cùng.	November hatodikán több estanciát meg néhány saladerót láttak. ~~~ Ez utóbbiban kerül mészá­ros­kés alá a kövér legelőkön hizlalt marha.	-0.029562
Cả cao nguyên với bảy người trên đó đã dừng lại đột ngột.	Azonkívül - mint azt neve is elárulja - a saladeró­ban sózzák be a húst.	0.291176
Suốt mấy phút đầu không ai nhúc nhích.	Tavasz vége felé kezdődik ez a visszataszító munka.	0.251163
	Ilyenkor mennek el az állatokért a corralokba, lasszójukkal ügyesen elkapják, és a saladeróba hajtják; ott aztán százával ölik le az ökröket, bikákat, teheneket és birkákat, majd lenyúzzák és földarabolják őket.	-0.3
Cuối cùng, có ai đó đã đứng dậy, đó là thiếu tá.	A bikák azonban gyakran nem adják meg könnyen magukat.	0.258
	Ilyenkor a pecér torreá­dorrá lép elő; ügyesen, s az igazat megvallva, nem mindennapi kegyetlenséggel gyakorolja ezt a veszedelmes mesterséget.	-0.3
Sau khi rũ bụi, dụi mắt, ông nhìn quanh.	Szörnyű látványt nyújt ez a mészárlás.	0.3
	Nincs visszataszítóbb hely a saladerók környékénél; e szörnyű udvarokból a bűzös gőzökkel keveredve száll fel a pecérek vad rikoltozása, a kutyák baljós ugatása és a halódó állatok elnyújtott bőgése, míg az urubuk és aurák, az argentínai síkság húszmérföldnyi körzetből ezrével odasereglő dögkeselyűi a mészárosokkal marakodnak áldozataik még vonagló maradványain.	-0.3
Những người cùng đi với ông nằm bất động bên nhau.	Most azonban csöndesek voltak a saladerók, békések, kihaltak.	0.3
Thiếu tá đếm đi đếm lại vẫn thiếu một người.	Még nem volt itt a roppant mészárlások ideje.	0.202326
Robert Grant mất đâu rồi không biết!?	Thalcave siettette az iramot; még aznap este az Indépendance-erődbe akart érni.	0.0585366
	Gazdájuk ösztökélésére a lovak követték Thauka példáját; szinte repültek a magas pázsitfű felett.	-0.3
	Lőrések lyuggatta homlokzatú, mély árkokkal körülvett majorságok mellett haladtak el; a főépületeken magas erkélyek voltak, ahonnan a katonailag szervezett lakosság tűzharcot vívhatott a pusztai fosztogatókkal.	-0.3
	Glenarvan esetleg megkaphatta volna itt a kívánt felvilágo­sításokat, de az volt a legbiztonságosabb, ha elérik Tandil falut.	-0.3
CHƯƠNG 11 ~~~ 	Nem álltak meg.	-0.0230769
	Átkeltek a Rio de los Huesos gázlóján, majd néhány mérföldnyire odébb a Chapaléofu-patakon.	-0.3
	A lovak lába nemsokára a Tandil hegység pázsitos lejtőit taposta, s egy óra múlva a völgyszoros mélyén fekvő falucska felett megpillantották az Indépendance-erőd lőrés csipkézte falait. ~~~ XXI.	-0.3
PHÁT SÚNG CỨU NGUY ~~~ 	Az Indépendance-erőd	0
	A Sierra Tandil ezerlábnyira emelkedik a tenger szintje fölé, őskori képződmény ez a hegy­lánc, vagyis régibb minden szerves anyagnál; metamorf kőzet, ami azt jelenti, hogy anyaga és szerkezete a belső hő hatására formálódott.	-0.3
	Fű borította, félkör alakú gnájszdombok lánco­latából áll.	-0.3
	A róla elnevezett Tandil kerülethez tartozik a Buenos Aires-i tartomány egész déli része, határát az a lejtő képezi, mely észak felé tereli a hegyoldalban eredő riókat.	-0.3
	Ennek a kerületnek mintegy négyezer lakosa van, Székhelye a hegy északi lejtőjének tövében fekvő Tandil falu; védelmét az Indépendance-erőd biztosítja; fekvése szerencsés, közelében folyik a jelentékeny Chapaléofu-patak.	-0.3
	A falu különös sajátossága, hogy lakossága francia baszkokból és olasz telepesekből áll.	-0.6
Sườn đông của dãy Andes trong khi trượt xuống đã hạ dần độ dốc và chuyển thành đồng bằng lúc nào không hay.	Ezt Paganel nyilván tudta. ~~~ Franciaország alapította ugyan­is az első idegen településeket a La Plata alsó folyása mentén.	-0.00508475
	1828-ban a francia Parchappe építtette az indiánok szüntelen betörései ellen az Indépendance-erődöt.	-0.3
	Vállalko­zásában egy nagyszerű tudós segítette: Alcide d’Orbigny, aki legjobban ismerte, legkomo­lyabban tanulmányozta és írta le Dél-Amerika déli országait.	-0.3
Một khúc gãy cũng dừng lại đột ngột nơi đây.	Tandil falu meglehetősen jelentékeny hely.	0.212195
	Galerákon, a síkvidéki közlekedésre oly alkalmas ökrös szekereken innen tizenkét nap alatt el lehet jutni Buenos Airesbe; ezzel magyarázható a falu viszonylag élénk kereskedelme: a falu a városba küldi az estanciáin tenyésztett állatokat, a saladerókból kikerülő sózott húst és az indián ipar különleges termékeit, pamut- és gyapjú­szövetet, a bőrfonók oly keresett munkáit stb.	-0.3
Ở vùng đất mới này, bát ngát những đồng cỏ tốt tươi, những cánh rừng táo mọc lên từ thời khai phá lục địa.	Tandilban így nemcsak kényelmes lakóházak vannak, hanem iskolák, templomok is, hogy lakói mind a jelen, mind pedig a túlsó világra kiművelődjenek.	0.2688
	Paganel ismertette társaival ezeket az adatokat, és hozzáfűzte, hogy Tandil faluban minden bizonnyal felvilágosítják majd őket; az erődben egyébként mindig ott állomásozik a nemzeti hadsereg egy különítménye.	-0.3
	Glenarvan egy láthatólag kellemes fonda istállójában szállásolta el a lovakat, majd Thalcave vezetésével az őrnagy, Paganel és Robert kíséretében elindult az Indépendance-erőd felé.	-0.3
	Néhány percnyi kapaszkodó után a kapuhoz értek, melyet meglehetősen figyelmetlenül őrzött egy argentin őrszem.	-0.3
	Minden nehézség nélkül bejutottak, ami vagy nagy hanyagságra, vagy az erőd tökéletes biztonságára mutatott.	-0.3
	Az erőd udvarán néhány katona gyakorlatozott, legidősebbjük húszéves lehetett, a legfiatalabb alig hét.	-0.3
	Az igazat szólva egy tucatnyi gyerek vívogatott egymással elég ügyesen.	-0.3
	Egyenruhá­juk derékban bőrövvel összefogott csíkos ingből állt; nadrágnak, térdnadrágnak vagy skót szoknyának híre-hamva sem volt; az enyhe idő egyébként igazolta ezt a lenge öltözéket.	-0.3
	Paganel elismerően gondolt arra a kormányra, mely nem költi a pénzt vállpaszományra.	-0.3
	Mindegyik gyerek csappantyús puskát és kardot viselt; a kard túl hosszú, a puska túl nehéz volt a kicsinyeknek.	-0.3
	Napbarnította arcukon valami családi vonás volt látható.	-0.3
Các nhà thám hiểm cảm thấy như bị rơi vào một nơi nào đó của xứ Normandie phì nhiêu màu mỡ... Đất không còn chao đảo nữa.	Még az őket vezénylő káplár is mintha hasonlított volna rájuk. ~~~ Nyilvánvalóan tizenkét testvér gyakorla­tozott a tizenharmadik parancsnoksága alatt.	-0.0133333
	Paganel nem csodálkozott, ismerte az argentin statisztikát, tudta, hogy minden családban átlag kilenc gyerek van; az nagyon meglepte azonban, hogy a kis katonák francia módra gyakorla­toznak, s hogy tökéletes pontossággal hajtják végre a puskatöltés tizenkét mozdulatát.	-0.3
Trận động đất đã chấm dứt.	A káplár gyakran a tudós anyanyelvén osztogatta parancsait.	0.125
Động đất lần này rất mạnh.	- Ez aztán furcsa - mondta Paganel.	0.26129
	Glenarvan azonban nem azért jött az erődbe, hogy gyakorlatozó gyerekeket nézegessen, még kevésbé, hogy nemzetiségük, származásuk iránt érdeklődjék.	-0.3
	Nem hagyott hát több időt Paganelnak a csodálkozásra; megkérte, tudakozódjék a helyőrség parancsnoka után.	-0.3
	Paganel így is tett, s az egyik argentínai katona a kaszárnyául szolgáló kis ház felé indult.	-0.3
Núi non đều bị biến dạng dữ dội.	Néhány perc múlva megjelent maga a parancsnok.	0.27
Trên nền trời xanh biếc giờ đây in hình những đỉnh núi, ngọn núi và sườn núi mới, khiến người dẫn đường trên các thảo nguyên Nam Mỹ sẽ phải uổng công đi tìm những dấu hiệu quen thuộc.	Ötven év körüli, erőteljes, katonás férfi volt, sörtebajuszt viselt, arccsontjai kiugróak voltak, haja őszes, tekintete parancsoló - már amennyire a kurta pipájából gomolygó füst látni engedte. ~~~ Járása hazája öreg altisztjeinek sui generis43 megjelenésére emlékeztette Paganelt.	-0.0176471
	A parancsnokhoz fordulva Thalcave bemutatta neki Glenarvan lordot és társait.	-0.3
	Míg beszélt, a parancsnok szüntelenül, meglehetősen zavarba ejtő kitartással Paganelt nézegette.	-0.3
	A tudós nem értette, mit akar tőle az öreg katona, s éppen meg akarta kérdezni, mikor az minden teke­tória nélkül megragadta a kezét, s így kiáltott fel a földrajztudós anyanyelvén: ~~~ - Ön francia? ~~~ - Igen, francia vagyok - felelte Paganel.	-0.3
Đã tám giờ sáng.	- Ó! ~~~ De örülök!	-0.00789474
Glenarvan và những người bạn đường của ông, nhờ những cố gắng của thiếu tá, đã dần dần hồi tỉnh.	Isten hozta! ~~~ Isten hozta! ~~~ Én is francia vagyok - ismételgette a parancsnok, miközben nyugtalanító hévvel rázta Paganel kezét. ~~~ - Barátja?	-0.155556
Họ bị choáng váng nặng.	- tudakolta az őrnagy. ~~~ - Az ám!	-0.0107143
	- felelte Paganel büszkén.	-0.3
Thế là họ đã xuống đến chân núi Andes và thậm chí có thể ăn mừng chuyến vượt núi mà thiên nhiên tự đảm nhận ấy, nếu như không bị mất tích một thành viên trong đoàn, một người yếu đuối nhất và còn trẻ con: Robert Grant.	- Az embernek az öt világrészben akad barátja. ~~~ Miután nagy nehezen kiszabadította kezét ebből az élő satuból, nyugodtabb beszélgetésbe kezdett a nagy erejű parancsnokkal. ~~~ Glenarvan szívesen ejtett volna szót arról, ami idevezette őket, de a katona az élettörténetét mesélte, és semmi hajlandóságot nem mutatott arra, hogy azt félbeszakítsa.	-0.114694
	Látszott, hogy a derék ember régen hagyta el Franciaországot, elszokott anyanyelvétől, s ha a szavakat nem is, azt már elfelejtette, hogyan kell összerakni őket.	-0.3
Mọi người, cả Paganel, người rất gắn bó với chủ, lẫn thiếu tá, mặc dù tính ông thận trọng, đều yêu mến chứ bé dũng cảm, nhưng, yêu chú hơn cả là Glenarvan.	Körül­belül úgy beszélt, mint a francia gyarmatok négerei. ~~~ A látogatók hamarosan megtudták, hogy az Indépendance-erőd parancsnoka francia őrmester volt, Parchappe egykori bajtársa.	0
	1828 óta, vagyis alapítása óta nem hagyta el az erődöt, s most az argentin kormány megbízá­sából ő a parancsnoka.	-0.3
	Ötvenéves volt, baszk származású; Manuel Ipharaguerre-nek hívták.	-0.3
Khi biết tin Robert bị mất tích, ông rụng rời chân tay.	Nevéből láthatóan kevés hiányzott hozzá, hogy spanyol legyen.	0.27931
	Nem sokkal az országba érkezése után Manuel őrmester felvette az argentin állampolgárságot, feleségül vett egy derék indián nőt, aki most hathónapos ikerpárt szoptatott.	-0.3
Ông hình dung chú bé xấu số đang nằm dưới đáy vực thẳm và kêu gọi ông, người cha thứ hai của chú cứu giúp chú.	Két fiút természetesen, mert az őrmester érdemes élettársa nem merészelte volna leánygyermekkel megajándékozni őt.	0.276316
	Manuel nem tudott elképzelni más életmódot, mint a katonaéletet, s remélte, hogy idővel és isten segítsé­gével egy egész osztag ifjú katonával ajándékozhatja majd meg a köztársaságot. ~~~ - Látta!	-0.3
- Các bạn của tôi ơi!	- mondta. ~~~ - Kedvesek!	0.478571
	Jó katonák!	-0.3
	José!	-0.3
	Juan!	-0.3
	Miquele!	-0.3
Các bạn của tôi ơi!	Pepe! ~~~ Pepe hétéves!	-0.00681818
	Maga harapja el a töltényeit!	-0.3
	Pepe e dicséret hallatára összecsapta apró sarkait, s fegyverével tökéletes gráciával tisztelgett.	-0.3
- Glenarvan nói, khó khăn lắm mới kìm được nước mắt.	- Sokra megy! ~~~ - mondta az őrmester.	0.177273
- Cần phải đi tìm và tìm bằng được chú bé!	- Egy napon ezredes, brigadéros!	0.61
	Manuel őrmester olyan elragadtatással beszélt, hogy nem akartak vitába szállni vele sem a fegyverforgatás mesterségének felsőbbrendűségéről, sem a harcias ivadékaira váró jövőről.	-0.3
Chúng ta cần phải xem xét kỹ từng thung lũng, từng vực sâu.	Boldog volt, s mint Goethe mondja: „Semmi sem ábrándkép, ami boldoggá tesz bennünket.”	0.20625
Hãy buộc dây dòng tôi xuống.	Thalcave nagy csodálkozására mindez eltartott egy negyedóráig.	0.01875
Đó là ý muốn của tôi, các bạn có nghe thấy không?	Az indián nem értette, hogy jöhet ki egyetlen torokból ennyi szó.	0.267273
Miễn sao Robert còn sống là được!	Senki sem szakította félbe a parancsnokot.	0.284211
	Mivel azonban egy őrmester - még egy francia őrmester is - előbb-utóbb kifogy a szóból, hát Manuel is elhallgatott, s felszólította vendégeit, kövessék otthonába.	-0.3
	Az utazók beletörődtek, hogy megismerik Ipharaguerre asszonyt, ki „tisztes személyiségnek” látszott; ha ugyan ezt az óvilági szót lehet egy indián asszonnyal kapcsolatban használni.	-0.3
	Majd, mikor eleget tettek minden kívánságának, az őrmester megkérdezte, minek köszönheti látogatásukat.	-0.3
Mất chú ấy thì làm sao đi tìm cha của chú ấy được?	Eljött a döntő pillanat, hogy előadják mondanivalójukat.	0.3
Tìm cứu thuyền trưởng Grant mà lại phải trả giá bằng tính mạng của con trai ông thì còn ra nghĩa lý gì nữa.	Paganel franciául elmesélte neki a pampákon át tett útjuk történetét, végül megkérdezte, miért hagyták el az indiánok a vidéket. ~~~ - Senki!	-0.012931
Những người cùng đi lặng lẽ nghe theo Glenarvan.	Valóban senki! ~~~ - felelte az őrmester vállát vonogatva.	-0.00576923
Họ cảm giác rằng ngài huân tước muốn đọc thấy trong mắt họ dù chỉ một tia hy vọng thôi, nên ai nấy đều chùng mắt xuống.	- Mi meg ölbe tett kézzel... Nincs mit tenni! ~~~ - De miért?	-0.242308
- Thế nào.	- Háború.	1.27273
- Glenarvan nói tiếp.	- Háború? ~~~ - Igen!	0.476316
- các bạn đã nghe tôi nói, nhưng lại im lặng!	Polgárháború... ~~~ - Polgárháború?	0.25
Nghĩa là các bạn không còn chút hy vọng nào?	- kérdezte Paganel, s akaratlanul is „néger módra” beszélt.	0.217021
	- Igen, a paraguayiak és a Buenos Aires-iak között - felelte az őrmester. ~~~ - És?	-0.3
Im lặng kéo dài mấy phút.	- És az indiánok mind északon, Flores tábornok nyomában.	0.0214286
Cuối cùng Mac Nabbs lên tiếng: ~~~ 	Indiánok fosztogatók, foszto­gatnak.	-0.0176471
- Các bạn của tôi, có ai nhớ Robert bị biến mất lúc nào không?	- És a kacikák? ~~~ - A kacikák velük.	0.154412
Không có câu trả lời tiếp theo.	- Katriel? ~~~ - Nincsen Katriel.	-0.0375
- Vậy thì ít nhất các bạn hãy cho biết trong lúc trượt xuống núi thì chú bé ở bên cạnh ai?	- Hát Kalfukura? ~~~ - Nincs többé Kalfukura.	0.095122
- Thiếu tá hỏi tiếp.	- És Janchetruz? ~~~ - Az sincs.	0.35625
	A válaszokat lefordították Thalcavénak, aki egyetértően bólogatott.	-0.3
	Thalcave úgy látszik nem tudott a háborúról, vagy csak elfelejtette, hogy a köztársaság két pártját polgárháború tizedeli, melybe később aztán Brazília is beavatkozott.	-0.3
	E belháborúkban az indiánok csak nyerhettek, s nem hagyhattak kiaknázatlanul egy ilyen jó alkalmat a fosztogatásra.	-0.3
	Az őrmester tehát nem tévedett, mikor az észak-argentínai polgárháborúval magyarázta a pampák elnéptelenedését.	-0.3
	Ez az esemény azonban meghiúsította Glenarvan terveit, számításai halomra dőltek.	-0.3
	Ha Harry Grant a kacikák foglya, nyilvánvalóan őt is magukkal hurcolták az északi határvidékre.	-0.3
	Érdemes-e vajon megkísérelni egy ilyen veszélyes és csaknem hiábavaló kutatóutat egészen a pampák északi határáig?	-0.3
	Ezt a súlyos döntést komolyan meg kellett vitatniuk.	-0.3
	Az őrnagynak, míg barátai szótlanul nézték egymást, még egy fontos kérdés jutott eszébe.	-0.3
	- Vajon az őrmester hallott-e a kacikák fogságába esett európaiakról?	-0.3
	Manuel néhány percig gondolkozott, emlékei közt kutatott.	-0.3
- Bên cạnh tôi, - Wilson lên tiếng.	- Igen - felelte végül. ~~~ - Ó!	0.457143
- Bạn còn nhìn thấy chú ta ở bên cạnh đến khi nào?	- kiáltott fel Glenarvan, aki kapva kapott az új reménységen.	0.561818
Hãy cố nhớ lại xem... Nói đi kìa?	Paganel, Mac Nabbs, Robert és Glenarvan körülvették az őrmestert.	0.0891892
- Tôi nhớ được là.	- Beszéljen! ~~~ Beszéljen!	0.384615
- Wilson đáp, - trong chừng hai phút trước khi núi đang trượt bị xô và dừng lại thì Robert bám vào một đám rêu và vẫn ở bên cạnh tôi.	- sürgették mohón. ~~~ - Néhány éve - felelte Manuel. ~~~ - Igen... ez az... európai foglyok... Sohasem láttam őket...	-0.034
- Khoảng hai phút?	- Néhány éve?	0.97
Bạn nghĩ cho kỹ nhé, Wilson.	- kérdezte Glenarvan.	0.171429
Lúc ấy bạn có thể thấy mỗi phút lâu lắm đó.	- Téved... A hajótörés dátuma pontos... A Britannia 1862 júniusában süllyedt el.	0.15
Bạn không nhầm đấy chứ?	- Régebben, uram. ~~~ - Lehetetlen!	-0.005
- Tôi nghĩ rằng tôi không nhầm.	- kiáltott fel Paganel. ~~~ - Pedig így van!	0.282353
Vâng đúng là thế, khoảng hai phút, mà cũng có thể là ít hơn nữa.	Pepe születésekor történt... Két emberről hallottam... ~~~ - Nem, három!	0
- Cứ cho là như vậy.	- szólt Glenarvan.	0.983333
	- Kettő - jelentette ki határozottan az őrmester. ~~~ - Kettő?	-0.3
Thế Robert lúc ấy ở đâu?	- kérdezte Glenarvan csodálkozva.	0.258621
	- Két angol?	-0.3
	- Nem - felelte az őrmester -, ki beszél angolokról?	-0.3
Bên phải hay bên trái bạn?	Nem... egy francia meg egy olasz.	0.3
	- Egy olasz, akit lemészároltak a poyuche indiánok?	-0.3
- Mac Nabbs hỏi.	- Igen!	0.914286
	Azóta megtudtam... a francia megmenekült.	-0.3
- Ở bên trái.	- Megmenekült!	1.3
	- kiáltott fel Robert, aki úgy függött az őrmester ajkán, mintha élete függne a választól.	-0.3
	- Igen, megmenekült az indiánok kezéből - felelte Manuel.	-0.3
Tôi vẫn nhớ chiếc puncho của chú ấy đã quết vào mặt tôi.	Mindnyájan a tudósra néztek, aki kétségbeesetten verte a homlokát.	0.3
- Thế lúc ấy bạn ở phía bên nào chúng tôi?	- Értem! ~~~ - mondta végül. ~~~ - Minden világos, minden érthető!	0.0692308
- Cũng bên trái.	- Miről van szó?	0.88125
- Như vậy là Robert chỉ có thể bị biến mất ở phía bên này, - thiếu tá nói, quay mặt về phía núi và chỉ về bên tay phải.	- türelmetlenkedett a nyugtalan Glenarvan. ~~~ - Barátaim - szólt Paganel, és megfogta Robert kezét -, súlyos tévedésbe estünk, ezzel szembe kell néznünk!	0.233721
	Téves nyomot követtünk! ~~~ Nem Grant kapitányról beszél az őrmester, hanem egy hazámfiáról, akinek társát valóban megölték a poyuchók; egy franciáról, aki több ízben elkísérte ezeket a kegyetlen indiánokat a Colorado partjára, aki, miután szerencsésen meg­menekült a karmaikból, viszontlátta Franciaországot.	-0.3
Căn cứ vào thời gian lúc chú bé bị mất tích, thì chú ấy có thể bị sa xuống vực ở độ cao không quá bảy trăm mét.	Abban a hiszemben, hogy Harry Grant nyomát követjük, a fiatal Guinnard útján haladtunk! ~~~ Néma csönd fogadta ezt a bejelentést. ~~~ A tévedés nyilvánvaló volt.	-0.104237
Chúng ta cần phải chia nhau ra, mỗi người đi tìm một khu vực trên khắp vùng này và phải tìm thấy Robert.	Amit az őrmester mondott, a fogoly nemzetisége, társának legyilkolása, szökése az indiánok fogságából, mindez téve­dé­süket bizonyította.	0.218182
	Glenarvan tanácstalanul tekintett Thalcavéra.	-0.3
Không ai nói thêm gì nữa.	Ekkor az indián megszólalt:	0.3
	- Sosem hallott három angol fogoly felől?	-0.3
	- kérdezte az őrmestert.	-0.3
	- Soha - felelte Manuel.	-0.3
	- ... Eljutott volna a híre Tandilba... Hallottam volna... Nem, nem hallottam...	-0.3
	E határozott válasz után Glenarvannak nem volt több dolga az Indépendance-erődben.	-0.3
	Köszönetet mondtak az őrmesternek, kezet szorítottak vele, aztán távoztak.	-0.3
Những người thám hiểm đã trèo lên các sườn núi và bắt đầu tìm kiếm ở những độ cao khác nhau.	Glenarvan kétségbeesett, hogy tervei így füstbe mentek. ~~~ Robert szótlanul, könnyes szemmel ment mellette.	-0.00891089
	Glenarvan nem talált szót vigasztalására.	-0.3
	Paganel magában beszélve hadonászott.	-0.3
Họ men theo phía bên phải đường trượt và tìm kỹ ở những kẽ nứt nhỏ nhất, rồi mạo hiểm luồn xuống tận đáy các vực sâu lổng chổng những tảng đá vừa mới lấp xuống.	Az őrnagy összeszorította az ajkát. ~~~ Thalcavénak pedig nagyon sértette indián önérzetét, hogy téves nyomot követett. ~~~ Pedig senki sem gondolt arra, hogy szemrehányást tegyen neki igazán érthető tévedéséért.	-0.114371
Khi lên, ai nấy chân tay đều rớm máu, quần áo rách tả tơi.	Visszatértek a fondába. ~~~ Szomorúan megvacsoráztak.	-0.0317308
	Kétségtelen, egyik bátor, odaadó férfi sem bánta a hiába elszen­vedett fáradságot, a hasztalanul kiállt veszedelmeket.	-0.3
