CHARLES DICKENS	﻿CHARLES DICKENS	1.24
"Lại đúng rồi!" ông Pumblechook reo lên.	- szólalt meg Pumblechook bácsi -, nagyon jól!	0.675
"Nói hay lắm! ~~~ Rất trúng đích!	Pompás fölvilágosítás volt.	-0.0193548
Rất đúng!	Valóban igaza van.	0.184615
Bây giờ thì anh biết chuyện rồi đấy, Joseph."	Most hát Joseph öcsém, láthatod, hogyan áll a dolog!	0.294
"Không, Joseph," chị tôi nói, vẫn bằng giọng trách cứ, trong khi Joe không ngừng đưa mu bàn tay cọ qua cọ lại trên mũi ra điều biết lỗi, "anh vẫn chưa hiểu gì đâu - dù anh có không nghĩ thế.	- Nem, Joseph - mondta néném még mindig bizonyos neheztelés hangján, miközben Joe bocsánatot kérő arckifejezés kíséretében a keze hátával meg-megsímogatta orrát -, még most sem tudod, ne gondold, hogy tudod, miképen áll a dolog.	0.442546
Anh có thể cho rằng mình hiểu, nhưng anh chưa hiểu đâu, Joseph.	Az hiheted ugyan, hogy tudod, de nem tudod, Joseph.	0.45
Vì anh không hề biết là bác Pumblechook, nghĩ rằng vận hội của thằng bé này có thể đến khi tới nhà cô Havisham, đã ngỏ lời đưa nó vào thị trấn tối nay bằng xe của bác, cho nó ở lại nhà bác tối nay, rồi sáng mai đích thân đưa nó đến chỗ cô Havisham.	Mert nem is sejted, hogy Pumblechook bácsi, aki bizonyosra veszi, hogy ennek a fiúnak nagy szerencséje lesz az, ha Havisham kisasszonyhoz kerül, fölajánlotta, hogy elviszi kocsiján még most este, és hogy éjszakára magánál tartja, holnap reggel pedig saját­kezűleg adja át Havisham kisasszonynak.	0.296654
Và Chúa dủ lòng thương con!" chị tôi kêu lên, ném mũ đi trong cơn tuyệt vọng bất thần, "Tôi lại phải đứng đây nói lằng nhằng với hai gã ngốc này, bác Pumblechook thì đang chờ, con ngựa cái phải chịu lạnh ngoài cửa, còn thằng bé này thì lem nhem bẩn thỉu từ đầu đến tận chân thế này đây!"	És - jaj, Uram Istenem! ~~~ - kiáltott most néném nagyot -, én meg csak állok itt és vesztegetem a szót ezekre a bamba fajankókra és várakoz­tatom Pumblechook bácsit, odakint pedig a kapu előtt a gebét megveszi az Isten hidegje, ez a kölyök meg csupa korom és piszok a feje búbjától, a lába sarkáig!	-0.0106833
Nói dứt lời, chị nhảy bổ tới tôi như diều hâu vồ cừu non, và mặt tôi bị nhúng vào từng chậu gỗ nước để rửa, rồi đầu tôi bị kê vào dưới vòi của thùng nước, rồi tôi được xát xà phòng, kỳ cọ bằng khăn, gãi cào đến xước cả da, cho đến khi tôi tối tăm mặt mày.	S ezt mondván, nekem esett, ahogy sas szokott lecsapni bárányra, fejemet lenyomta a víztartó bödön csapja alá, hogy arcom belekényszerült a konyhasarkabeli szennyvizes dézsába és egy-kettőre beszappanyozottan vergődtem ott s néném úgy meggyúrt, úgy dörzsölt szárazra, úgy megpaskolt, fésűvel úgy meggereblyézett, kefével úgy megsimított, hogy valóban, azt sem tud­tam már, hol a fejem.	0.228283
(Đến đây tôi có thể nói tôi vẫn cho rằng mình là người quen thuộc hơn ai hết với cạnh sắc của cái nhẫn cưới khi nó chà xát không chút thương xót lên thân người.)	(Mondhatom, aligha él e földön ember, aki nálam illetékesebb lehet­ne annak az elmondására, hogy micsoda borzalmas hatása van az olyan jegygyűrűnek, amely csöppet sem rokonszenves módon száguldoz ide-oda az ember ábrázatán.)	0.244693
Khi việc rửa ráy cho tôi đã hoàn tất, tôi bị nhét vào bộ đồ mặc trong bằng vải linen sạch cứng đơ, hệt như một nhóc sám hối phải khoác vải gai lên người, rồi bị trùm ra ngoài bằng một bộ đồ chật chội hãi hùng nhất tôi từng phải mặc.	Amint mosdatásom véget ért, néném tiszta fehérneműbe bujtatott, olyan merev vászonból valóba, hogy mint valami daróccsuhás ifjú vezeklő álltam ott, majd pedig legszűkebb, leg­rette­netesebb ruhámba kényszerített bele.	0.230986
Tiếp theo, tôi được bàn giao lại cho ông Pumblechook, ông nghiêm trang nhận tôi như thể là cảnh sát trưởng, và dành cho tôi câu dạy dỗ tôi biết ông đã nóng lòng được nói ra nãy giờ: "Cậu bé, hãy mãi mãi biết ơn tất cả những người bạn, và nhất là những người đã nuôi cháu bằng tay!"	Aztán átadott Pumblechook bácsinak, aki való­sággal úgy vett át, mintha bírám lett volna s azonnal rámszabadította azt a prédikációját, amellyel, tudtam, már régen szeretett volna megleckéztetni. ~~~ - Te fiú, aztán hálás légy ám minden jó embered iránt, de különösképen azok iránt, akik csak­úgy kézről neveltek föl!	-0.000488599
"Tạm biệt, Joe!"	- Isten veled, Joe!	0.264706
"Chúa ban phước lành cho cậu, Pip, anh bạn của tôi!"	- Isten oltalmazzon, Pip, kis öregem.	0.543277
Từ bé đến giờ tôi chưa bao giờ phải xa anh, và do cảm xúc đang dâng lên cũng như do bọt xà phòng, thoạt đầu tôi chẳng nhìn thấy ngôi sao nào khi ngồi trên xe.	Eddig még sohasem szakadtam volt el tőle és szívem érzelmei, valamint a szemembe maró­dott sok szappan miatt eleinte, amint a kocsiban ültem, egyetlen csillagot sem bírtam látni.	0.294479
Nhưng rồi chúng lần lượt hiện ra nhấp nháy, dù chẳng rọi thêm được chút ánh sáng nào lên câu hỏi vì sao tôi phải đến chơi nhà bà cô Havisham, và tôi sẽ phải chơi gì ở đó.	De aztán elő-előcsillantak, egyik a másik után, arra a kérdésre azonban, hogy mi az Isten csodá­jának is megyek én Havisham kisasszonyhoz játszani s mi az Isten csodája játékot várnak majd ott tőlem, világosságot legkevésbé sem derítettek.	0.237766
Chương 8	NYOLCADIK FEJEZET.	0.06
Nơi ở trong thị trấn của ông Pumblechook tại phố High đâu đâu cũng hiện diện hạt tiêu khô và bột mì, nhà của người buôn bán lương thực và hạt giống thì phải thế.	Pumblechook úr üzletének a mezőváros főutcájában afféle borsos, lisztes ábrázata volt, ami­lyen­nek minden mag- és gabonakereskedő boltjának lennie illik.	0.395098
Tôi thấy như ông là người thật hạnh phúc khi có nhiều ngăn kéo nhỏ đến thế trong cửa hàng của mình; và tôi tự hỏi khi ngó vào một hai ngăn kéo ở mấy hàng dưới cùng và nhìn thấy những gói giấy nâu buộc chặt bên trong, liệu những hạt giống hoa và mầm cây có bao giờ muốn một ngày đẹp trời để thoát ra khỏi mấy phòng giam đó mà đâm chồi nảy lộc hay không.	Én úgy képzeltem, hogy akinek annyi mindenféle kis fiókja van a kereskedésében, valóban nagyon boldog ember lehet; és amint az alsó fiókok egyikébe-másikába belepillanthattam s láttam a barna papírosú, átkötözött csomagocskákat bennök, eltűnődtem, vajjon a virágmagoknak és virághagymáknak nem szottyan-e kedvük kitörni egy szép napon ebből a börtönükből és virágba szökkenni.	0.282834
Tôi thực hiện cuộc thăm dò này lúc sáng sớm sau ngày tới nơi.	A megérkezésemet követő reggelen volt az, hogy ily gondolatokkal bibelődtem.	0.273134
Tối hôm trước, tôi được đưa thẳng lên giường ngủ trên gác xép có mái nhà dốc xuống kề sát vào chỗ kê giường đến mức tôi ước chừng những viên ngói lợp mái chỉ cách lông mày tôi chừng một foot là cùng.	Az előzőleg elmult éjszakán mindjárt ágyba küldtek, még pedig valami padlásfülkébe, amely a lejtős házfedél alatt oly alacsony volt, hogy a sarokban, ahol az ágy állt, a tető cserepe számításom szerint alig lehetett lábnyinál magasabban a szemöldököm fölött.	0.272368
Cũng vào buổi sáng sớm đó, tôi khám phá ra một mối liên hệ độc đáo giữa ngũ cốc và những cái quần nhung kẻ.	Ugyanezen a kora reggelen vettem észre azt is, mily különös rokonság van magkereskedések és bársonynadrágok között.	0.275893
Ông Pumblechook mặc quần nhung kẻ, và người quản lý cửa hàng của ông cũng thế; và theo cách nào đó tất cả những cái quần nhung kẻ này đều có một dáng vẻ và thứ mùi chung rất gần với bản chất của ngũ cốc, và ở các món ngũ cốc lại có dáng vẻ và thứ mùi chung rất gần với bản chất của những cái quần nhung kẻ, đến mức tôi khó lòng phân biệt cái nào là cái nào nữa.	Pumblechook úr bársonynadrágot viselt, a segédje szintén; e bársonynadrágok színében és illatában pedig a magkereskedés tulajdonságaiból egyáltalán annyi mindenféle volt és a külön­féle magfajták színe és illata általában annyira emlékeztetett e nadrágok sokmindenféle tulajdonságára, hogy már alig tudtam megkülönböztetni az egyiket a másiktól.	0.31555
Cũng dịp này cho tôi cơ hội nhận ra là có vẻ như ông Pumblechook điều hành việc làm ăn của mình bằng cách nhìn qua bên kia đường về phía cửa hàng của ông thợ làm yên ngựa, ông này có vẻ làm ăn bằng cách không rời mắt khỏi cửa hàng của ông thợ đóng xe ngựa, ông này lại kiếm sống bằng cách đút tay túi quần ngắm nghía hàng bánh mì, đến lượt ông thợ làm bánh lại khoanh tay nhìn về hàng tạp hóa, trong khi ông chủ hàng tạp hóa đứng bên cửa ngáp dài ngó về phía hàng thuốc.	Ugyanez alka­lom­mal megjegyeztem magamnak azt is, hogy Pumblechook úr üzletvezetése, úgy látszott, mindössze abból a feszült figyelemből áll, amellyel az utca túlsó felére nézegetett a nyerges felé, aki meg a maga üzleti ügyeit mintha azzal intézte volna el, hogy le nem vette szemét a kocsigyártóról, ez pedig a kenyerét mintha azzal kereste volna meg, hogy kezét a zsebébe dugta s úgy nézegetett át a pékre, aki a maga dolgául a karját keresztbefonva bámészkodott át a fűszeresre s ez úgy állt a saját ajtója előtt, hogy minduntalan nagyokat ásítozott a gyógyszer­táros felé.	0.316726
Ông thợ đồng hồ, luôn ngồi cặm cụi sau một cái bàn nhỏ với một cái kính lúp đeo trên mắt, và luôn bị một nhóm người quần áo lam lũ đứng ngó nhìn qua cửa sổ lắp kính của cửa hàng, dường như là người duy nhất trên phố High có công việc đòi hỏi ông ta phải tận tâm chú ý.	Az órás, aki szüntelen nagyítóüveget tartva szemén, kis állvány fölé hajoltan ült boltjában és akit munkakötényes emberek csoportja bámult állandóan az ablakon, úgy látszott, az egész főutca egyetlen olyan mesterembere, akinek figyelmét a saját foglalkozása köti le.	0.252326
Ông Pumblechook và tôi ăn sáng lúc tám giờ trong phòng khách đằng sau cửa hàng, trong khi người quản lý cửa hàng ngồi uống trà và ăn bánh mì phết bơ trên một bao đậu ngay trước cửa hàng.	Pumblechook úr és én nyolc órakor együtt reggeliztünk meg a bolthelyiség mögötti lakószo­bácskában, miközben a segéd a maga teáját és vastagon megkent vajaskenyérszeleteit a bolt­ban, egy zsák borsón ülve, fogyasztotta el.	0.366477
Tôi thấy thật kinh khủng khi phải ở cạnh ông Pumblechook.	Pumblechook urat szánalmas étkezőtársnak kellett megismernem.	0.295082
Ngoài việc bị ám ảnh ý tưởng từ chị gái tôi rằng nhất thiết phải làm cho chế độ ăn uống của tôi thể hiện thật rõ tính chất khổ hạnh và trừng phạt - ngoài việc dành cho tôi càng nhiều bánh vụn và càng ít bơ càng tốt, đồng thời cho vào sữa của tôi nhiều nước ấm đến mức nếu thẳng thắn hơn thì đừng cho sữa vào cho xong - những câu trò chuyện của ông chỉ toàn về những phép toán.	Táplálkozásom dolgában ugyanis szakasztottan a nénémnek azt a nézetét vallotta, hogy étkezésem mindig önmegtartóztatásom és alázatosságom fejlesztésére alkalmas legyen.	-0.149112
Khi tôi lễ độ chúc ông buổi sáng tốt lành, ông kênh kiệu hỏi lại, "Bảy lần chín là mấy, cậu bé?" Và làm sao tôi trả lời cho được khi bị vặn hỏi theo cách ấy, ở một nơi xa lạ, với một cái bụng rỗng tuếch!	A bácsi tehát olyan vajaskenyeret adott nekem, amelynek lehető legnagyobb része héjj volt s amelyre a lehető legvékonyabban kent vajat, tejembe pedig annyi meleg vizet öntött, hogy sokkal őszintébben cselekedett volna, ha a tejet teljesen mellőzi; - beszélgetése meg csupa számtani kérdés volt.	0.244737
Tôi đang đói lả, nhưng tôi chưa kịp nuốt miếng nào, ông đã bắt đầu một chuỗi phép cộng kéo dài suốt cả bữa ăn sáng.	Amikor én szép fínoman jó reggelt kívántam neki, ő nagy fontoskodón így szólt: ~~~ - Hétszer kilenc?	-0.0584211
"Bảy?" "Cộng bốn?" "Cộng tám?" "Cộng sáu?" "Cộng hai?" "Cộng mười?" Và cứ thế mãi.	De hát én ily idegen helyen és éhomra, hogyan felelhettem volna erre a kérdésre.	0.218919
Và sau khi mỗi phép cộng được giải đáp, hầu như tôi chỉ vừa kịp cắn một miếng hay uống một ngụm thì câu hỏi tiếp theo đã tới; trong khi ông thì thoải mái ngồi đó chẳng phải đoán gì, ngốn ngấu ăn hùng hục (nếu tôi được phép sử dụng cách diễn đạt này) thịt muối và bánh nướng nóng hổi.	Éhes voltam s íme ő, mielőtt csak egyetlen falatot nyelhettem volna, a számtani föladatok egész láncolatát kezdte rámeregetni, ami végiggyötört a reggeli egész idején. ~~~ - Hét meg négy? ~~~ Meg nyolc? ~~~ Meg hat? ~~~ Meg kettő? ~~~ Meg tíz? ~~~ S így tovább.	-0.250081
Vì những lý do vừa kể, tôi mừng không kể đâu cho hết khi chuông đồng hồ điểm mười giờ và chúng tôi lên đường tới nhà cô Havisham; cho dù tôi chẳng hề thấy thoải mái chút nào về cách ứng xử tôi sẽ phải làm quen dưới mái nhà quý bà này.	És mihelyt az egyik föladatot megoldottam s alighogy sikerült egy-egy falatot ennem, egy-egy kortyot innom, máris rám zúdult az új kérdés; ő pedig az egész idő alatt csak ült nagynyugodtan a helyén, semmit sem kellett kisütnie és csak evett egyre sült szalonnát meg pirított zsömlyét, mohó élvezettel szinte gyömöszölte magába (ha szabad ezt a kifejezést használnom) a falatokat.	0.193846
Trong vòng mười lăm phút chúng tôi đã tới nhà cô Havisham, một ngôi nhà cũ xây bằng gạch, lạnh lẽo, quanh nhà có rất nhiều song sắt to tướng.	Ily előzmények után tehát valóban nagyon örültem, hogy végre tíz óra volt már s elindulhat­tunk Havisham kisasszonyhoz, ámbár legkevésbé sem bírtam megnyugvással gondolni arra, hogy miképen is kell majd viselkednem annak a hölgynek a házában.	0.144079
Một số cửa sổ đã bị xây bít kín; trong những ô cửa còn lại, tất cả cửa sổ ở tầng dưới đều bị bịt bằng những chấn song gỉ sét.	Negyedórába sem telt, megérkeztünk Havisham kisasszony háza elé, amely komor külsejű, ódon téglaépület volt s amelyet rácsozatok számtalan vasrúdja őrizett.	0.292
Có một khoảng sân đằng trước, và quanh sân cũng có hàng rào; vậy là sau khi rung chuông chúng tôi buộc phải đợi cho tới khi có người ra mở cửa.	Néhány ablaka befalazottan vakoskodott, a meg­hagyottak közül azonban az alsókon mindegyiken rozsdás vasrács volt.	0.18
Trong khi đứng đợi ngoài cổng, tôi ngó vào trong (ngay cả lúc ấy ông Pumblechook vẫn hỏi, "Cộng mười bốn?" nhưng tôi giả bộ không nghe thấy), và thấy ở cạnh ngôi nhà có một xưởng ủ bia lớn.	A ház előtt udvar terült s ezt is vasrácsos kerítés védte; azért hát, miután becsöngettünk, várnunk kellett, míg majd jön valaki, hogy bebocsásson.	0.160563
Nhưng trong đó chẳng có mẻ bia nào đang được ủ, và có vẻ đã lâu lắm không còn mẻ bia nào được ủ trong đó.	Amíg így várakoztunk a kapu előtt, bebámészkodtam (Pumblechook úr még ekkor is folytatta a faggatást: - no, meg tizennégy?)	0.292241
Một ô cửa sổ mở ra, và một giọng nói rành rọt cất lên hỏi, "Ai vậy?" Và người dẫn tôi trả lời, "Pumblechook." Giọng nói kia đáp, "Đúng rồi," và ô cửa sổ lại đóng lại, rồi một cô gái băng qua sân đi tới, trong tay cầm chùm chìa khóa.	s a ház egyik oldalában nagy sörfőzést fedeztem föl, sört azonban nem főztek benne; úgy rémlett, mintha ez az épületrész már nagy-nagy ideje használatlanul állna. ~~~ Ablak nyílt s csengő hang kérdezte: ~~~ - Ki az?	-0.134211
"Đây là Pip," ông Pumblechook nói.	Kísérőm így felelt: ~~~ - Pumblechook.	-0.00857143
	A csengő hang erre így válaszolt:	-0.3
"Đây là Pip phải không?" cô gái trẻ đáp lại, cô này rất đẹp và có vẻ rất kiêu kỳ.	- Rendben van - és az ablak újra becsukódott, az udvaron pedig fiatal nő jött felénk kulcsokkal kezében.	0.293548
	- Ez itt - mondotta Pumblechook -, ez Pip.	-0.3
"Vào đi, Pip."	- Ez hát Pip, ez?	0.3
	- szólt a fiatal nő, aki nagyon csínos volt és nagyon büszkének látszott -, gyere be, Pip.	-0.3
Ông Pumblechook cũng định vào thì cô gái đóng cổng ngăn ông này lại.	Pumblechook úr szintén be akart fordulni, de a fiatal nő visszanyomta a kapu szárnyával.	0.471622
"Ồ!" cô gái nói. ~~~ "Ông muốn gặp cô Havisham à?"	- Ó - mondta -, látni óhajtja talán Havisham kisasszonyt?	0.115848
"Nếu cô Havisham muốn gặp tôi," ông Pumblechook lúng túng đáp.	- Amennyiben Havisham kisasszony látni óhajt engem - válaszolt Pumblechook úr elképed­ten.	0.709091
"À!" cô gái nói, "nhưng ông thấy đấy, bà ấy không muốn gặp ông."	- Ah! ~~~ - mondta a leány - csakhogy ő nem óhajtja ám látni magát.	-0.0330508
Cô gái nói rất kiên quyết, với giọng điệu không cho phép bàn cãi, đến mức ông Pumblechook, mặc dù đang bị đụng chạm đến lòng tự tôn, cũng không thể phản đối.	Oly végérvényesen mondta ezt és oly minden magyarázgatást kizáró módon, hogy Pumble­chook úr, bár méltóságában megbántottnak érezte magát, egyetlen, szót sem bírt szólni ellene.	0.298305
Nhưng ông nhìn tôi thật khắc nghiệt cứ như thể tôi đã làm gì ông!	Csak rám pillantott nagyszigorúan - mintha én sértettem volna meg - és aztán elment, miután szemrehányó hangon még a következő szavakat vetette felém: ~~~ - Te fiú!	-0.141781
Rồi quay về sau khi đã nói xong mấy lời đầy trách cứ: "Cậu bé!	Úgy viseld ám aztán itt magadat, hogy becsületet szerezz azoknak, akik csak úgy kézről neveltek föl!	0.191304
Hãy cư xử khi ở đây sao cho xứng đáng với những người đã nuôi nấng cậu!" Tôi không gạt bỏ được nỗi sợ ông sẽ quay lại hỏi với qua cổng, "Cộng mười sáu?" Nhưng ông Pumblechook đã không làm thế.	Nem tudtam teljesen megszabadulni attól az aggodalomtól, hogy visszajön még és a kapu rácsán, keresztül intéz hozzám ilyesvalami kérdést:	0.106818
Cô dẫn đường trẻ tuổi của tôi khóa cổng lại, và hai chúng tôi băng qua sân.	- És még tizenhat? ~~~ Ezt azonban mégsem tette.	-0.143023
Khoảng sân được lát tinh tươm và sạch sẽ, nhưng cỏ dại đang mọc chồi lên qua mọi kẽ nứt.	Vezetőm, a fiatal leány bezárta a kaput s ketten végigmentünk az udvaron, amely burkolatos és tiszta volt; de a burkolat kövei közül mindenütt fű zöldelt elő.	0.167647
Có một lối đi nhỏ dẫn sang xưởng ủ bia, và hai cánh cổng gỗ dẫn vào lối đi ấy đang mở toang, cả nhà xưởng đằng sau cũng mở toang, mãi cho tới tận bức tường bao cao ngất; khắp bên trong đều trống trơn, hoang vắng.	A sörfőzés épületeit kis átjáró kötötte egybe, amelynek kapucskái nyitva voltak; mögötte az egész sörfőzés egészen a magas zárófalig tártan állt és minden helyisége üres volt és használatlan.	0.235938
Cơn gió lạnh dường như lạnh hơn khi thổi qua trong đó so với bên ngoài cổng; và cơn gió tạo thành tiếng rít nhói buốt khi nó rền rĩ luồn vào rồi chui ra qua hai bên thông thống của nhà xưởng, giống như tiếng gió thổi qua dây chằng buồm của một con tàu ngoài biển.	A hideg szél itt, úgy rémlett, hidegebben fuj, mint odakünn a kapu előtt, süvöltve fütyölt ki-be a sörfőzés nyitott részein, akárcsak valami hajó kötélzete között, nyilt tengeren.	0.114451
Cô gái thấy tôi nhìn về phía nhà xưởng và nói, "Giờ thì cậu có thể uống tất cả chỗ bia nặng được lên men trong đó mà chẳng hại gì rồi, cậu bé."	A leány látta, hogy a sörfőzés felé nézegetek s így szólt: ~~~ - Bízvást megihatnád, kis legény, mindazt a sok erős sört, amit most ott főznek.	-0.0313433
"Có lẽ tôi nên nghĩ là tôi có thể, thưa tiểu thư," tôi ngượng ngùng nói.	- Meghiszem azt, kisasszony - mondtam meglehetős zavartan.	0.15283
"Tốt hơn bây giờ không nên ủ bia ở trong đó nữa, nếu không bia sẽ chua hết, chàng trai; cậu không nghĩ vậy sao?"	- Inkább ne is próbáljanak most sört főzni ott, hiszen úgyis csak megsavanyodnék; nem gondolod, kis legény?	0.243
"Trông có vẻ đúng là thế, thưa tiểu thư."	- Úgy rémlik, olyanformán áll a dolog, kisasszony.	0.293617
"Mà thực ra cũng chẳng có ai thực sự muốn thử," cô gái nói thêm, "vì tất cả đã bị dọn sạch trong đó rồi, và nhà xưởng ấy sẽ bị bỏ không như thế cho tới khi nó đổ sụp.	- Szó sincs róla, hogy megpróbálná valaki - folytatta a leány -, mert hát minden ilyesminek vége már és az egész épület csakúgy áll itt használatlanul, míg majd össze nem roskad.	0.262275
Còn về phần bia nặng, dưới hầm đã có quá đủ rồi, đủ để nhấn chìm Manor House."	De ami az erős sört illeti, hát abból van ám elég odalenn a pincében, annyi, hogy akár az egész nemzetes házat bele lehetne fullasztani.	0.195652
"Đó là tên của ngôi nhà này phải không, thưa tiểu thư?"	- Nemzetes ház a neve ennek a háznak, kisasszony?	0.184091
"Một trong những cái tên của nó, cậu bé."	- Egyik neve, kis legény.	0
"Vậy là nó có đến hơn một cái tên sao, thưa tiểu thư?"	- Hát több neve is van, kisasszony, nem csak egy?	0.181395
"Còn một cái tên nữa.	- Volt még egy.	0.0642857
Tên còn lại của nơi này là Satis; trong tiếng Hy Lạp, hay Latinh, hay Hebrew, mà cũng có thể trong cả ba thứ tiếng - hay tất cả chỉ là một với tôi - có nghĩa là đủ."	Ez a másik neve Satis-ház volt; satis görögül vagy latinul, vagy héberül, vagy mind a három nyelven - nekem ugyan mindegy - azt jelenti, hogy elég.	0.435859
"Nhà Đủ," tôi nói, "một cái tên thật lạ, thưa tiểu thư."	- Elég-ház - mondottam -, ez bizony furcsa név, kisasszony.	0.244444
"Phải," cô gái đáp, "nhưng ý nghĩa của nó còn nhiều hơn thế.	- Az ám - válaszolt a leány -, csakhogy ez a név többet mondott, mint amennyit a szó jelent.	0.237313
Ý nghĩa của cái tên này là khi ngôi nhà này được trao cho ai đó, bất cứ người nào sở hữu nó sẽ không muốn thêm gì nữa.	Az volt az értelme, amikor a háznak adták, hogy aki ennek a háznak a tulajdonosa, akárki is, annak semmi egyébre nincs szüksége már. ~~~ Elegendőség Háza.	-0.0125
Tôi đoán vào thời đó người ta cũng dễ thấy thỏa mãn.	Az emberek akkoriban bizo­nyára könnyen tudtak megelégedni, azt hiszem.	0.265574
Nhưng đừng có rề rà thế chứ, cậu bé."	De gyere hát tovább, kis legény.	0.164516
Cho dù cô gái luôn miệng gọi tôi là "cậu bé" với âm điệu dửng dưng còn xa nghe mới giống lời khen, cô cũng chỉ bằng trạc tuổi tôi.	Bár egyre kis legénynek szólított, mégpedig oly fesztelenség hangján, amely legkevésbé sem lehetett megtisztelő rám nézve, a leány velem egykorú volt, vagy legföljebb kissé idősebb nálam.	0.217606
Tất nhiên, trông cô có vẻ lớn tuổi hơn tôi nhiều, vì là con gái, đồng thời lại thật xinh đẹp và tự tin; cô có vẻ khinh miệt tôi như thể cô đã hai mươi mốt tuổi và là một bà hoàng.	De mert leány volt és nagyon szép, meg igen határozott, nálam jóval idősebbnek látszott s oly lenézőn viselkedett velem szemközt, mintha legalább is huszonegyéves lett volna és királynő.	0.264205
Chúng tôi đi vào nhà qua cửa ngách, cửa vào rộng đằng trước có hai dây xích móc ngang bên ngoài, và ấn tượng đầu tiên của tôi về ngôi nhà là tất cả các lối đi đều tối om, và cô gái đã để lại một cây nến thắp sẵn bên trong.	Mellékkapun bementünk az épületbe - a nagy főbejáraton ugyanis két lánc volt keresztben - s az első, ami szemembe tűnt, az volt, hogy a folyosók mind sötétek voltak s hogy a leány égő gyertyát hagyott volt itt.	0.214063
Cô cầm nến lên, rồi chúng tôi đi qua thêm nhiều hành lang nữa, leo lên một cầu thang, và xung quanh vẫn tối om, chỉ có độc ngọn nến soi đường cho chúng tôi.	Most megfogta a gyertyatartót s több folyosón és lépcsőn mentünk tova és még mindig csak sötétség volt mindenütt, csupán a leány gyertyája világított.	0.261224
Cuối cùng, chúng tôi tới trước cửa một căn phòng, và cô gái nói, "Vào đi."	Végül valami szoba ajtajához értünk s a leány így szólt hozzám: ~~~ - Menj be.	-0.0184932
Tôi trả lời, do rụt rè nhiều hơn lịch sự, "Mời cô đi trước, thưa tiểu thư."	Én inkább félénkségből, mint udvariasságból így válaszoltam: ~~~ - Maga után, kisasszony.	-0.00523256
Nghe thấy thế, cô gái quay lại: "Đừng có ngốc thế, cậu bé; tôi sẽ không vào đâu." Rồi khinh khỉnh bỏ đi, và - chuyện này thậm chí còn tệ hơn - cầm theo luôn cây nến.	Erre így felelt: ~~~ - Ugyan ne nevettesd ki magadat, fickó; én nem megyek be. ~~~ S megvetőn faképnél hagyott és - ami még kellemetlenebb volt - magával vitte a gyertyát.	-0.0512531
Tình cảnh này thực chẳng dễ chịu chút nào, và tôi bắt đầu thấy hơi sợ.	Ez bizony fölöttébb kényelmetlen helyzet volt s én már-már félni kezdtem.	0.258333
Tuy nhiên, điều duy nhất tôi có thể làm là gõ cửa, vậy là tôi gõ, và được giọng nói từ bên trong vọng ra bảo đi vào.	De mivel tulaj­donképen nem kellett egyebet tennem, csak kopogtatnom az ajtón, hát kopogtattam, mire belülről fölszólítás hangzott, hogy lépjek be.	0.269291
Thế là tôi vào phòng, và nhận ra mình đang ở trong một căn phòng khá rộng, được thắp sáng bằng nến sáp.	Befordultam s láttam, hogy jókora szobában vagyok, amelyet viaszgyertyák világítanak meg.	0.202326
Trong phòng không thể thấy được dù chỉ một tia sáng ban ngày.	Nappali világosságnak legcsekélyebb csillá­ma sem volt itt látható.	0.295522
Đây là một buồng thay đồ, tôi đoán vậy từ đồ đạc trong phòng, cho dù vào hồi ấy phần lớn những món đồ này có hình dạng và công dụng tôi không hề biết.	A helyiség öltözőszoba volt, amennyire berendezéséről ítélhettem, bár sok mindenféle tárgya és alkalmatossága akkor még teljesen ismeretlen volt előttem.	0.260526
Nhưng nổi bật lên trong tất cả là một chiếc bàn có phủ khăn với một chiếc gương soi chạm trổ, và chính từ đó tôi đoán chừng ngay từ cái nhìn đầu tiên rằng đây là bàn trang điểm của một quý bà đẹp đẽ.	De mindenekelőtt az a terítőkkel borított nagy asztal tűnt szemembe, amelyen aranyozott keretű tükör állt, ez az asztal mindenesetre olyan bútordarab volt, amelyet első pillantásra valami előkelő hölgy pipereasztalának kellett fölismernem.	0.3
Liệu tôi có đoán ra nhanh đến vậy công dụng của món đồ này hay không nếu không có một quý bà sang trọng ngồi kế bên nó, tôi không biết nữa.	Hogy ezt épp oly gyorsan fedeztem volna-e föl akkor is, ha nem ül előkelő hölgy az asztalnál, nem tudom.	0.111702
Ngồi trong một chiếc ghế bành, một khuỷu tay chống lên bàn, đầu tựa lên bàn tay bên đó, trước mặt tôi là quý bà kỳ lạ nhất tôi từng gặp cho tới lúc ấy cũng như từ đó về sau.	Karosszékben, félkarjával az asztalra támaszkodva olyan hölgy ült ott, akinél különösebbet sohsem láttam még és nem is fogok láthatni.	0.155725
Bà phục sức rất sang trọng - toàn là xa tanh, đăng ten, rồi lụa - tất cả tuyền một màu trắng.	Drága szövetekbe öltözötten ült ott - atlaszban, csipkékben és selyemben -, csupa fehérben.	0.473836
Đôi giày bà đi cũng màu trắng.	Cipője is fehér volt.	0.114286
Và từ mái tóc vị phu nhân này rủ xuống một tấm voan trắng dài, trên tóc bà cài hoa theo kiểu cô dâu, song mái tóc đã bạc trắng.	Hajáról hosszú fehér fátyol omlott alá, hajába menyasszonyi koszorú fonódott, de haja fehér volt.	0.173684
