JULES VERNE	Jules Verne
- Azon nem fog múlni - válaszolt Thomas Steel.	"Không hề gì, Thomas Steel đáp.
- Azt hiszem, egykettőre megegyezünk.	Chúng ta sẽ sớm biết đích xác thôi!"
Három óra múlva a kilencszáznegyvenkettes félparcella, kellőképpen körülcölöpözve és a tervrajzon pontosan feltüntetve, annak rendje és módja szerint Cyprien Méré és Thomas Steel urak bérleménye lett, kilencven font haszonbér, valamint a jogosítványi díjak lefizetése ellenében.	Ba tiếng sau, phân nửa mỏ khai thác số 942, phân ranh hợp lệ bằng cọc và được công nhận trên bản đồ, được nhượng theo đúng thủ tục cho hai anh chàng Méré và Thomas Steel thuê, với giá ưu đãi chín mươi bảng, cộng thêm khoản thuế môn bài phải nộp cho nhân viên thuế.
Azon felül a bérszerződés külön leszögezte, hogy az engedményesek a kiaknázás mindenkori eredményéből részeltetni tartoznak John Watkins urat, és haszonrészesedés címén kiszolgáltatni neki az első három, tíz karátnál nehezebb gyémántot, amit a többi között talál­nának.	Ngoài ra, hợp đồng thuê mỏ quy định cụ thể rằng những người hưởng nhượng quyền phải chia cho John Watkins các thành phẩm từ hoạt động khai thác và sẽ phải nộp cho ông ta trên danh nghĩa "tiền phần trăm hoa lợi" ba viên kim cương đầu tiên nặng trên mười cara mà họ tìm được.
Semmi nem mutatott arra, hogy ilyesmi meg fog történni, de ami azt illeti, lehetséges volt - minden lehetséges volt.	Chẳng gì có thể chứng minh rằng khả năng này sẽ xảy ra, nhưng tóm lại vẫn có thể sẽ xảy ra - mọi chuyện đều có thể.
- Látom, életre­való ember!	"Anh có tài năng đấy!
- Nem lepne meg, ha a mi Griqualandunk egyik leggazdagabb bányásza lenne magából.	Tôi sẽ không bất ngờ nếu anh trở thành một trong những thợ mỏ tài năng nhất Griqualand!"
Cyprien akarva, nem akarva kedvező jóslatnak vette ezeket a szavakat.	Cyprien không thể ngăn mình cảm thấy trong những lời ấy một điềm lành cho tương lai.
Egyébként hallgatag megegyezéssel semmiféle célzást nem tettek a reggeli elszomorító jelenetre.	Mặt khác, với một thỏa thuận ngầm, họ không cần giải thích gì về cảnh tượng buồn bã sáng hôm ấy.
Parcellájuk közel esett a Kopje szegélyéhez, s ha Cyprien Méré elmélete helyes volt, gyémántban gazdagnak kellett lennie.	Mỏ khai thác của họ nằm gần rìa đồi Kopje và chắc hẳn phải phong phú nếu lý thuyết của Cyprien Méré có căn cứ.
Sajnos, itt már eddig is erőteljes kiaknázás folyt, és a földet több mint ötven méter mélységben kiásták.	Rủi thay, mỏ này từng được khai thác ồ ạt và sâu khoảng năm mươi mấy mét trong lòng đất.
De volt ennek bizonyos előnye is, mert az aknájuk szintje mélyebb lévén a szomszédokénál, a környék íratlan törvényei szerint, nekik jutott körös-körül az egész föld és minden gyémánt, ami oda eshetett.	Tuy nhiên, xét trên một số phương diện, đây là một lợi thế, bởi lẽ, nếu ở sâu hơn các mỏ bên cạnh, nó sẽ thụ hưởng, theo quy luật của khu đất, mọi loại đất đá và kết quả là tất thảy kim cương xung quanh sẽ rơi vào đó.
A munka igen egyszerű volt.	Công việc rất đơn giản.
A két társ azzal kezdte, hogy kapával és csákánnyal szabály­szerűen kifejtett bizonyos mennyiségű földet.	Hai cộng sự bắt đầu bằng cách dùng cuốc chim và cuốc bàn, rất đều đặn, xới một lượng đất nhất định.
Ha ez megvolt, egyikük fölment a bánya szélére, és sodronykötélen felhúzta a földdel telerakott tömlőket, amelyeket alul a kötélre akasztottak.	Rồi sau đó, một trong hai người leo lên miệng hố và anh ta kéo những xô đất được chuyển từ bên dưới lên theo dây cáp sắt.
A földet taligán elszállították Thomas Steel kunyhójába.	Đất này được chở bằng xe ba gác đến chòi của Thomas Steel.
Mindezen műveleteknek az volt a célja, hogy akár csak egy fél lencse nagyságú gyémánt­szem­csét is feltétlenül megtaláljanak.	Tất cả các thao tác này nhằm mục đích tìm thấy một vài viên kim cương, nếu có, và đôi khi chỉ lớn bằng nửa hạt đậu.
Már azt is nagy szerencsének tartották, ha naplemente előtt egyetlenegy darabot fel tudtak fedezni.	Ít nhất hai cộng sự vẫn thấy họ rất may mắn khi vẫn chưa tìm thấy một viên nào mà ngày thì vẫn chưa hết.
Cyprien főként kevés szerencsével dolgozott.	Nhất là Cyprien dường như kém may mắn.
Ha akadt is egy-egy darabka gyémánt a földtörmelékben, azt majdnem mindig Thomas Steel vette észre.	Nếu có một viên kim cương nhỏ tìm được trong đất, hầu như Thomas Steel luôn là người nhìn thấy.
Az első, amelyet Cyprien nagy örömére mégis fölfedezett, a kőzetággyal együtt alig volt egyhatodrész karát.	Viên đầu tiên chàng sung sướng tìm được thì chẳng nặng bao nhiêu, một phần sáu cara bao gồm cả quặng bẩn.
Egy karát, vagyis négy szemer, körülbelül egy ötödrész grammnyi súly.	Cara nặng khoảng bốn gơ ranh, gần tương đương một phần năm của một gram.
Egy elsőrendű, vagyis tisztavizű, átlátszó és színtelen gyémánt, ha köszörült állapotban legalább egy karátot nyom, körülbelül kétszázötven frankot ér.	Một viên kim cương nước tốt nhất, có nghĩa là rất tinh khiết, trong suốt, không màu, sau khi chế tác, nếu nó nặng một cara, trị giá khoảng hai trăm năm mươi franc.
Másrészt pedig Griqualand gyémántjai többnyire sárgásak, s ez a drágakőkereskedelemben jelentősen csökkenti értéküket.	Và mặt khác, kim cương ở Griqualand hầu như có màu vàng - điều đó làm giảm đáng kể giá trị của chúng trong ngành chế tác nữ trang.
"Ennél kifizetődőbb lenne földet túrni, nyájat őrizni vagy követ törni az országúton" - mondogatta közben Cyprien.	Có lẽ với tỉ suất ấy, cày xới đất trồng, chăn giữ bầy gia súc hoặc khai phá đường sẽ lợi hơn.
Thomas Steel valamelyik biliárdterembe, Cyprien meg egy-két órára a farmra.	Buổi tối, sau khi chia tay đường ai nấy đi, Thomas Steel đi đến các quán bi da, còn Cyprien thì ghé về trang trại một hai giờ đồng hồ.
A fiatal mérnök, nagy bosszúságára, gyakran ott találta vetélytársát, a vöröshajú, fehérbőrű, szeplős James Hiltont.	Ở đó, chàng kỹ sư trẻ thường thấy khó chịu khi gặp mặt đối thủ của chàng, James Hilton, một anh chàng cao lớn tóc đỏ, da trắng, khuôn mặt lấm tấm những vết người ta hay gọi là tàn nhang.
Kétségtelen, hogy ez a vetélytárs hamar beférkőzött John Watkins kegyeibe, hiszen még a farmernél is többet ivott és pipált.	Tay đối thủ kia chắc chắn nhanh chóng chiếm được tình cảm của John Watkins vì hắn uống rượu gin nhiều hơn và hút thuốc hambourg còn nhiều hơn ông ta, điều đó chẳng còn nghi ngờ gì.
Alice, meg kell adni, szemlátomást teljes megvetéssel nézte a fiatal Hilton falusi piperkőcsé­gét és hallgatta nem valami színvonalas fecsegését.	Đúng ra là Alice hình như chỉ coi thường sự lịch thiệp quê mùa và những cuộc trò chuyện tầm thường của chàng trai trẻ Hilton mà thôi.
De Cyprien számára Hilton jelenléte egyenesen elviselhetetlen volt.	Nhưng sự hiện diện của anh ta đối với Cyprien không vì thế mà bớt phần khó chịu.
Néha annyira nem szenvedhette, hogy úgy érezte, képtelen uralkodni indulatain, inkább búcsút mondott a társaságnak, és elment.	Thế nên, đôi khi, vì không thể chịu đựng nổi, tự cảm thấy khó kiềm chế mình, chàng tạm biệt mọi người và ra đi.
És James Hilton a világ legostobább röhögésével válaszolt.	Và James Hilton phá lên cười một cách ngốc nghếch nhất trên đời.
Ilyen estéken Cyprien többnyire egy derék öreg búrhoz, a telep közelében lakó Jacobus Van­der­gaarthoz tért be.	Vào những buổi tối như vậy, Cyprien thường quay về hàn huyên chuyện trò sau bữa tối tại nhà một ông lão trung hậu người Boër ở ngay gần trại, tên Jacobus Vandergaart.
Róla nevezték el a Kopjét, amelynek területét egykor, az engedélykia­dá­sok legkezdetén, még egymaga birtokolta.	Tên của khu đất Kopje chính là từ họ của ông mà ra, ngày trước chính ông là người quản lý khu đất trong thời kỳ đầu nhượng quyền.
Ha a szóbeszédnek hinni lehet, voltaképp szörnyű igazságtalanság történt, mikor kiforgatták birtokából, és azt John Watkins kezére játszották.	Thậm chí, nếu theo lời ông kể, chính vì một vụ tòa án từ chối xét xử thực sự mà ông ấy bị tước quyền sở hữu khu đất ấy về tay John Watkins.
Elég gyakori eset volt, hogy a bányászok, akik pontosan tudni akarták, mennyi lesz gyémánt­jaik pontos súlya köszörült állapotban, lehasítás vagy finomabb megmunkálás végett hozzá vittek egy-egy darabot.	Quả thật, thường có nhiều thợ mỏ, vì tò mò muốn biết đích xác trọng lượng còn lại của viên đá sau khi cắt, mang chúng đến nhờ ông, hoặc gọt theo lớp kết tinh, hoặc thực hiện nhiều thao tác tỉ mỉ hơn.
De ehhez a munkához biztos kéz és jó szem kell, a maga idejében kiválóan dolgozó öreg Vandergaart pedig ma már nehezen tudott eleget tenni a kívánal­maknak.	Nhưng công việc ấy đòi hỏi đôi tay khỏe và thị lực tốt, và ông lão Jacobus Vandergaart, người thợ thiên tài thuở trước, ngày nay thực hiện các yêu cầu này khó khăn hơn.
Galambősz szakáll, tar fejebúbján fekete bársonysipka, hosszú orrán kerek pápaszem - Jacobus Vandergaart egészen olyan volt, fura szerszámai és vegyszeres üvegcséi közt, mint egy tizenötödik századbeli öreg alkimista.	Jacobus Vandergaart, với chòm râu bạc, đầu hói, đội mũ chỏm vải nhung đen, chiếc mũi dài đeo cặp kính đen tròn, có dáng vẻ hoàn toàn giống một nhà giả kim thời thế kỷ mười lăm, giữa bộn bề công cụ kỳ cục và các lọ axit.
Az ablak előtt kis vályúban voltak a Jacobus Vandergaartra bízott, sokszor jelentős értékű nyers gyémántok.	Trong một cái bát gỗ, trên chiếc bàn thợ đặt trước cửa sổ, tập trung những viên kim cương thô đôi khi có giá trị lớn, mà người ta giao cho Jacobus Vandergaart.
Ha le akart hasogatni egy olyan követ, amelynek kristályosodását nem találta tökéletesnek, először is nagyítóval tüzetesen megvizsgálta a kristályokat párhuzamos lemezekre osztó hasadások irányát; majd egy gyémántszilánk élével a kívánt irányban be­metszette a nyers gyémántot, ebbe a bemetszésbe piciny acéllemezt illesztett és rákalapált.	Trong số đó thí dụ ông muốn gọt một viên kết tinh không được hoàn hảo, ông bắt đầu bằng việc quan sát kỹ lưỡng, dưới kính lúp, hướng các khe nứt phân tinh thể thành những lát song song ; tiếp theo, với lưỡi kim cương đã đẽo gọt, ông rạch một đường theo hướng như ý muốn rồi đưa lưỡi dao nhỏ bằng thép vào đường rạch ấy, và cắt một nhát dứt điểm.
Így hasította le a gyémánt egyik oldaláról a fölös anyagot, majd körös-körül megismételte a műveletet.	Viên kim cương đã được gọt một mặt, và thao tác được lặp lại như thế trên các mặt khác.
Ha azonban Jacobus Vandergaart köszörülni akarta a gyémántot, vagy világosabban szólva, szabványos formát akart neki adni, akkor először meghatározta a gyémánt leendő alakját és a kőzetágyra krétával rárajzolta a tervezett lapocskák körvonalait.	Trái lại, nếu Jacobus Vandergaart muốn "cắt" đá, hay nói rõ hơn là mài đá theo một hình dạng định sẵn, ông bắt đầu định dạng các mặt giác dự kiến theo như ý muốn bằng cách vạch phấn trên lớp quặng bao ngoài viên đá.
Azután ezeket a lapocskákat sorjában egy másik gyémánttal hozta érintkezésbe, és hosszasan csiszolgatta egyiket a másikkal.	Sau đó ông đặt lần lượt từng mặt một tiếp xúc với một viên kim cương thứ hai, và ông để chúng cọ xát kéo dài mặt này lên mặt kia.
A két drágakő kölcsönösen horzsolta egymást és lassanként kialakult a briliáns.	Hai viên đá mài lẫn nhau, và các mặt giác dần dần hình thành.
Így adta meg Jacobus Vandergaart az ékkőnek a mostani használatban szentesített formák valamelyikét.	Như thế, Jacobus Vandergaart đã tạo cho viên đá quý một trong những hình dạng, được công nhận theo quy ước ngày nay và đều thuộc phạm vi ba loại phân cấp chính như sau: hình "tròn đôi", hình "tròn đơn" và "hoa hồng".
Ezek a következő három főcsoportba sorolhatók: kétszeres briliáns, egyszeres briliáns és rózsa briliáns.	Kim cương hình tròn đôi bao gồm sáu mươi tư mặt giác, một mặt trên phẳng ngang và một đáy bầu.
A kétszeres briliáns hatvannégy oldallapból, egy tető- és egy fenéklapból áll.	Kim cương hình tròn đơn chỉ bằng phân nửa một viên tròn đôi.
Ez olyan gyémánt, amelynek sem fenék-, sem fedőlapja nincs és leginkább pici körtéhez hasonlítható.	Ở Ấn Độ, người ta thường khoan một lỗ trên các viên giọt lệ, về phía điểm vuốt thon, để xỏ dây qua đó.
Ez fél körte alakú briliáns, fenék- és fedőlapja van, elülső felén csiszolt lapocskák.	Kim cương khi đã được cắt xong thì chỉ cần đánh bóng nữa là công việc hoàn tất.
Ehhez a megolajozott és az előző köszörülések gyémántporával behintett koronghoz érintette Jacobus Vandergaart sorjában a gyémántlapocskákat, amíg azok tökéletesen ki nem fényesedtek.	Jacobus Vandergaart mài các mặt của viên đá lên trên đĩa này, vốn được tẩm dầu và rắc đầy bụi kim cương thu lại từ những lần cắt trước, hết mặt này đến mặt khác cho đến khi chúng đạt được độ bóng hoàn hảo.
A kereket vagy egy kis hottentotta inas forgatta, akit szükség esetén napszámra fogadott, vagy egy jó barát, így néha Cyprien is, aki örömest tette meg neki merő szívességből ezt a csekély szolgálatot.	Tay quay này được quay, khi thì bởi một cậu bé dân bộ lạc hottentot do ông thuê theo ngày khi cần thiết, lúc thì bởi một người bạn như Cyprien, người chẳng hề từ chối làm giúp ông chỉ vì thuần túy vui lòng.
Munka közben elbeszélgettek.	Trong khi làm việc, họ chuyện trò.
Jacobus Vandergaart gyakran homlokára tolta pápaszemét, abbahagyta a munkát, és elmondott egy-egy történetet a régmúlt időkből.	Thông thường, Jacobus Vandergaart, hất kính lên trán, dừng chốc lát để kể một câu chuyện gì đó trong quá khứ.
Elbeszéléseinek az adott különös varázst, hogy fölidézte velük az ország hagyományát - ezt a még egészen friss és eleven hagyományt.	Và điều làm cuộc trò chuyện với ông thêm lôi cuốn, chính vì nó tái hiện lại truyền thống của đất nước - một truyền thống vẫn còn mới mẻ và sống động.
Az öreg köszörűs akkor volt igazán elemében, ha hazafiúi és személyes sérelmeiről beszél­hetett.	Trên hết, người thợ mài ngọc già không ngừng kêu ca phàn nàn về lòng ái quốc và chuyện đời tư.
Szerinte az angolok a legutálatosabb rablók voltak, akiket a Föld valaha a hátán hordozott.	Người Anh, theo quan điểm của ông, là những kẻ cưỡng đoạt tàn bạo nhất mà trái đất này dung túng.
Ezért a véleményért persze rá kell hárítanunk a felelősséget - s talán meg is bocsáthatjuk keserűségben fogant kissé túl kemény ítélkezését.	Tuy nhiên, nên để ông chịu trách nhiệm về quan điểm của mình, có hơi phóng đại một chút - và nên bỏ qua cho ông chuyện đó.
- Csöppet sem csodálkozom - hajtogatta -, hogy az Észak-amerikai Egyesült Államok kikiáltották függetlenségüket és hiszem, hogy India és Ausztrália is mihamar erre az útra lép.	"Chẳng gì bất ngờ, ông ấy vui vẻ lặp đi lặp lại, nếu hợp Chúng Quốc hoa Kỳ tuyên bố độc lập, cũng như Ấn Độ và Úc rồi sẽ sớm làm việc ấy!
Hej!	Ôi!
Méré úr, ha a világ tudomást szerezne mind­arról az igazságtalanságról, amit ezek a pénzükre és tengeri hatalmukra oly büszke angolok elkövettek, nem volna az emberi nyelvnek annyi szidalma, hogy valamennyit az arcukba ne vágná.	anh Méré này, nếu cả thế giới biết hết những bất công mà người Anh, vốn tự hào đến thế về đồng tiền vàng và sức mạnh hải quân của họ, đã gieo rắc trên địa cầu, có lẽ không còn đủ từ ngữ sỉ vả trong ngôn ngữ nhân loại để chửi vào mặt bọn họ đâu!"
Cyprien se nem helyeselt, se ellent nem mondott neki, szótlanul hallgatta.	Cyprien không tán thành cũng chẳng phản đối, cứ lắng nghe chẳng hề đáp lại.
- folytatta nekitüzesedve Jacobus Vandergaart.	Jacobus Vandergaart hăng hái nói tiếp.
- Hallgassa végig, és akkor mondja meg, lehet-e erről kétféle vélemény!	Nghe tôi đây, và anh sẽ nói xem có thể có hai ý kiến về vấn đề ấy không nhé!"
Miután Cyprien biztosította, hogy semmivel sem szerezhet neki nagyobb örömet, az öreg így folytatta:	Và vì Cyprien trấn an ông rằng không gì làm anh thích hơn nghe chuyện của ông, ông lão tiếp tục câu chuyện theo đà ấy:
- Amszterdamban születtem 1806-ban, amikor szüleim utazás közben épp ott tartózkodtak.	"Tôi sinh năm 1806 tại Amsterdam, trong một chuyến du hành đến đó của bố mẹ tôi.
Később oda tértem vissza, hogy mesterséget tanuljak, de egész gyermekkoromat Fokföldön töltöttem, ahová családom mintegy ötven éve vándorolt ki.	Về sau, tôi quay lại nơi ấy để học nghề, nhưng suốt thời thơ ấu tôi sống ở tỉnh Cap, nơi gia đình tôi sống di cư từ năm mươi năm về trước.
Hollandusok voltunk és büszkék rá, hogy azok vagyunk, akkor is, amikor Nagy-Britannia hatalmába kerítette a gyarmatot, amint hirdette, csak ideiglenesen!	Chúng tôi là người hà Lan và rất tự hào về nguồn gốc ấy, lúc nước Anh xâm chiếm thuộc địa - tạm thời, theo lời họ nói!
De John Bull6 nem ereszti el, amit egyszer megkaparintott és 1815-ben az európai államok bécsi kongresszusán ünnepélyesen az Egyesült Királyság alattvalóinak nyilvánítottak bennünket.	nhưng John Bull không hề buông những gì ông ta đã chiếm được ra, và năm 1815, chúng tôi được trọng thể thông báo thuộc quyền cai quản của hoàng gia Anh, tại Quốc hội châu u!
Kérdezem önt, mi jogon avatkozik Európa az afrikai gyarmatok ügyeibe?	"Thử hỏi anh nhé châu u thì có quyền gì xen vào chuyện các tỉnh châu Phi nào!
De mi nem akartunk ám angol alattvalók lenni, Méré úr.	"Thuộc quyền Anh quốc, nhưng chúng tôi chẳng hề muốn vậy, anh Méré ạ!
El­költöztünk hát a Fokföldről és az azzal északon határos, akkor még vad területekre nyo­multunk.	- chúng tôi đã bỏ tỉnh thuộc địa Cap đi sâu vào các vùng đất còn hoang sơ quanh khu vực phía Bắc.
Alighogy feltörtük az új földeket, alighogy munkánkkal független létet teremtettünk magunknak, az angol kormány magáénak nyilvánította a területet; megint azzal az ürüggyel, hogy mi angol alattvalók vagyunk.	"Khi chúng tôi vừa khai hoang những vùng đất mới và đồng thời tạo dựng một cuộc sống độc lập, bằng lao động miệt mài thì chính phủ Anh tuyên bố đất đai đó thuộc về họ - luôn với cái cớ là chúng tôi thuộc quốc tịch Anh!
1833-ban történt.	Đó là vào năm 1833.
Ismét tömegesen keltünk vándorútra.	Một lần nữa, chúng tôi di cư hàng loạt.
Ökrösszekerekre raktuk bútorainkat, felszerelésünket, gabonánkat, és még mélyeb­ben nyomultunk a pusztaságba.	Sau khi chất lên cỗ xe bò nào là đồ đạc, công cụ và các loại hạt ngũ cốc của mình, chúng tôi đã đi sâu hơn vào sa mạc."
Ebben az időben Natal tartomány szinte teljesen elnéptelenedett.	"Vào thời đó, lãnh thổ natal hoàn toàn thưa thớt dân.
Egy Csaka nevű hódító, egy valóságos néger Attila a zuluk törzséből, 1812-től 1828-ig több mint egymillió embert pusz­tított ki azon a földön.	Một kẻ chinh phục khát máu tên gọi Tchaka thực sự là một bạo chúa Attila da đen đối với tộc người Zoulous, đã hủy diệt hơn một triệu con người nơi đây từ năm 1812 đến năm 1828.
Ő volt az a bennszülött király, aki megengedte, hogy letelepedjünk azon a területen, ahol most Durban és Port-Natal városok emelkednek.	Chính tên vua tàn bạo đó đã cho phép chúng tôi định cư trong vùng nơi các thành phố Durban và cảng Natal mọc lên ngày nay."
Amint látja, még mindig angol alattvalók voltunk.	Anh thấy đấy, chúng tôi vẫn cứ thuộc về người Anh!
Ez történt 1842-ben.	Đó là vào năm 1842."
Elvándorolt honfitársaink másik csoportja eközben meghódította Transvaalt, és megsem­misítette a zsarnok Moselekatze hatalmát az Orange folyó mellékén.	"Những dân di cư khác đồng hương của chúng tôi cũng đã chinh phục Transvaal và xóa bỏ chính quyền của bạo chúa Moselekatze bên dòng orange.
Egyre távolabb vonultunk, de Nagy-Britannia mindig utánunk nyújtotta kapzsi kezét, mintha röghöz kötött jobbágyai volnánk akkor is, amikor már rég elhagytuk a területét.	Chúng tôi càng đi xa đến đâu, người Anh càng vươn dài bàn tay tham lam của họ theo đến đó, như theo những nông nô trên lãnh địa của họ, ngay cả khi chúng tôi đã bỏ đất rồi!"
Griqualand is ennek az államnak része volt.	"Thành phố Griqualand cũng là một phần trong nhà nước ấy.
Tíz évvel később ideérkezett John Watkins és föl­épí­tette első viskóját.	Mười năm sau đấy, John Watkins đến xứ này và dựng túp lều đầu tiên của ông ta.
Akkor még nem is sejtették, hogy ebben a földben gyémánt rejlik, én pedig harminc év alatt oly keveset gyakorolhattam egykori mesterségemet, hogy szinte a drágakövek létezéséről is megfeledkeztem.	Khi đó người ta không biết có kim cương ở khu đất ấy, và về phần tôi, từ hơn ba mươi năm rồi, tôi hiếm có dịp làm lại nghề cũ của mình, đến nỗi hầu như không nhớ đến sự tồn tại của những viên đá quý này!"
Ekkor az angol kormány, híven harácsoló módszeréhez, minden szerződés és jog semmibe­vételével kijelentette, hogy Griqualand az övé.	"Ngay lúc ấy chính phủ Anh, vốn trung thành với thể chế cướp đoạt bất chấp mọi hiệp ước và mọi quyền, đã tuyên bố rằng Griqualand thuộc về nước Anh."
Hasztalan javasolta, hogy a vitás kérdést terjesszék vala­melyik európai államfő ítélőszéke elé!	Nhà nước cũng đệ trình mối tranh chấp nhờ một nguyên thủ quốc gia châu u làm trọng tài phân xử thật hoài công!...
Anglia visszautasította a döntőbíráskodást és elfoglalta földjeinket.	Nước Anh từ chối trọng tài phân xử và chiếm lãnh thổ chúng tôi."
Abban reménykedtünk, hogy igaztalan uraink legalább a magányosok jogait tiszteletben fogják tartani.	"Ít nhất chúng ta có thể hy vọng những quyền cá thể sẽ được các vị chúa bất công của chúng ta tôn trọng!
Itt maradtam hát Griqualandban.	Thế là tôi ở lại Griqualand.
Mekkora volt hát egy reggel a meglepetésem, mikor megláttam, hogy kraalomat, amelyet a vidék szokása szerint habarcs nélküli kőből építettem, az éj folyamán lebontották és vagy háromszáz méterrel odább helyezték át a síkon.	"Thế nhưng, vào một ngày tôi không khỏi ngỡ ngàng khi thấy bức tường khu nuôi gia súc, xây bằng đá khô như thường lệ, đã bị phá hủy trong đêm và bị dời ra cách xa hơn ba trăm mét ở giữa đồng bằng.
Tiltakoztam az önkény ellen... Watkins csak nevetett!...	"Tôi kêu ca về việc cưỡng đoạt ấy... hắn ta chỉ cười!
Perrel fenyegetőztem... Még ő biztatott, hogy csak pereljek!	Tôi dọa thưa kiện... hắn thách tôi đi kiện!"
John Watkins, mikor erről megbizonyosodott, nyomban odább vitette a karámomat.	Khoảng đất dôi ra đó, trước đây thuộc sở hữu của tôi, là một mỏ kim cương.
Bepereltem... Kívánom, Méré úr, sohase tudja meg, mibe kerül angol földön egy per lefoly­tatása!...	"Tôi đi kiện... Anh chẳng thể biết tốn kém chừng nào để thưa kiện ở xứ sở Anh quốc đâu, anh Méré!...
Egymásután vesztettem el ökreimet, lovaimat, juhaimat!...	Dần dần, tôi mất hết lần lượt từng con bò, ngựa, cừu!...
Hogy rövid legyek, egy évi ide-oda futkosás, várakozás, egy sereg füstbement remény, rengeteg szorongás és lázongás után a tulajdonjogi kérdés végérvényesen és megfellebbezhetetlenül eldőlt!...	Tóm lại, sau một năm chạy xuôi chạy ngược, chờ đợi, hy vọng rồi liên tục thất vọng, lo âu và bức xúc, vấn đề quyền sở hữu cuối cùng được xử phúc thẩm mà không có kháng cáo cũng không thẩm tra..."
Elvesztettem a pert, ráadásul tönkrementem.	"Tôi thua kiện, và thêm nữa, tôi bị khánh kiệt!
Az ítélet minden követelésemet alaptalannak nyilvánította, keresetemet elutasította és kimondta, hogy a bíróság nem tudja tisztán meg­álla­pí­tani a szembenálló felek kölcsönös jogigényét, de épp azért szükségesnek látja, hogy kette­jük közt megváltozhatatlan határvonalat húzzon.	Một bản án đúng thể thức tuyên bố những cáo buộc của tôi thiếu căn cứ đã bác bỏ đơn kiện của tôi và cho rằng tòa không thể công nhận rõ ràng quyền tương ứng của các bên nhưng việc quan trọng là phải xác định ranh giới cố định giữa hai bên trong tương lai.
Így tehát a greenwich-i csillagvizsgálótól keletre számított huszonötödik hosszúsági fokon kell kijelölni azt a vonalat, amely a két birtokot egymástól elválasztja.	Thế nên, người ta ấn định vị trí kinh độ thứ hai lăm, phía Đông đường kinh tuyến Greenwich, làm đường phân ranh giữa hai khu đất.
Az ettől nyugatra eső rész John Watkins, a keletre eső Jacobus Vandergaart tulajdonában marad.	Thửa đất phía Tây của đường kinh tuyến này được giao về John Watkins, và thửa phía Đông được giao cho Jacobus Vandergaart."
Csakhogy a bánya, fájdalom!	Phần mỏ lại nằm ở phía Tây.
nyugatra esett és természetesen John Watkins tulajdona lett.	Vì thế nó đương nhiên được giao cho John Watkins!"
Mindazonáltal, mintegy eltörülhetetlen jeléül annak, hogy ezt az ítéletet igazságtalannak tartja, a nép még ma is Vandergaart-Kopjénak nevezi a bányatelepet!	"Tuy nhiên, để ghi lại dấu ấn khó phai của dư luận trong vùng về phiên xử bất công, người ta vẫn gọi tên khu mỏ ấy là Vandergaart-Kopje!"
Könnyű belátni, hogy a beszélgetés tárgya cseppet sem érintette kellemesen a fiatal mérnököt.	Ta sẽ phải công nhận một điều, đề tài cuộc trò chuyện ấy chẳng dễ chịu gì với chàng kỹ sư trẻ.
Nem szívesen hallgatta ezt a becsmérlő jellemzést arról a férfiról, akiben makacsul leendő apósát látta.	Chàng không thể ưa những thông tin như thế về danh tiếng của người mà chàng vẫn khăng khăng xem là bố vợ tương lai.
Azért hajlandó is volt Jacobus Vandergaart véleményét a Kopje-ügyről úgy tekin­teni, mint egy szenvedélyesen perlekedő rögeszméjét, amelyet nem szabad egészen komolyan venni.	Phải chăng vì thế chàng nhanh chóng quen với việc xem quan điểm của Jacobus Vandergaart về vụ Kopje như một định kiến của người đi thưa kiện mà anh cần phải giảm đi phần nhiều.
John Watkins, aki előtt egy ízben futólag megemlítette a dolgot, válaszképpen először nagyot nevetett, majd mutatóujjával a homlokához nyúlt és fejét rázta, mintha azt akarná mondani, hogy az öreg Vandergaartnak egyre kevesebb a sütnivalója.	Một ngày nọ, vào lúc chàng thuật lại một phần câu chuyện ấy, ông John Watkins, sau tràng cười thay cho mọi câu trả lời, đưa ngón tay trỏ lên vừa tự gõ vào trán mình vừa lắc đầu như để nói lão già Vandergaart càng lúc càng mất trí!
És csakugyan, nem volt-e lehetséges, hogy a gyémántbánya fölfedezésének hatása alatt az öreg teljesen alaptalanul fejébe vette, hogy az a terület az ő tulajdona?	Quả thật, có khi nào do áp lực của việc tìm kiếm mỏ kim cương, ông lão tự nghĩ trong đầu mà không chứng cứ rõ ràng rằng mỏ thuộc quyền sở hữu của ông?
Elvégre a bíróságok egyszer s mindenkorra elutasították, és nem valószínű, hogy a bírák nem a jobban megalapozott tényállást fogadták el valónak!	Chung quy lại thì tòa án đã phán xử rằng ông sai hoàn toàn, và việc thẩm phán đã không áp dụng những điều luật thỏa đáng nhất có vẻ không thực tế lắm.
Így latolgatta magában a dolgot a fiatal mérnök, ezzel próbálta igazolni önmaga előtt, hogy fönntartja a kapcsolatot John Watkinsszal azután is, hogy tudja, miképpen gondolkozik róla Jacobus Vandergaart.	Đó chính là điều chàng kỹ sư tự nhủ để tự bào chữa cho mình bởi chàng vẫn duy trì quan hệ với John Watkins, sau khi biết Jacobus Vandergaart nghĩ thế nào về ông ta.
Bár még negyvenéves sem volt, Mathys Pretorius is sokáig vándorolt az Orange folyó kopár vidékén, mielőtt ezen a földön letelepedett.	Cho dù vừa mới bước sang tuổi bốn mươi nhưng Mathys Pretorius, cũng đã từng ngao du nhiều năm ở lưu vực sông orange rộng lớn trước khi đến sống ở xứ này.
