Jane Austen	Jane Austen
– Nem sze­retsz vi­tat­koz­ni, s így akarsz el­né­mí­ta­ni.	- Có thể như vậy, biện luận cũng như tranh cãi.
– Amit ön kér, az tő­lem nem ál­do­zat – fe­lel­te Elizabeth.	Còn anh Darcy, anh ấy nên viết cho xong lá thư của mình.
– Mr. Darcy pe­dig job­ban ten­né, ha be­fe­jez­né a le­ve­lét.	Darcy nghe theo lời cô, và anh hoàn tất lá thư.
Ami­kor be­fe­jez­te a le­ve­let, fel­kér­te Miss Bingleyt és Eli­zát, hogy ze­nél­je­nek.	Sau khi hoàn thành công việc, anh xin cô Bingley và Elizabeth chiều theo mình dạo lên vài bản nhạc.
Miss Bingley kész­sé­ge­sen si­e­tett a zon­go­rá­hoz; előbb ugyan ud­va­ri­a­san fel­aján­lot­ta Eli­zá­nak az el­ső­sé­get, mi­kor azon­ban az épp­oly ud­va­ri­a­san, de még ko­mo­lyab­ban ne­met mon­dott, ma­ga ült le a zon­go­rá­hoz.	Cô Bingley sốt sắng đi đến cây đàn dương cầm, sau khi lịch sự yêu cầu Elizabeth biểu diễn trước, và cô này cũng lịch sự nghiêm chỉnh khước từ, Bingley bắt đầu ngồi xuống đàn.
Mrs. Hurst du­et­te­ket éne­kelt hú­gá­val, Elizabeth ez­alatt a zon­go­rán he­ve­rő kot­ták kö­zött la­poz­ga­tott, s kény­te­len volt ész­re­ven­ni, hogy Darcy sze­me gyak­ran meg­pi­hen raj­ta.	Bà Hurst hát cùng em gái; và trong khi Elizabeth đang lật xem qua các sách nhạc đặt trên cây đàn dương cầm, cô không thể không nhận ra rằng đôi mắt của Darcy thỉnh thoảng lại dán vào cô.
Vé­gül is ar­ra a kö­vet­kez­te­tés­re ju­tott, hogy Darcy szi­go­rú sze­me több ki­fo­gá­sol­ni­va­lót ta­lált raj­ta, mint bár­ki má­son a je­len­le­vők kö­zül, s ezért kí­sé­ri őt fi­gye­lem­mel.	Cuối cùng cô chỉ có thể nghĩ rằng cô thu hút sự chú ý của anh chỉ vì cô có gì đấy sai trái hay đáng trách hơn những người trong phòng, theo những ý tưởng của anh về cách cư xử.
Darcy annyi­ra kö­zöm­bös volt ne­ki, hogy nem tö­rő­dött he­lyes­lé­sé­vel.	Cô không thích anh lắm do đó không để ý đến việc anh có chấp nhận mình hay không.
– Nem vol­na ked­ve, Miss Bennet, fel­hasz­nál­ni az al­kal­mat, hogy er­re a dal­lam­ra tán­col­jon ve­lem?	Sau khi chơi vài bản nhạc Ý, cô Bingley thay đổi sự mê hoặc bằng một giai điệu Tô Cách Lan sinh động.
Elizabeth el­mo­so­lyo­dott, de nem fe­lelt.	Ngay sau đấy, Darcy tiến lại gần cô và nói:
Darcy meg­is­mé­tel­te a kér­dést, kis­sé meg­le­pőd­ve hall­ga­tá­sán.	- Cô Bennet, cô có cảm thấy muốn nhân cơ hội này khiêu vũ một bản không?
Elizabeth azt hit­te, hogy meg­sér­tet­te Darcyt, s most el­bá­mult a fi­a­tal­em­ber ud­va­ri­as­sá­gán.	Elizabeth thật ra đã có chủ định đối đầu với anh, cô ngạc nhiên khi thấy anh tỏ ra khoáng đạt, nhưng tính cách của cô là sự pha trộn giữa ngọt dịu và hóm hỉnh, khiến cho cô khó có thể đối đầu với ai được.
Érez­te, hogy ko­moly ve­szély­ben fo­rog­na, ha nem vol­na a lány mö­gött az a kö­zön­sé­ges ro­kon­ság.	Anh thật sự nghĩ rằng, nếu không vì địa vị thấp kém của cô, anh sẽ sa vào tình thế nguy hiểm.
Darcyban gyak­ran pró­bált el­len­szen­vet éb­resz­te­ni ven­dé­ge iránt, gon­do­lat­ban élénk szí­nek­kel ecse­tel­ve jö­ven­dő bol­dog­sá­gu­kat.	Cô thường khích động Darcy xem thường nhữn người khách, bằng cách nói về một hôn lễ giả định, hay trù tính cho hạnh phúc của anh trong mối quan hệ thông gia.
S ha sza­bad egy ké­nyes kér­dést érin­te­nem, igye­kez­zék eny­hí­te­ni azt a kis­sé ön­telt és ar­cát­lan jel­lem­vo­nást, amely szí­ve höl­gyé­nek sa­ját­ja.	Và, nếu tôi có thể đề cập đến một vấn đề thật tế nhị, anh nên kiểm soát cái gì đấy nhỏ nhoi, gần như tính tự phụ và xấc xuợc của người vợ anh.
– Egye­bet nem tud aján­la­ni, hogy tel­jes le­gyen csa­lá­di bol­dog­sá­gom?	- Cô có đề xuất gì khác không cho hạnh phúc gia đình của tôi nữa không?
Úgy­is egy pá­lyán mű­köd­nek, csak más-más vo­na­lon.	Đặt gần chân dung ông chú anh, ngày xưa làm thẩm phán.
– Te­kin­te­tü­ket va­ló­ban nem vol­na könnyű ér­zé­kel­tet­ni, de a szem szí­ne és alak­ja meg azok a ki­vé­te­le­sen szép szem­pil­lák ta­lán meg­fest­he­tők.	- Đúng thế, không dễ gì bắt lấy những gì biểu lộ qua đôi mắt, nhưng những màu sắc, hình thể thì vẫn có thể vẽ ra được.
Eb­ben a pil­la­nat­ban Mrs. Hurst és Elizabeth top­pant elé­jük egy má­sik ös­vény­ről.	Đúng lúc ấy họ gặp bà Hurst và Elizabeth cũng đang đi dạo.
– El­sza­ladsz, és egy szó­val sem mon­dod, hogy ti is a park­ba ké­szül­tök.	- Hai người xấu quá, lẻn đi ra ngoài mà không cho chúng tôi biết.
Az ös­vé­nyen csak hár­man fér­tek el egy­más mel­lett.	Con đường mòn chỉ đủ khoảng cách cho ba người.
Darcy érez­te, hogy ud­va­ri­at­lan­sá­guk szán­dé­kos, és rög­tön meg­szó­lalt:	Darcy nhận ra sự khiếm nhã của họ, quay lại nói:
– Ez az út nem elég szé­les né­gyünk­nek.	- Đường này quá hẹp cho đoàn chúng ta.
Men­jünk in­kább a fa­sor­ba.	Ta nên đi vào con dường lớn.
Ilyen bá­jos cso­por­tot rit­kán lát az em­ber.	Nhóm người như thế trông hay rồi.
Egy ne­gye­dik sze­mély csak el­ron­ta­ná a fes­tői ha­tást.	Nếu thêm người thứ tư thì mất hết cảnh đẹp.
Vi­dá­man fu­tott el, s kó­szá­lás köz­ben öröm­mel gon­dolt ar­ra, hogy egy-két nap múl­va megint ott­hon lesz.	Rồi cô tung tăng chạy đi, lòng phơi phới ngao du, trong niềm hy vọng có thể về nhà trong ít ngày nữa.
Jane már annyi­ra rend­be jött, hogy es­te né­hány órá­ra el is akar­ta szo­bá­ját hagy­ni.	Jane đã đỡ nhiều, nên cô muốn ra khỏi phòng ngủ tối hôm ấy.
11. FEJEZET	Chương 11
Ami­kor a höl­gyek va­cso­ra után vissza­vo­nul­tak, Elizabeth fel­sza­ladt nő­vé­ré­hez.	Sau bữa ăn tối, Elizabeth chạy lên phòng chị mình, chuẩn bị áo ấm cho cô, đưa cô ra phòng khách.
A két Bingley nő­vér nagy öröm­mel üd­vö­zöl­te Jane-t, alig győz­ték is­mé­tel­ni, mennyi­re örül­nek ne­ki.	Trong một giờ trước khi các ông xuất hiện, Elizabeth thấy hai người chưa từng bao giờ dễ chịu như thế.
De mi­helyt az urak meg­je­len­tek, Jane hát­tér­be szo­rult.	Nhưng khi các ông xuất hiện, Jane không còn là đối tượng quan trọng.
Miss Bingley rög­tön Darcyra füg­gesz­tet­te sze­mét, s a fi­a­tal­em­ber alig te­he­tett né­hány lé­pést, ő már­is szólt hoz­zá va­la­mit.	Đôi mắt cô Bingley lập tức hướng về Darcy, nói với anh câu gì đấy trước khi anh bước đến.
Bingley ra­gyo­gott az öröm­től, és csu­pa fi­gye­lem volt.	Nhưng chỉ riêng Bingley có phần dài dòng và nồng ấm, anh biểu lộ niềm vui và sự chăm chút đối với cô.
Elizabeth a szo­ba má­sik sar­ká­ban ké­zi­mun­ká­zott, s öröm­mel fi­gyel­te mind­ezt.	Elizabeth ngồi ở góc phòng đối diện, nhìn khung cảnh trong phòng với cả sự vui mừng.
Tea után Mr. Hurst cé­loz­gat­ni kez­dett só­gor­nő­jé­nek a kár­tya­asz­tal­ra, de hi­á­ba.	Khi họ đã dùng trà xong, ông Hurst nhắc cô em về cỗ bài, nhưng không ai hưởng ứng.
Só­gor­nő­je ki­je­len­tet­te, hogy sen­ki sem kí­ván kár­tyáz­ni, s a je­len­le­vők hall­ga­tá­sa iga­zol­ni lát­szott sza­va­it.	Cô phân trần với ông rằng không ai muốn chơi bài cả, và sự im lặng của họ dường như minh chứng cho lời cô nói.
Mr. Hurst nem te­he­tett hát mást, vé­gig­nyúj­tó­zott az egyik dí­vá­nyon, és el­aludt.	Vì thế ông Hurst không có việc gì làm, đành phải nằm dài trên ghế sofa mà ngủ.
Darcy egy köny­vet vett fel, Miss Bingley kö­vet­te pél­dá­ját, Mrs. Hurst pe­dig fő­leg kar­kö­tő­i­vel és gyű­rű­i­vel ját­sza­do­zott, bár időn­ként be­le­szólt öccse és Miss Bennet be­szél­ge­tés­éhe.	Darcy lấy một cuốn sách ra đọc, cô Bingley cũng thế, còn bà Hurst bận rộn mân mê các vòng tay và nhẫn của mình, thỉnh thoảng góp chuyện với Jane.
Miss Bingley nem­csak a sa­ját köny­vé­re fi­gyelt, ha­nem ar­ra is, ho­gyan ha­lad Darcy az ol­va­sás­sal; ál­lan­dó­an kér­de­zős­kö­dött, vagy a fi­a­tal­em­ber köny­vé­be te­kin­ge­tett.	Cô Bingley vừa để ý đến Darcy đang chăm chú đọc sách, vừa đọc quyển sách của mình, hoặc hỏi han vài câu, hoặc nhìn qua trang sách của anh.
Tár­sal­gás­ra azon­ban nem bír­ta rá­ven­ni; Darcy kur­tán vá­la­szolt, és to­vább ol­va­sott.	Tuy nhiên, cô không thể gợi chuyện với anh, anh chỉ đáp lại các câu hỏi của cô rồi chăm chú đọc tiếp.
– Mi­lyen kel­le­mes így töl­te­ni az es­tét!	- Trải qua một buổi tối như thế này thật là thú vị!
Az em­ber min­dent meg­un, de egy jó köny­vet so­ha.	Người ta có thể chán mọi thứ khác, nhưng sách thì không!
Ha majd sa­ját há­zam lesz, sze­ren­csét­len len­nék egy ki­tű­nő könyv­tár nél­kül.	Khi tôi có nhà riêng, tôi sẽ khổ sở nếu không có một tủ sách phong phú.
– Mondd csak, Charles, ko­mo­lyan az a ter­ved, hogy tánc­mu­lat­sá­got ren­de­zel Ne­ther­field­ben?	- Charles, nhân đây, anh thật sự có ý định tổ chức buổi dạ vũ tại Netherfield à?
Mi­e­lőtt el­ha­tá­ro­zod ma­gad, ta­ná­csos vol­na meg­tud­nod, mit szól­nak hoz­zá a je­len­le­vők.	Trước khi anh tiến hành, em khuyên anh nên hỏi ý kiến của những người quanh đây.
Na­gyon té­ved­nék, ha nem akad­ná­nak köz­tünk olya­nok, akik­nek a bál in­kább bün­te­tés, mint él­ve­zet.	Em có thể nhầm, nhưng em đoán có người trong chúng ta nghĩ dạ vũ là một cực hình thay vì thú vui.
– Per­sze hogy éssze­rűbb, drá­ga Caroline, csak­hogy az min­den egyéb vol­na, mint bál.	- Caroline ạ, hay hơn nhiều, em có thể nói thế, nhưng như vậy không còn là dạ vũ nữa.
Miss Bingley nem fe­lelt, de csak­ha­mar fel­állt, s fel és alá kez­dett jár­kál­ni a szo­bá­ban.	Cô Bingley không trả lời, chỉ một lúc sau cô đứng dậy và đi vòng quanh phòng.
Ele­gáns alak­ja volt és szép já­rá­sa; de Darcy, aki­nek ez az egész mes­ter­ke­dés szólt, ma­ka­csul be­le­mé­lyedt az ol­va­sás­ba.	Thật hình cô thật tuyệt và dáng đi đứng cũng thật đẹp, tất cả chỉ để nhắm vào Darcy, nhưng anh chàng vẫn chăn chỉ đọc sách.
Meg­lát­ja majd, mennyi­re fel­fris­sül a sok ülés után.	Tôi đảm bảo với cô thật là dễ chịu sau khi đã ngồi lâu một chỗ.
Elizabeth meg­le­pő­dött ugyan, de rög­tön meg­fo­gad­ta a ta­ná­csot.	Elizabeth ngạc nhiên, nhưng cũng đồng ý làm theo.
Miss Bingley az ud­va­ri­as fel­szó­lí­tás­sal va­ló­di cél­ját is el­ér­te.	Cô Bingley đã thành công với đối tượng của cô.
Darcy fel­te­kin­tett.	Darcy nhìn lên.
Va­jon mi­re gon­dol­hat?	- Tôi không hiểu gì cả.
Miss Bingley égett a vágy­tól, hogy ezt meg­tud­ja, s Eli­zá­tól kér­dez­te, ér­ti-e Mr. Darcy meg­jegy­zé­sét.	Nhưng qua đấy anh ấy có ý nghiêm khắc với chúng ta, nên cách tốt nhất làm anh ta thất vọng là không nói gì hết.
Miss Bingley azon­ban sem­mi­fé­le te­kin­tet­ben nem volt haj­lan­dó Darcy szán­dé­ka­it meg­hi­ú­sí­ta­ni, s ezért to­vább fag­gat­ta, me­lyik az a bi­zo­nyos két ok.	Tuy nhiên cô Bingley không muốn làm anh thất vọng về việc gì hết, nên khăng khăng yêu cầu anh giải thích về hai động lực mà anh nghĩ ra.
– Vagy azért töl­tik így az es­tét, mert mint bi­zal­mas ba­rát­nők tit­ka­i­kat akar­ják egy­más­sal ki­cse­rél­ni, vagy azért, mert tud­ják, hogy alak­juk já­rás köz­ben mu­tat­ko­zik leg­elő­nyö­seb­ben.	Hoặc hai cô chọn cách này vì hai cô thân thiết với nhau và có chuyện bí mật cùng bàn bạc với nhau, hoặc hai cô biết ngoại hình mình trở nên đẹp nhất khi di chuyển.
Az el­ső eset­ben csak út­ban vol­nék, ha pe­dig a má­sik eset fo­rog fenn, a kan­dal­ló mel­lől sok­kal job­ban gyö­nyör­köd­he­tem alak­juk­ban.	Với động lực thứ nhất tôi không muốn chen vào chuyện riêng tư, với động lực thứ hai, tôi có thể chiêm ngưỡng hai cô tốt hơn khi tôi ngồi bên lò sưởi.
– ki­ál­tot­ta Miss Bingley.	Anh đã gây cú sốc cho tôi!
– So­ha nem hal­lot­tam még ilyen utá­la­tos be­szé­det.	Tôi chưa từng nghe điều gì kì khôi như thế.
– Mi sem könnyebb en­nél, csak akar­nia kell – fe­lel­te Elizabeth.	– Cô Bingley thốt lên.
– Min­den­kit le­het bün­tet­ni és gyö­tör­ni.	- Không dễ gì, nếu cô chỉ có ý muốn trừng phạt.
Hi­szen olyan bi­zal­mas ba­rá­tok, hogy tud­nia kell, ho­gyan fog­jon hoz­zá.	Cô nên trêu chọc anh ấy, cười cợt anh ấy, cô là người thân thiết thì phải biết rõ điều này.
Higgye el, ezt még nem ta­nul­tam meg ba­rát­sá­gunk alatt.	Xin cô tin rằng sự thân thiết của tôi không dạy cho tôi làm việc ấy.
– Ne le­het­ne raj­ta ne­vet­ni!	Anh Darcy có thể tự khen mình mất.
– ki­ál­tot­ta Elizabeth.	- Không nên cười cợt anh Darcy à!
– Ez rit­ka előny s re­mé­lem, rit­ka is ma­rad, mert ren­ge­te­get ve­szí­te­nék, ha sok ilyen is­me­rő­söm vol­na.	Đấy là một lợi điểm hiếm hoi, và tôi hy vọng vẫn mãi hiếm hoi, vì tôi sẽ bị thua thiệt nặng nếu có nhiều mối quan hệ như thế.
A dő­re és os­to­ba vi­sel­ke­dés, a hó­bort és a kö­vet­ke­zet­len­ség, be­val­lom, va­ló­ban mu­lat­tat, és az ilyes­min ne­ve­tek is, ami­kor csak le­het.	Những điên rồ, bốc đồng vô nghĩa và bất nhất đều khiến tôi lấy làm vui, tôi thú thật, nên tôi cười cợt những điều này mỗi khi có thể.
De egész éle­tem­ben igye­kez­tem ki­ke­rül­ni azo­kat a gyön­ge­sé­ge­ket, ame­lyek az ér­tel­mes em­bert is gyak­ran ne­vet­sé­ges­sé te­szik.	Nhưng tôi đã học hỏi để tránh những khuyết điểm thường bộc lộ thành quan niệm khiến cho người khác đùa cợt.
– Ilyen pél­dá­ul a hi­ú­ság és büsz­ke­ség.	- Những khuyết điểm như phù phiếm và kiêu hãnh.
De ami a büsz­ke­sé­get il­le­ti, azt iga­zán ki­vá­ló ér­tel­mű em­ber min­dig fé­ken tart­ja.	Nhưng kiêu hãnh – khi có đầu óc khá hơn người, kiêu hãnh luôn luôn có chừng mực.
Elizabeth el­for­dult, hogy el­rejt­se mo­so­lyát.	Elizabeth quay đi để giấu một nụ cười.
Ő ma­ga is nyíl­tan be­is­me­ri.	Xin cô cho bíêt kết quả ra sao?
– Nem – mond­ta Darcy –, ilyet nem ál­lí­tot­tam ma­gam­ról.	- Theo như anh Darcy nói, tôi hoàn toàn tin rằng anh không có khuyết điểm.
A ter­mé­sze­te­mért már nem áll­ha­tok jót.	- Không, tôi không có ý khoe khoang như thế.
Azt hi­szem, ke­vés ben­nem az al­kal­maz­ko­dás – min­den­eset­re ke­ve­sebb, mint a. vi­lág sze­ret­né.	Tôi có nhiều khuyết điểm, nhưng tôi mong các khuýêt điểm này không phải do nhận thức.
Az én ér­zé­se­i­met nem irá­nyít­hat­ja min­den­ki ké­nye-ked­ve sze­rint.	Tôi không thể quên nhanh những thói xấu của người khác, hay những gì người khác xúc phạm tôi.
– Ez már ko­moly hi­ba!	Elizabeth thốt lên:
– Az en­gesz­tel­he­tet­len ha­rag két­ség­te­le­nül jel­lem­be vág.	Thói phật ý không thể nào xoa dịu được chính là một phần của tính khí.
Tő­lem nem kell tar­ta­nia.	Anh được an toàn với tôi.
– Azt hi­szem, min­den em­ber ter­mé­szet­től fog­va haj­lik va­la­mi rossz­ra; olyan fo­gyat­ko­zás ez, amit a leg­jobb ne­ve­lés­sel se le­het le­küz­de­ni.	- Tôi nghĩ mọi người đều có một khuyết điểm nào đấy, một khuyết điểm tự nhiên mà ngay cả một nền giáo dục tốt nhất cũng không thể xóa đi được.
– Az ön hi­bá­ja te­hát az a haj­lam, hogy min­den­kit gyű­löl­jön.	- Và khuyết điểm của anh là xu hướng ghét bỏ mọi người.
– Hall­junk egy kis ze­nét!	- Hãy chơi nhạc một lúc nào.
– Ugye nem bá­nod, Louisa, ha fel­éb­resz­tem a fér­je­det?	Louisa, cho phép em đánh thức anh Husrt.
Ve­sze­del­mes­nek kezd­te érez­ni, ha túl­sá­go­san so­kat fog­lal­ko­zik Eli­zá­val.	Anh bắt đầu cảm thấy mối nguy hiểm khi đã để tâm quá nhiều đến Elizabeth.
12. FEJEZET	Chương 12
A nő­vé­ré­vel foly­ta­tott meg­be­szé­lés ered­mény­kép­pen Elizabeth más­nap reg­gel írt any­já­nak, és kér­te, hogy még a nap fo­lya­mán küld­jék el ér­tük a ko­csit.	Sau khi hai chị em thỏa thuận với nhau, Elizabeth viết thư về cho mẹ yêu cầu gửi cỗ xe đến đón hai cô về nhà.
Mrs. Bennet vá­la­szá­ban azt ír­ta, hogy kedd előtt sem­mi­képp sem kap­hat­ják meg a ko­csit.	Bà Bennet cho biết không thể gửi cỗ xe đến trước ngày thứ Ba, và thêm rằng nếu Bingley và các cô em nài ép thì họ có thể ở lại lâu hơn.
Az utó­irat­ban hoz­zá­tet­te, bát­ran ma­rad­hat­nak még to­vább is, ha Mr. Bingley és nő­vé­re tar­tóz­tat­ná őket.	Tuy nhiên, Elizabeth nhất quyết không muốn ở lại lâu hơn, cô không mong muốn nhận sự nài ép của họ.
Miss Bingley tüs­tént meg­bán­ta, hogy ma­ga ma­rasz­tal­ta ven­dé­ge­it, mert fél­té­keny­sé­ge és el­len­szen­ve az egyik nő­vér­rel szem­ben messze fe­lül­múl­ta a má­sik iránt táp­lált ba­rá­ti ér­zel­me­it.	Hai chị em đồng ý. Và cô Bingley lấy làm tiếc vì đã đưa ra đề nghị dời ngày, vì lòng ghen ghét của cô dành cho Lizzy lấn át cả sự thương cảm đối với Jane.
Darcy öröm­mel fo­gad­ta a hírt – Elizabeth elég időt töl­tött már Ne­ther­field­ben.	Đối với Darcy, đây là tin khá hay – Elizabeth đã lưu lại quá lâu.
Érez­te, hogy job­ban vonz­za őt, mint sze­ret­né, és Miss Bingley ud­va­ri­at­lan volt a le­ány­hoz, őt ma­gát pe­dig a szo­kott­nál is töb­bet ug­rat­ta.	Và cô cuốn hút anh nhiều hơn là anh mong muốn, còn cô Bingley đã tỏ ra không lịch sự với cô và đùa cợt anh nhiều hơn lúc bình thường.
Böl­csen el­ha­tá­roz­ta te­hát, hogy na­gyon vi­gyáz ma­gá­ra, s ezen­túl a leg­cse­ké­lyebb jel­lel sem árul­ja el bá­mu­la­tát irán­ta, sem­mi­vel sem éb­reszt Eli­zá­ban re­ményt, hogy bár­mi kö­ze is le­het az ő bol­dog­sá­gá­hoz.	Anh đã nhất quyết một cách khôn ngoan rằng bây giờ anh sẽ không để lộ ra bất cứ dấu hiệu nào cho thấy rằng anh cảm mến cô, không nên tạo ra chuyện gì khiến cô có thể nghĩ đến hy vọng có thể gây ảnh hưởng đến sự anh vui (?)
Darcy ki is tar­tott szán­dé­ka mel­lett, s szom­ba­ton egész nap alig szólt hoz­zá tíz szót.	Đã quyết định theo đuổi mục đích của mình, trong cả ngày thứ bảy anh chỉ trao đổi dăm ba câu với cô.
Egy al­ka­lom­mal fél­órá­ra egye­dül ma­rad­tak, de Darcy be­le­te­met­ke­zett a köny­vé­be, s rá sem né­zett a le­ány­ra.	Mặc dù có lúc chỉ có hai người với nhau cả nửa giờ, anh chỉ chú ý đọc sách và không nhìn đến cô.
Miss Bingley vé­gül egy­re ud­va­ri­a­sabb lett Eli­zá­hoz és egy­re sze­re­tet­re­mél­tóbb Jane-hez.	Cô Bingley nhanh chóng đối xử lịch sự với Elizabeth và tỏ lòng quyến luyến với Jane.
Elizabeth ki­tű­nő han­gu­lat­ban kö­szönt el az egész tár­sa­ság­tól.	Riêng Elizabeth cảm thấy tinh thần phấn chấn nhất.
Nem mond­hat­ni, hogy any­juk ki­tö­rő öröm­mel fo­gad­ta vol­na őket ott­hon.	Bà Bennet đón tiếp hai cô con gái không được nồng hậu cho lắm.
Cso­dál­ko­zott, hogy már meg­jöt­tek, ki­fo­gá­sol­ta, hogy annyi al­kal­mat­lan­sá­got okoz­tak a ko­csi­val, és biz­tos­ra vet­te, hogy Jane új­ra meg­hűlt.	Bà phân vân khi thấy họ trở về, nghĩ rằng họ đã quyết định sai lầm khi trở về và tin rằng điều ấy sẽ làm Jane trở bệnh lại.
Múlt szer­da óta sok szó­be­széd folyt és sok min­den tör­tént az ez­red­ben; nagy­báty­juk köz­ben több tisz­tet ven­dé­gül lá­tott va­cso­rá­ra, egy köz­le­gényt meg­bo­toz­tak, sőt még az a hír is el­ter­jedt, hogy Forster ez­re­des rö­vi­de­sen meg­nő­sül.	Catherine và Lydia có nguồn thông tin vê lĩnh vực khác, kể từ thứ tư trước, đã có nhiều việc xảy ra với trung đoàn, vài sĩ quan đến dùng bữa với ông chú họ, một binh nhì bị phạt và có tin là đại tá Foster sẽ kết hôn.
13. FEJEZET	Chương 13
Tud­tom­mal nem jön sen­ki, ha­csak Char­lotte Lucas nem top­pan be, ne­ki meg, re­mé­lem, elég jó a min­den­na­pi va­cso­ránk.	Tôi chưa nghe ai sẽ đến cả, ngoại trừ Charlotte Lucas sẽ có thể bất ngờ đến thăm.
Mrs. Bennetnek fel­ra­gyo­gott a sze­me.	Tôi tin rằng ông muốn ám chỉ đến Mr Bingley.
– Fér­fi és ide­gen!	Tại sao thế Jane?
Az nem le­het más, csak Mr. Bingley.	Không khi nào con chịu nói cho mẹ hay cả!
Jane, te kis ra­vasz, egy szót sem szól­tál er­ről!	Chắc chắn mẹ sẽ rất vui khi được gặp lại anh ấy.
Mi­té­vő le­gyek?	Lydia, rung chuông đi.
E sza­va­kat ál­ta­lá­nos meg­le­pe­tés kö­vet­te, s Mr. Bennet él­vez­te, hogy fe­le­sé­ge és öt le­á­nya egy­szer­re ro­han­ják meg kér­dé­se­ik­kel.	Ông làm cho mọi người ngạc nhiên tột độ, và tỏ ra vui thích khi thấy bà vợ và năm cô con gái sốt ruột hỏi han về người đàn ông này.
Mi­u­tán egy da­ra­big mu­la­tott kí­ván­csi­sá­gu­kon, meg­ma­gya­ráz­ta, mi­ről van szó.	Sau một lúc tiêu khiển với tính hiếu kỳ của vợ con, ông từ tốn giải thích:
– Kö­rül­be­lül egy hó­nap­ja kap­tam ezt a le­ve­let, s két hét­tel ez­előtt vá­la­szol­tam rá, mert kis­sé ké­nyes ügy­nek tar­tot­tam, amellyel sür­gő­sen kell fog­lal­koz­ni.	- Khoảng một tháng trước tôi nhận được là thư này, và hai tuần trước tôi đã trả lời, vì tôi nghĩ rằng đây là chuyện tế nhị nên tôi cần chú ý từ đầu.
A ma­ga he­lyé­ben már rég meg­pró­bál­tam vol­na va­la­mit ten­ni eb­ben a do­log­ban.	Jane và Elizabeth cố gắng giải thích cho bà về cách thức thừa kế theo thứ tự.
Jane és Elizabeth igye­kez­tek meg­ma­gya­ráz­ni any­juk­nak, mit je­lent az, ha a tu­laj­don örök­lé­sét vég­ren­de­let kor­lá­toz­za.	Hai cô đã cố gắng giải thích nhiều lần trước đấy, nhưng đây là chuyện vượt quá mức hiểu biết của bà.
De ha meg­hall­gat­ja, hogy mit ír, ta­lán kis­sé meg­eny­hül a le­ve­le hang­já­tól.	- Đây đúng là một vấn đề bất hợp lý, không có gì xoá được tội của anh Collins khi thừa kế Longbourn.
– Nem, szó sincs ró­la; már azt is nagy szem­te­len­ség­nek tar­tom, hogy egy­ál­ta­lán ír­ni mert ma­gá­nak.	Nhưng nếu bà chịu khó nghe tôi đọc thư này, bà có thể cảm thấy nhẹ người bởi cách thức anh ấy bày tỏ.
Gyű­lö­löm az ilyen ha­mis, ál­szent ba­rá­to­kat.	Tôi chúa ghét những người dối trá như thế.
In­kább foly­tat­ná a pör­le­ke­dést, amit már az ap­ja el­kez­dett.	Tại sao hắn không tiếp tục tranh chấp với ông như cha hắn trước đây?
– Úgy lá­tom, ép­pen emi­att mar­dos­sa fi­úi szí­vét né­mi lel­ki­fur­da­lás, amint ez a le­vél­ből ki­tű­nik.	- Ừ nhỉ, tại sao trong đầu anh ta dường như có một ít đắn đo về quan hệ quyến thuộc, như bà sẽ nghe sau đây:
Hunsford, Westerham mel­lett.	"Huntsford, Westerham, Kent
Lel­kész lé­vén, ezen­fe­lül kö­te­les­sé­gem­nek ér­zem meg­ala­poz­ni és elő­moz­dí­ta­ni a bé­ke ál­dá­sa­it mind­azon csa­lá­dok­ban, ame­lyek­re be­fo­lyá­som ki­ter­jed.	Hơn nữa, với cương vị là giáo sĩ, cháu cảm thấy nghĩa vụ của mình là khuếch trương và thiết lập ân sủng an bình đến mọi gia đình trong phạm vi ảnh hưởng của mình.
A fen­ti­ek alap­ján ta­lán nem ok nél­kül re­mél­he­tem, hogy je­len jó­in­du­la­tú kö­ze­le­dé­sem mél­tány­lás­ra fog ta­lál­ni, s hogy Ön fi­gyel­men kí­vül hagy­ja azt a kö­rül­ményt, mi­sze­rint én va­gyok a longbourni bir­tok vá­ro­má­nyo­sa, s nem fog­ja emi­att vissza­uta­sí­ta­ni a fel­kí­nált olaj­ágat.	Trên cơ sở này, cháu tin rằng việc cởi mở tấm lòng thành là điều rất nên, và theo vị thế là người thừa hưởng theo thứ tự của bất động sản tại Longbourn sẽ được phía gia đình bỏ qua, nên cháu hy vọng chú sẽ không từ chối cành oliu của cháu.
Ezt min­den al­kal­mat­lan­ság nél­kül meg­te­he­tem, mi­vel La­dy Cathe­rine nem ki­fo­gá­sol­ja, ha időn­ként tá­vol töl­töm a va­sár­na­pot, amennyi­ben más lel­kész he­lyet­te­sít a na­pi te­en­dők el­lá­tá­sá­ban.	Cháu sẽ làm phiền lòng hiếu khách của gia đình cho đến ngày thứ bảy kế tiếp, và sẽ không có trở ngại gì cho công việc, vì Phu nhân Catherine sẵn sàng cho phép cháu vắng mặt vào ngày Chủ Nhật, miễn là có giáo sĩ khác đảm nhiệm công việc.
William Collins	William Collins"
