JULES VERNE	Jules Verne
A viszontlátásra, konzul úr!	Hẹn gặp lại ngài ít hôm nữa, ngài lãnh sự.
A detektív távozott, hogy Passepartout nyomára bukkanjon.	Nói xong, ông thanh tra trở ra đi tìm Vạn Năng.
Eközben Mr. Fogg, miután elhagyta a konzuli hivatalt, a rakpart felé haladt.	Trong khi ấy thì ông Fogg, rời khỏi lãnh sự quán, đã đi ra bến.
Néhány tenni­valót bízott inasára, azután csónakra szállt, visszatért a Mongoliára, és kabinjába vonult.	Tại đây, ông dặn dò người hầu vài việc rồi ông xuống một cái xuồng, trở lại tàu Mongolia và về buồng.
Elővette zsebkönyvét; eddig a következő feljegyzések voltak benne:	Rồi ông lấy sổ tay ra, trong đó ghi chép như sau:
Indulás Londonból; október 2., szerda este 8 óra 45.	"Rời Luân Đôn, thứ tư mồng 2 tháng mười, 8 giờ 45 tối.
Érkezés Párizsba; október 3., csütörtök reggel 7 óra 20.	Đến Paris, thứ năm mồng 3 tháng mười, 7 giờ 20 sáng.
Indulás Párizsból; csütörtök reggel 8 óra 40.	Rời Paris, thứ năm 8 giờ 40 sáng.
Érkezés Turinba, a Mont Cenis-n át; péntek, október 4., reggel 6 óra 35.	Đến Turin qua Ngọn Cenis, thứ sáu mồng 4 tháng mười, 6 giờ 35 sáng.
Indulás Turinból; péntek reggel 7 óra 20.	Rời Turin, thứ sáu 7 giờ 20 sáng.
Érkezés Brindisibe; október 5., szombat délután 4 óra.	Đến Brindisi, thứ bảy, mồng 5 tháng mười, 5 giờ chiều.
Indulás a Mongoliával; szombat délután 5 óra.	Xuống tàu Mongolia, thứ bảy, 5 giờ chiều.
Érkezés Szuezba; október 9., szerda délelőtt 11 óra.	Đến Suez, thứ tư mồng 9 tháng mười, 11 giờ sáng.
A felhasznált órák száma: 158 1/2, napokban. : 6 1/2 nap.	Tống số giờ đã dùng: 158 ½, tính ra ngày: 6 ngày ½".
Ez a rendszeres útiterv tehát mindenre tekintettel volt; és Mr. Fogg mindig tudta, előnyben vagy késésben van-e.	Như vậy, bảng hành trình làm có phương pháp ấy đã không để sót cái gì và ông Fogg luôn luôn biết được ông đã đến sớm hay bị muộn.
A mai napon, október 9-én, szerdán éppen szuezi érkezését jegyezte fel; menetrendszerűen érkezett, tehát sem időnyeresége, sem idővesztesége nem volt.	Vậy là hôm ấy, thứ tư mồng 9 tháng mười ông ghi ngày giờ đến Suez phù hợp với giờ quy định, không dư cũng không hụt.
Ezek után kabinjába hozatta az ebédjét.	Rồi ông gọi bữa trưa ăn trong buồng riêng.
Hogy a várost megtekintse, az meg sem fordult fejében; mint némely angol, ő is inasával nézette meg a vidéket, ha valamerre átutazott.	Còn việc đi xem thành phố ông cũng chẳng thèm nghĩ đến nữa, ông thuộc loại những người Anh quen để người hầu của họ đến thăm những nơi họ đi qua.
NYOLCADIK FEJEZET - Passepartout talán egy csöppnyivel többet beszél a kelleténél	VIII – Vạn Năng có lẽ nói nhiều hơn sự cần thiết như thế nào
Fix néhány pillanat múlva utol is érte Passepartout-t, aki a rakparton őgyelgett és bámész­kodott, mivel nem tartotta kötelességének, hogy ő maga semmit meg ne nézzen.	Chỉ lát sau, Fix đã gặp lại trên bến tàu anh chàng Vạn Năng đang tha thẩn ngắm cảnh, tự nghĩ rằng mình chẳng tội gì mà không đi ngắm.
- Nos, barátom - szólt Fix hozzá csatlakozva -, megszerezték a vízumot?	– Thế nào anh bạn – Fix chân bước tới miệng đon đả – hộ chiếu của anh đã thị thực chưa?
- Á, ön az, uram - felelt a francia.	– Ô ngài đấy ạ!
Minden a legteljesebb rendben van.	Giấy tờ chúng tôi hoàn toàn hợp lệ.
- Nézelődik egy kicsit?	– Các anh đi chu du thiên hạ đấy à?
- Igen, de úgy sietünk, hogy sokszor azt hiszem, álom az egész utazás.	– Vâng, nhưng chúng tôi đi hỏa tốc đến nỗi tôi cứ ngỡ như đang đi du lịch trong mơ.
Szóval most Szuezban vagyunk?	Vậy là chúng ta đang ở Suez đấy nhỉ?
- Szuezban.	– Ở Suez.
- És ez Egyiptom?	– Tại Ai Cập?
- Úgy van, Egyiptom.	– Rất đúng, tại Ai Cập.
- És Afrika?	– Và Châu Phi?
- Afrika.	– Châu Phi.
- Afrika!	– Châu Phi!
Képzelje, uram, álmodni sem mertem, hogy Párizsnál tovább jutunk; és tessék, alig egy jó órát láthattam a híres várost: reggel hét óra húsztól nyolc óra negyvenig, szakadó esőben, miközben fiákerünk az Északi pályaudvartól a Lyoni pályaudvarig döcögött.	Tôi cứ đinh ninh là mình không đi xa quá Paris thế mà cái thủ đô trứ danh ấy tôi chỉ được thấy lại đúng từ bảy giờ hai mươi buổi sáng đến tám giờ bốn mươi, giữa nhà ga phía Bắc và nhà ga đi Lyon qua cửa kính một cái xe ngựa và đang lúc trời mưa như trút nước!
Még most is sajnálom!	Thật tiếc đứt ruột!
Pedig hogy szerettem volna látni a Pčre-Lachaise temetőt és a Champs-Élysées-t!	Giá được thăm lại Nghĩa địa Đức cha Lachaise và Rạp xiếc Công viên Bồng Lai thì thích bao nhiêu!
- Úgy látom, sietnek - jegyezte meg a detektív.	– Thế ra các ông vội lắm nhỉ?
- Én nem nagyon, hanem a gazdám annál inkább.	– Tôi ấy à, không, vội là ông chủ tôi cơ.
De jó, hogy eszembe jut: zoknit és inget kell vásárolnom.	À mà thưa ngài, tôi phải đi mua giày và áo sơ mi đây!
Üres kézzel indultunk útnak; minden poggyászunk egyetlen hálózsák.	Chúng tôi ra đi chẳng có hòm xiểng gì cả, chỉ độc một sắc du lịch cầm tay.
- Elkísérhetem egy bazárba; ott mindent megtalál, amire szükségük van.	– Để tôi đưa anh đến một cửa hàng tạp hoá.
- Uram - válaszolt Passepartout -, ön igazán rendkívül előzékeny!	Ở đó anh sẽ thấy tất cả những gì cần thiết.
Mindketten megindultak.	– Thưa ngài.
Passepartout szakadatlanul csevegett.	– Vạn Năng đáp lại.
- Mindennél fontosabb, hogy le ne maradjunk a hajóról!	– Cần nhất – anh nói – làm sao tôi không để nhỡ tàu!
- Bőven van ideje - felelte Fix -, épp most van dél.	– Anh còn khối thời gian – Fix đáp – bây giờ mới đang trưa!
Kilenc óra ötvenkét perc az idő!	Chín giờ năm mươi hai phút!’
- Késik az órája - mondta Fix.	– Đồng hồ anh chậm – Fix đáp lại.
- Az én órám?	– Đồng hồ tôi ấy à!
Kipróbált családi bútordarab ez, az ükapám hagyta rám!	Đồng hồ gia bảo, của cụ nội tôi để lại chứ chơi đâu!
Öt percet nem siet, nem késik egy teljes év alatt.	Nó không xê xích lấy năm phút trong một năm.
- Az ön órája még mindig a londoni időt mutatja, és az Szuezhoz képest két órát késik.	– Tôi hiểu rồi – Fix đáp – Anh vẫn giữ giờ Luân Đôn, chậm hơn Suez khoảng hai tiếng.
Ügyeljen rá, hogy óráját mindenütt az illető ország helyi idejéhez igazítsa.	Anh phải để ý lấy lại đồng hồ vào lúc chính ngọ ở mỗi nước.
- Micsoda?	– Tôi ấy à!
Hogy én az órámat igazgassam?!	Đụng đến đồng hồ của tôi!
- Az a nap baja, uram!	– Kệ xác mặt trời, ngài ạ!
Csak a nap tévedhet, nem az órám!	Chính cái mặt trời ấy sai.
Azzal a derék fiú gőgös mozdulattal süllyesztette az órát mellényzsebébe.	Và chàng trai ngay thật lại đút đồng hồ vào túi ghi lê của mình với một cử chỉ oai vệ.
- Tehát váratlanul utaztak el Londonból?	– Vậy là hai thầy trò anh đã rời Luân Đôn hấp tấp lắm nhỉ?
- Meghiszem azt!	– Hấp tấp quá đi chứ!
Múlt szerdán Fogg úr, szokása ellenére, már este nyolckor hazatért a klubból, s háromnegyed óra múlva vonaton ültünk.	Thứ tư tuần trước, tám giờ tối, trái với mọi thói quen thường lệ, ông Fogg đã ở Câu lạc bộ về và bốn mươi lăm phút sau chúng tôi đã ra đi.
- És tulajdonképpen hová utazik a gazdája?	– Thế ông nhà ta đi đâu vậy?
- Folyvást előre!	– Cứ thẳng tiến!
- A föld körül?	– Vòng quanh thế giới?
- kiáltott fel Fix.	– Fix kêu lên.
- Igen, nyolcvan nap alatt!	– Phải, trong tám mươi ngày!
Azt mondja, fogadásból, de magunk között, ebben tamás vagyok.	Một vụ đánh cuộc – anh nói – nhưng giữa ta với nhau, tôi không tin gì hết.
Józan ember nem csinál ilyet.	Việc ấy trái lẽ thường.
Valami más van a dologban.	Có chuyện gì khác ở đây.
- Fogg úr, úgy látom, kissé bogaras.	– A! Cái ông Fogg ấy thật là một con người kỳ quặc nhỉ?
- Magam is azt hiszem.	– Tôi cho là thế.
- Természetesen; most is egész csinos summát cipel magával, friss, ropogós bankókban!	– Dĩ nhiên, và ông ta ôm theo một món tiền ra trò, toàn bạc giấy mới tinh!
És útközben nem veri fogához a pénzt!	Và dọc đường thì ông tiêu tiền không tiếc tay!
Megsúgom magának: fejedelmi borravalót ígért a Mongolia gépmesterének, ha jelentős előnnyel érkezünk Bombaybe.	Này! Ông ấy đã hứa một món tiền thưởng rất xôm cho bác thợ máy tàu Mongolia nếu tàu đến Bombay thật sớm trước giờ đã định.
- És régóta ismeri a gazdáját?	– Vậy anh biết ông chủ anh lâu chưa?
- Dehogy!	– Tôi ấy à!
Nem nehéz elképzelni, hogyan hatottak Passepartout feleletei a detektív amúgy is túlfűtött képzeletére.	Chúng ta dễ dàng hình dung những câu trả lời ấy phải tác động như thế nào đến đầu óc đã bị kích thích cực độ của ngài thanh tra cảnh sát.
Ez az elutazás, nagy sebbel-lobbal, közvetlenül a lopás után, a hatalmas összeg, melyet a titokzatos utas magával visz, a nagy sietség, hogy minél előbb messze tájakra érjen, a hóbortos fogadás mint ürügy: mindez méltán megerősítette Fixet feltevéseiben.	Cuộc ra đi hấp tấp từ Luân Đôn ít ngày sau vụ trộm ấy, món tiền kếch xù đem theo ấy, sự vội vã tìm đến những xứ sở xa xôi ấy, cái cớ đặt ra về một vụ đánh cuộc kỳ quặc ấy, tất cả xác nhận và tất cả phải xác nhận những suy nghĩ sẵn có của Fix.
- Messze van ide Bombay?	– Bombay có xa không nhỉ?
- És hol van ez a Bombay?	– Thế ông bảo Bombay ở đâu?
- Indiában.	– Ở Ấn Độ.
- Az Ázsia?	– Bên Châu Á?
- Természetesen.	– Tất nhiên.
- Az áldóját!	– Chết tôi không!
Hogy is mondjam csak... egyre jobban fő a fejem... tudniillik... a gáz...	Chả là thế này ông ạ… có một cái làm tôi mất ăn mất ngủ… cái mỏ đèn của tôi!
- Miféle gáz?	– Mỏ đèn nào?
- A gáz, amit égve hagytam Londonban, és most az én zsebemre ég.	– Mỏ đèn hơi phòng tôi mà tôi đã quên tắt và nó cháy thì tôi phải chịu tiền.
Kiszámítottam, hogy két shillingembe kerül naponta... ez pontosan hat pennyvel több, mint a napi keresetem, és gondolhatja, hogy minél hosszabbra nyúlik ez az utazás...	Mà tôi đã tính rồi, cứ hai mươi bốn giờ mất hai silinh, trội hơn tiền lương của tôi đúng sáu pen-xơ, và ông hiểu cho rằng cuộc du lịch kéo dài thêm ngày nào thì…
Megértette vajon Fix ezt az egész gázhistóriát?	Fix nghe thủng câu chuyện đèn hơi không?
Nem valószínű.	Vị tất.
Oda sem figyelt; saját tervein járt az esze.	Ông không nghe nữa và quyết định.
Közben a franciával együtt megérkezett a bazárba.	Anh chàng người Pháp cùng với ông đã đến cửa hàng tạp hoá.
Magára hagyta, hadd vásá­roljon, lelkére kötötte, nehogy lemaradjon a Mongoliáról, és nagy sietve visszatért a konzuli hivatalba.	Fix để anh bạn mình ở lại mua bán, ông dặn dò anh dừng để lỡ giờ tàu chạy, rồi lại cấp tốc trở về lãnh sự quán.
Már egészen lehiggadt; pontosan megvolt az elképzelése.	Bây giờ thì đã chắc như đinh đóng cột rồi.
- Uram - mondta a konzulnak -, megvan az emberem, efelől semmi kétség.	Fix trở lại hoàn toàn bình tĩnh.
A bogaras utazót játssza: nyolcvan nap alatt körül akarja utazni a földet.	– Thưa ngài – ông nói với viên lãnh sự – tôi không còn gì để hồ nghi nữa.
- Csakugyan körmönfont alak - válaszolta a konzul -, nyilván vissza akar térni Londonba, miután két világ detektívjeit tévútra vezette!	Tôi đã nắm được tên trộm của tôi, hắn đóng vai một thằng cha lập dị muốn đi vòng quanh thế giới trong tám mươi ngày.
- Ezt még meglátjuk - mondta Fix.	– Được, rồi xem – Fix đáp.
- De bizonyos, hogy nincs a dologban tévedés?	– Nhưng ông không nhầm đấy chứ!
- kérdezte még egyszer a konzul.	– Viên lãnh sự hỏi lại lần nữa.
- Egészen bizonyos.	– Tôi không nhầm được.
- De mi szüksége volt a tolvajnak arra, hogy vízummal igazolja átutazását Szuezon?	– Tại sao à?… Tôi không biết, thưa ngài lãnh sự.
- Mi szüksége volt?...	– nhà thám tử trả lời.
Azzal röviden, nagy vonalakban előadta, milyen beszélgetést folytatott a Fogg nevű egyén inasával.	Và qua vài lời, ông thuật lại những điểm nổi bật trong câu chuyện giữa ông với người hầu của tên Fogg đấy.
- A látszat kétségkívül ellene szól - mondta a konzul.	– theo suy đoán thì con người này thật khả nghi.
- Mi az ön szándéka?	Vậy ông định làm gì?
- Sürgönyözök Londonba, hogy azonnal küldjenek letartóztatási parancsot Bombaybe; fel­szállok a Mongoliára, Indiába kísérem a tolvajt, és ott, angol földön, a letartóztatási parancs birtokában barátságosan felszólítom, hogy kövessen.	– Đánh một bức điện báo về Luân Đôn với yêu cầu khẩn thiết gửi ngay cho tôi một lệnh bắt đến Bombay, lên tàu Mongolia, theo hút tên trộm của tôi đến Ấn Độ và ở đó, trên lãnh thổ Anh, đến bên hắn một cách lễ phép, chìa lệnh bắt ra và đặt tay lên vai hắn.
Ezzel a detektív hidegen elbúcsúzott a konzultól, és a távíróhivatalba ment.	Tại đây, ông gửi về cho ông giám đốc sở cảnh sát chính quốc bức điện báo mà ta đã biết.
Már tudjuk, mit sürgönyzött innen a londoni rendőrkapitánynak.	Mười lăm phút sau gói hành lý nhẹ nhõm trong tay nhưng vẫn mang theo đủ tiền nong.
Negyedóra múlva Fix könnyű kézipoggyásszal, de jól bélelt pénztárcával a Mongolia fedélzetén volt, és a gyorsjáratú gőzös csakhamar teljes sebességgel szelte a Vörös-tenger hullámait.	Fix xuống tàu Mongolia và chẳng bao lâu chiếc tàu thủy phóng hết tốc lực trên biển Đỏ.
KILENCEDIK FEJEZET - A Vörös-tenger és az Indiai-óceán nem húzza keresztül Phileas Fogg terveit	IX – Biển Đỏ và biển Ấn Độ tỏ ra thuận lợi cho những kế hoạch của Phileas Fogg như thế nào.
Szuez és Aden között pontosan 1310 kilométer a távolság: erre az útra a hajóstársaság forgalmi szabályzata 138 órát engedélyez gőzhajóinak.	Khoảng cách giữa Suez và Aden vừa đúng một nghìn ba trăm mười hải lý và cuốn điều lệ thầu của Công ty qui định cho các tàu bể của mình một khoảng thời gian là một trăm ba mươi tám giờ để qua chặng đường ấy.
A Mongolia fűtői derekasan dolgoztak, s amilyen tempóban a hajó haladt, úgy látszott, korábban fut be az előírt időnél.	Tàu Mongolia, với than đốt rất mạnh cố sức chạy để vượt thời gian quy định.
A Brindisiben felszállt utasok javarészt valamennyien Indiába utaztak.	Phần lớn hành khách xuống tàu ở Brindisi đều đi Ấn Độ.
Egyesek végcélja Bombay volt, másoké Calcutta, de ezek is Bombaybe tartottak, mert amióta vasútvonal szeli át az indiai félszigetet, nem szükséges a ceyloni földnyelvet körülhajózni.	Người này đến Bombay, người kia đến Calcutta, như cũng qua Bombay và từ khi có một đường xe lửa xuyên suốt bề ngang bán đảo Ấn Độ thì không cần phải vòng qua mũi Ceylan nữa.
A Mongolia utasai közt szép számban voltak polgári tisztviselők és minden rendű-rangú katonatisztek.	Trong đám hành khách đi tàu Mongolia, người ta điểm thấy nhiều viên chức dân sự khác nhau và những sĩ quan đủ mọi cấp bậc.
A "purser", a hajóstársaság megbízottja - egyenlő a rangja a kapitánnyal - pazar bőkezűséggel intézte a dolgokat.	Ông quản lý trên tàu, một nhân viên được tin cậy của công ty, sánh ngang với thuyền trưởng, cho ăn uống thật linh đình.
A hölgyek - néhány nő is utazott a hajón - naponta kétszer öltöztek át.	Các bà, các cô – trên tàu có đôi ba người – thay trang phục hai lần một ngày.
Zenéltek, sőt ha a tenger meg nem akadályozta, még táncoltak is.	Người ta đàn hát, người ta nhảy múa nữa, khi bể yên sóng lặng.
De a Vörös-tenger felette szeszélyes, és mint a keskeny, hosszú tengerszorosok, gyakran viharos is.	Nhưng biển Đỏ tính khí thất thường và rất hay nổi sóng, như tất cả các vịnh vừa hẹp vừa dài như vậy.
Akár Ázsia, akár Afrika partjai felől fújt a szél, a hullámok oldalba kapták az orsó alakú, hosszú testű Mongoliát, és szörnyűségesen megtáncoltatták a csavargőzöst.	Khi gió thổi hoặc từ bờ biển Châu Á, hoặc từ bờ biển Châu Phi, tàu Mongolia như một con thoi dài có chân vịt bị gió đánh ngang, chòng chành một cách khủng khiếp.
Ilyenkor eltűntek a hölgyek; a zongora elhallgatott; tánc és ének egy csapásra félbeszakadt.	Thế là các bà biến đâu hết: dàn dương cầm im bặt, ca hát và nhảy múa cũng thôi ngay.
De a gőzhajót biztosan vitte hatalmas gépezete, és viharban, hullámverésben késedelem nélkül futott a Báb al-Mandeb-i tengerszoros felé.	Và tuy vậy, mặc dầu gió giật sóng cồn, con tàu được cỗ máy mạnh mẽ của nó đẩy đi, phóng nhanh về phía có biển Bab-el-Mandeb.
Mit csinált Phileas Fogg ezalatt?	Trong thời gian ấy Phileas Fogg làm gì?
Ugye, azt képzeljük, szüntelen izgalomban és aggodalomban figyelte a hajó futását gátló szélfordulatokat vagy a hullámverés szeszélyes hatását, mely akármelyik pillanatban megrongálhatta a hajógépezetet; vagy talán sorra vette gondolatban, milyen és hányféle baleset érheti a Mongoliát, kényszerítheti kikötőbe, végleg meghiúsítva utazását?	Có lẽ người ta có thể tưởng rằng ông ta lúc nào cũng bồn chồn lo lắng, chỉ bận tâm đến những cơn gió đổi chiều làm chậm tốc độ con tàu, những chuyển động hỗn loạn của sóng biển có thể gây tai nạn máy móc, cuối cùng đến tất cả những hỏng hóc gì có thể xảy ra khiến tàu Mongolia phải neo lại một bến cảng nào đó, gây rắc rối cho cuộc hành trình của ông ta?
Korántsem; vagy ha megfordultak is ezek az eshetőségek a mi gentlemanünk fejében, ennek kifelé semmi jelét nem adta.	Chẳng có chút nào như thế hoặc ít ra nếu nhà quý phái có nghĩ đến tất cả những sự bất ngờ ấy thì ông cũng không để lộ gì ra mặt.
Most is ugyanaz a közönyös, rendíthetetlen figura volt, akit már a Reform Clubból ismerünk, s akit semmiféle fordulat nem érhet váratlanul.	Ông vẫn là con người lạnh như tiền, người hội viên không nao núng của Câu lạc bộ Cải cách mà không một bất ngờ hoặc tai nạn nào có thể làm cho bối rối.
Alig vetett ügyet a Vörös-tengerre; hidegen hagyta, mily sok emlék fűződik ehhez a vidékhez, mely az emberiség történetének legrégibb színpada volt.	Ông ít bận tâm đến việc quan sát biển Đỏ này, một biển đầy những lưu niệm, cái sân khấu của những trang sử đầu tiên của nhân loại.
Nem fürkészte a parton elszórt érdekes városokat, melyek néha a láthatáron megmutatták festői körvonalaikat.	Ông không ra tìm nhận những thành phố lạ mắt rải rác bên bờ biển mà dáng hình mỹ lệ của chúng đôi khi in nét ở chân trời.
Az arábiai öböl veszélyein sem tépelődött, pedig arról eleget írtak az ókor történetírói: Sztrabón, Arrianus, Artemidórosz, Edríszi, és mindig iszonyattal; hajdanában nem is volt tengerész, aki hajóra mert volna szállni anélkül, hogy könyörgő áldozatot ne mutatott volna be útja sikeréért.	Ông cũng chẳng nghĩ ngợi gì đến những nguy hiểm của vịnh A Rập này, một cái vịnh mà những nhà sử học cổ đại Strabon, Arrien, Arthémidore, Edrisi29 vẫn luôn nói đến với vẻ kinh hoàng và những nhà hàng hải ngày xưa không bao giờ dám liều lĩnh đi qua mà không làm lễ cống mạng cầu thần.
Mit csinált hát a mi különcünk a Mongolia börtönében?	Thế thì con người lập dị tự giam mình trong chiếc tàu Mongolia ấy làm gì?
Először is részt vett a napi négy étkezésen; bárhogy táncolt is a hajó, meg sem érezte bámulatosan erős szervezete.	Trước hết ông ăn ngủ mỗi ngày bốn mùa mà dù tàu lắc hay tàu chìm cũng chẳng bao giờ có thể làm trục trặc được một bộ máy tối hoàn thiện như thế.
Azután whistezett.	Rồi ông chọn bài "uýt".
A három utas éppúgy csüngött a whisten, mint Mr. Fogg; hosszú órákat töltöttek a játékkal, és nem voltak bőbeszédűbbek Fogg úrnál.	Ba hành khách này đều mê bài "uýt" như ông Fogg và họ chơi bài hàng giờ, cũng im lặng chẳng kém gì ông.
A derék Passepartout szintén fittyet hányt a tengeribetegségnek.	Còn Vạn Năng thì anh ta chẳng biết gì là say sóng cả.
A hajó orrában lakott; ő is roppant lelkiismeretesen végigette az étlapot.	Anh ở một buồng nhỏ đằng mũi tàu và cả anh nữa cũng ra ăn uống ra trò.
Szó, ami szó: ez az utazás, ilyen körülmények között, határozottan kezdett neki tetszeni.	Phải nói rằng cuộc viễn du này tiến hành trong những điều kiện như thế, quả thật chẳng khiến anh phiền lòng chút nào.
Egészen beleélte magát.	Anh đã xác định được rồi.
Remek kosztja, jó lakása volt, világot látott, és magában szentül hitte: Bombayben vége lesz ennek az egész cirkusznak.	Ăn ngon, ngủ tốt, được ngắm cảnh thiên hạ, vả lại anh cũng yên trí rằng tất cả những sự ngông cuống này rồi sẽ chấm dứt ở Bombay.
Miután Szuezből kifutottak, a következő napon, október 29-én nem minden öröm nélkül ismerte fel a fedélzeten azt az előzékeny úriembert, akivel egyiptomi partraszállásakor talál­kozott.	Hôm sau cái ngày ra đi ở Suez, ngày 29 tháng mười, anh không phải không có phần thú vị khi gặp lại trên boong tàu con người tốt bụng mà anh đã hỏi thăm khi lên bộ ở Ai Cập.
- Úgy van - válaszolt a detektív -, én is megismerem.	– có phải chính là ông đã quá bộ dẫn đường giùm tôi ở Suez.
- Jól emlékszik, s az ön becses neve?...	– Dạ, đích thế, thưa ông là…?
- Fix.	– Fix.
- Ön hová utazik?	– Thưa ông Fix.
- Én is Bombaybe megyek.	– Vạn Năng đáp.
- Több ízben is - felelte Fix.	Thế ông đi đâu vậy?
- A Félszigeti Társaság ügynöke vagyok.	– A, cũng như anh thôi, đi Bombay.
- Akkor jól ismeri Indiát...	– Tuyệt quá!
- Hát... igen... - válaszolta Fix; nem szerette volna elszólni magát.	Ông đã đi con đường này bao giờ chưa?
- És érdekes az az India?	– Nhiều lần rồi – Fix đáp.
- Rendkívül érdekes!	– Vậy ông hẳn biết nước Ấn Độ?
Csupa mecset, minaret, templom, fakír, pagoda, tigris, kígyó, bajadér!	– Ồ… biết chứ… – Fix đáp, không muốn đi quá xa.
De remélhetőleg lesz elég idejük, és körülnézhetnek egy kicsit...	– Cái nước Ấn Độ ấy, chắc nó hay lắm nhỉ?
Mert az mégiscsak lehetetlen, hogy épelméjű ember azzal töltse az idejét, hogy hajóról vasútra, vasútról hajóra ugrál, és mindezt azzal az ürüggyel, hogy nyolcvan nap alatt körülnyargalja a földet!	Những nhà thờ Hồi giáo này, những ngọn tháp, những thánh đường này, những đạo sĩ khổ hạnh này, những chùa chiền này, những con hổ, con rắn này và những vũ nữ Ấn Độ!
Nem!	Không.
Ez az egész akadályverseny Bombayben befejeződik, erre mérget vehet.	Tất cả cái trò thể dục này sẽ chấm dứt ở Bombay, ông cứ tin như vậy.
- És Fogg úr jól érzi magát?	– Còn ông Fogg, ông ta vẫn khỏe chứ?
- kérdezte Fix a lehető legtermészetesebben.	– Fix hỏi với giọng tự nhiên nhất.
- Kiválóan, Fix úr.	– Khỏe lắm, ông Fix ạ. Cả tôi nữa cũng vậy.
Akárcsak én.	Gió biển đấy.
Farkasétvágyam van, megenném a vasszöget is.	– Thế mà tôi chẳng bao giờ thấy ông chủ anh trên boong cả.
A tengeri levegő teszi.	– Không bao giờ.
- Gazdáját sosem látom a fedélzeten.	Ông ta không có tính hiếu kỳ.
- Őszintén bevallom, kedves Fix úr, sejtelmem sincs róla; de nem is nagyon izgat.	– Ông Fix à, thú thực là tôi chẳng biết gì hết và thật tình tôi cũng chẳng thèm bỏ ra một xu để tìm biết cái đó.
E találkozás után Passepartout és Fix gyakran elbeszélgetett.	Từ buổi gặp gỡ ấy, Vạn Năng và Fix thường trò chuyện với nhau luôn.
A detektívnek fontos volt, hogy összebarátkozzon ennek a Foggnak az inasával.	Ông thanh tra cảnh sát tìm cách kết giao với người hầu của ông Fogg.
Eközben sebesen haladt a hajó.	Trong khi ấy thì con tàu phóng nhanh lên phía trước.
13-án megpillantották Mokhát; romba dőlt erődövek veszik körül, néhány datolyapálma zöldellő lombja emelkedik föléjük.	Ngày 13 người ta nhìn thấy Moka hiện lên trong dải thành quách đổ nát của nó, trên đó nổi bật vài cây chà là xanh biếc.
Messze, a hegyeken hatalmas kávéföldek terülnek el.	Xa xa trong vùng đồi núi, những cánh đồng cà phê trải rộng.
Passepartout lenyűgözve nézte a híres-nevezetes várost; úgy találta, hogy köríves falaival, korsófülszerűen kirajzolódó, lerombolt erődjével kettébetört, óriási csészére hasonlít.	Vạn Năng mê mẩn ngắm thành phố nổi tiếng này, và thậm chí anh còn thấy, với dãy tường thành bao quanh và cái pháo đài đổ vỡ có dáng hình một cái quai, thành phố giống như một cái tách khổng lồ.
Másnap éjjel a Mongolia átkelt a Báb al-Mandeb-szoroson, ami arabul a Könnyek kapuját jelenti, és reggel, 14-én kikötött Steamer-Pointban, az adeni kikötőtől északnyugatra.	Đêm hôm sau, tàu Mongolia vượt qua eo biển Bab-el-Mandeb mà tên Ả Rập có nghĩa là Cống Nước mắt, và ngày tiếp theo, ngày 14, nó đậu ở mũi Steamer phía tây bắc vùng Aden.
Itt kellett újra üzemanyagot felvennie.	Chính đây là nơi nó lấy thêm chất đốt.
A gőzhajók üzemanyag-tárolói igen nagy távolságra fekszenek a kitermelési helyektől; utánpótlásuk nehéz és fontos feladat.	Thật là nặng nề và quan trọng cái việc cho là tàu bể ăn than tại những vùng cách xa các trung tâm sản xuất như thế này.
Ellátásuk csupán a Félszigeti Társaságnak nyolcszázezer fontjába (20 millió frank) kerül évente.	Chỉ riêng Công ty bán đảo đã phải chi phí hàng năm đến tám mươi vạn livrơ.
Több kikötőben kellett lerakatokat létesíteni, és itt, a messzi tengereken a szén tonnájának nyolcvan frank az ára.	Thật vậy, người ta phải đặt những kho chứa ở nhiều hải cảng, và tại những biển xa xôi này, giá than lên đến tám mươi phật lăng một tấn.
Bombayig még 1650 mérföld állt a Mongolia előtt, és négy órát kellett Steamer-Pointban töltenie, hogy szeneskamráit megtöltsék.	Tàu Mongolia còn một nghìn sáu trăm năm mươi hải lý nữa mới đến Bombay và nó phải đỗ lại hơn tiếng đồng hồ ở mũi Steamer để chất đầy than vào các khoang tàu của nó.
Ez a késedelem azonban semmiképpen sem ártott Phileas Fogg tervének.	Nhưng sự chậm trễ không nguy hại cho kế hoạch của Phileas Fogg.
A Mongolia egyébként is tizenöt órás időnyereségben volt, mert 14-én este futott be Adenba, holott csak október 15-én reggelre várták.	Vả chăng, tàu Mongolia đáng nhẽ chỉ đến Aden vào sáng 15 tháng mười lại đến vào chiều 14. Thế là lợi được mười lăm tiếng đồng hồ.
Mr. Fogg és inasa partra szállt.	Hai thầy trò ông Fogg lên bến.
A gentleman láttamoztatni kívánta útlevelét.	Nhà quý phái muốn xin thị thực giấy hộ chiếu.
Fix feltűnés nélkül követte.	Fix kín đáo bám theo ông.
Miután a vízum formaságait elintézte, Phileas Fogg visszatért a hajóra, hogy folytassa a félbeszakadt kártyapartit.	Thủ tục thị thực xong Phileas Fogg lại xuống tàu tiếp tục ván bài đang dở.
"Nagyon érdekes, nagyon érdekes!	"Hay thật, hay thật!
