 ~~~ 	﻿	-0.05
Và lúc này, lần đầu tiên tôi được ở gần một con người kỳ dị, một thiên tài đặc biệt, hay có thể nói, một người điên bí ẩn như vậy, ở ngay trên cùng một con tàu, cách buồng tôi sáu buồng, thế mà một người như tôi - một người lúc nào cũng cực kỳ tò mò đối với những vấn đề tài trí - lại đành phải bó tay không tiếp cận anh ta được.	A legképtelenebb terveket eszeltem ki, hogy hiúságát csiklandozzam; valamelyik fontos napilapnak készülő interjúról beszélek majd, vagy kapzsiságán keresztül nyerem meg, jövedelmező turnét ajánlok Skóciába.	0.0472906
Tôi liền nghĩ ra đủ mọi mưu kế hết sức phi lý : tôi cứ xưng bừa mình là người của một tờ báo lớn, yêu cầu phỏng vấn anh ta ?	De végül is eszembe jutott, hogy a vadászoknak úgy sikerül legkönnyebben a fajdkakast magukhoz csalni, hogy a dürgését utánozzák.	0.263415
Hoặc tôi đề nghị anh ta dự một trận đấu hái ra tiền ở Êcốt ?	Vajon mi keltheti fel jobban egy sakkjátékos érdeklődését, mint hogyha valaki sakkozni kezd a közelében.	0.18169
Cuối cùng, tôi nhớ ra rằng đến mùa sinh đẻ, những người đi săn đã bắt chước tiếng gọi của các con thú để nhử chúng : chắc chắn là nếu bày ra cách đánh cờ thì sẽ thu hút sự chú ý của một người đánh cờ.	Nem voltam soha életemben komoly sakkjátékos, mégpedig annál az egyszerű oknál fogva, hogy a sakkal mindig csak felületesen, csupán a magam mulatságára foglalkoztam.	0.156774
Thực tình mà nói tôi không phải là một nghệ sĩ nghiêm túc trong lĩnh vực này, vì thích thì tôi đánh cờ thế thôi, tôi ngồi vào bàn cờ chẳng qua là để đầu óc bớt căng thẳng.	Ha le is ültem egy órára a sakktábla mellé, ez sohasem azért történt, hogy megerőltessem az agyamat, hanem éppen ellenkezőleg, azért, hogy feloldjak valami szellemi feszültséget.	0.264286
Đúng ra tôi chơi cờ để giải trí.	Én csak „játszottam” a szó legszorosabb értelmében, míg az igazi sakkozó nem is sakkjátékos, hanem sakkmunkás.	-0.268421
Hơn nữa khi đánh cờ cũng như khi yêu, phải có đối tượng, tôi không rõ ngoài tôi và vợ tôi ra, trên tàu còn có ai ham thích môn cờ nữa không.	De a sakkban, mint a szerelemben, nélkülözhetetlen a partner, s jelen pillanatban nem tudtam, van-e a hajón más sakkamatőr? ~~~ Hogy előcsaljam őket rejtekükből, együgyű csapdát eszeltem ki.	-0.0283784
Để thu hút những người ham cờ, nếu có ở trên tàu, hai vợ chồng tôi ngồi chơi cờ trong phòng hút thuốc lá.	Leültem feleségemmel a dohányzóban a sakktábla elé, holott ő még nálam is gyöngébben játszik.	0.225806
Hai chúng tôi mới đi được sáu nước thì một người đi dạo chơi và rồi một người nữa dừng chân xin phép được đứng xem.	S valóban még hat lépést sem tettünk, már megállt mellettünk az egyik sétáló utas, utána egy második kért meg bennünket, hogy végignézhesse a játszmát.	0.271111
Sau đó một người yêu cầu tôi đánh với ông ta một ván.	Végül megjelent a várva várt partner, aki kihívott egy partira.	0.295
Đấy là một kỹ sư người Êcốt, ông MacCônno, nghe đâu ông ta đã vớ được gia tài kếch xù trong việc đào giếng dầu ở Caliphornia.	McConnornak hívták. ~~~ Skót bányamérnök volt, aki, mint hallottam, olajkutakat fúrt Kaliforniában, és ezekkel nagy vagyont szerzett.	-0.0190476
Ông ta béo lùn, mặt chữ điền, răng chắc, da dẻ hồng hào phần nào cũng là do uống nhiều rượu uýtxki.	Hatalmas ember volt, álla előreugró, markáns, csaknem négyszögletű. ~~~ Alsó állkapcsa, erős fogazata és bíborvörös arcszíne arra vallott, hogy nem veti meg a whiskyt.	-0.0333333
Đôi vai rộng quá khổ của ông ta cũng được thể hiện rõ ngay cả trong ván cờ, vì ông MacCônno là một loại người thành đạt và đầy tự mãn, coi bản thân mình bị xỉ nhục nếu phải thua, dù là một ván cờ vô hại.	Feltűnően széles díjbirkózó válla - sajnos - a játékára is rányomta bélyegét. ~~~ Ez a McConnor ugyanis az öntelt sikerembereknek ahhoz a fajtájához tartozott, akiket a leglényegtelenebb játékban is öntudatukban sért minden vereség.	-0.00405405
Quen áp đặt một cách thô bạo và được nuông chiều trước những thắng lợi trong thực tế, selfmade man [1] thô kệch này đã thấm nhuần ưu thế của mình, nên đã coi mọi sự chống đối là lộn xộn và gần như là một sự lăng nhục.	Ez a keménykötésű self-made-man annyira megszokta, hogy minden téren érvényesül, és annyira elkényeztették a vitathatatlan sikerek, hogy fölényének rendíthetetlen tudatában, mindennemű ellenállást láza­dás­nak, csaknem szabályos sértésnek vett.	0.298776
Thua ván đầu, ông ta nhăn nhó rất khó chịu, liến thoắng giải thích với giọng trịch thượng, mình sở dĩ thua vì đã có giây phút lơ đễnh.	Miután elvesztette az első partit, elkomorodott, és körülményesen, ellentmondást nem tűrő hangon magyarázta el, hogy mindez csupán pillanatnyi figyelmetlenségének következménye lehet.	0.239597
Thua ván thứ ba, ông ta đổ tại tiếng ồn ở phòng bên cạnh ; hễ thua là ông ta đòi gỡ bằng được.	Három játszma után a szomszédos szoba zajongó közönségét tette vereségéért felelőssé, és ahogy egy partit elvesztett, azonnal revánsot kért.	0.2
Thoạt đầu, tôi thấy vui vui trước thái độ kịch liệt cố chấp ấy, sau tôi chỉ còn coi đây là một tiểu tiết không ảnh hưởng gì tới dự định của tôi.	Eleinte mulattatott makacs önteltsége, később pedig tudomásul vettem, hogy olyan elkerülhetetlen kísérő jelenségről van szó, mely nélkül nem csalhatom a sakkmestert asztalunkhoz.	0.292857
Sang ngày thứ ba, mưu của tôi đã thành công, nhưng mới được mỗi nửa.	Harmadik nap sikerült, de csak félig.	-0.06
Không biết khi đi dạo trên cầu tàu, Xzentôvic đã nhìn thấy chúng tôi qua cửa sổ hoặc do tình cờ, ngày hôm đó anh muốn góp mặt, để tăng thêm phần vinh dự cho phòng hút thuốc ?	Lehet, hogy Czentovic a fedélközről az ablakon át figyelt, lehet, hogy csak véletlenül tisztelte meg a dohányzót jelenlétével.	0.135
Dù sao chúng tôi cũng thấy anh ngập ngừng bước về phía chúng tôi và từ xa đưa cặp mắt sành sỏi nhìn bàn cờ chúng tôi đang tập tọe thực hành cái nghệ thuật của anh.	Tény az, hogy mikor észrevette, hogy illetéktelenül belekontárkodunk mesterségébe, önkéntelenül közelebb lépett, s tiszteletteljes távolból bíráló pillantást vetett a sakktáblára.	0.296648
Đúng lúc đó MacCônno đi con Binh.	Éppen McConnoron volt a sor.	0.196154
Than ôi! ~~~ Chỉ cần một nước đi ấy cũng chứng tỏ với vị bậc thầy là chúng tôi chẳng xứng đáng chút nào với mối quan tâm của ông vua cờ.	S már ez az egyetlen lépés elegendőnek bizonyult ahhoz, hogy Czentovic lássa, menynyire érdemtelen dilettáns próbálkozásunk a mester további figyelmére.	-0.00422535
Khi lánh ra xa bàn của chúng tôi và rời khỏi phòng hút thuốc, Xzentôvic có thái độ hệt như một người đã gạt một cuốn tiểu thuyết trinh thám tồi ra khỏi giá bày của hiệu sách mà không buồn giở ra coi nữa.	Ahogy mi ösztönösen félretoljuk a könyvkereskedésben a felkínált rossz detektívregényt, s még csak fel se lapozzuk, ugyanolyan mozdulattal fordult el a sakktáblánktól, s elhagyta a dohányzót.	0.237705
“Đã cân nhưng thấy quá nhẹ”, tôi nhủ thầm, bụng hơi phật ý trước cái vẻ khinh khỉnh ấy.	„Megméretett és könnyűnek találtatott” - gondoltam magamban, és kissé bosszantott ez a hűvös, megvető pillantás.	0.271154
Và, đang lúc bực bội, tôi nói với MacCônno : ~~~  ~~~  ~~~ 	S hogy valamiképpen levezessem ingerültségemet, így szóltam McConnorhoz:	-0.1815
- Xem ra nước đi của ông không làm cho bậc thầy thú lắm.	- Úgy látszik, a mester nem volt a lépésével megelégedve.	0.545455
- Bậc thầy nào ?	- Micsoda mester?	1.0125
	Elmagyaráztam, hogy ez az úr, aki elhaladt az asztalunk mellett, s helytelenítő pillantást vetett a táblánkra, Czentovic volt, a sakkbajnok, s hozzáfűztem, hogy ezt azért mind a ketten túléljük, s fájdalom nélkül bele fogunk törődni abba, hogy illusztris vendégünk csupán megvetésre méltatott.	-0.3
Tôi giải thích với MacCônno rằng anh chàng vừa ở đây và nhìn chúng tôi đánh cờ với vẻ không tán thành, là Xzentôvic vô địch cờ thế giới.	Szegény ember vízzel főz. ~~~ De legnagyobb meglepetésemre, ez a néhány odavetett mondat nem várt hatással volt McConnorra.	-0.05
- Thôi, - tôi nói tiếp, - chúng ta đành chịu nhục vậy và nhắm mắt làm ngơ trước thái độ khinh miệt của anh ta.	Olyan izgatott lett, hogy elfeledkezett a játszmáról, és szinte hallani lehetett becsvágyának lüktetését.	0.256311
Phận nghèo đành húp cháo loãng.	Nem is sejtette, hogy Czentovic egy hajón utazik velünk, neki feltétlenül játszania kell Czentoviccsal.	-0.222857
Nhưng những lời tôi vừa nói với giọng dửng dưng đã có tác động rất ghê đến MácCônno.	Soha életében nem játszott még világbajnokkal, csupán egyszer szimultán partiban, másik negyven emberrel együtt.	0.269697
Ông ta đã bị kích động mạnh và quên béng ván cờ vừa bắt đầu chơi.	Már ez is hallatlanul érdekfeszítő volt, s csaknem megnyerte a partit.	0.249231
Tính kiêu căng bừng bừng bốc lên mặt ông.	Hogy ismerem-e személyesen a sakkbajnokot?	0.2475
Ông tuyên bố mình hoàn toàn không hề hay biết Xzentôvic cùng đi trên tầu và thế nào cũng phải đánh cờ với anh ta; ông còn bảo rằng mình chưa bao giờ được đánh cờ với một nhà vô địch như vậy, trừ một bận, ông ta đã đánh một ván cờ lý thú : một người đánh bốn mươi ván với bốn mươi người cùng một lúc và ông ta đã nằm trong số những người suýt thắng.	Nem, nem ismerem.	-0.6
MácCônno hỏi tôi có quen nhân vật lỗi lạc đó không.	Hogy nem akarom-e megszólítani és az asztalunkhoz hívni?	0.277778
Thấy tôi đáp là không quen, ông gợi ý tôi nên lân la làm quen và yêu cầu anh đến đánh cờ với chúng tôi.	Ezt is elhárítottam, mégpedig azzal a megokolással, hogy Czentovic tudtommal nem óhajt új ismeretségeket kötni.	0.288679
Tôi từ chối, viện cớ là, theo như tôi được biết, Xzentôvic chẳng phải là người thích có những mối quan hệ mới.	Különben is mi érdeke fűződnék egy világbajnoknak ahhoz, hogy leereszkedjék magunkfajta, harmadrangú játékosokhoz.	0.268421
Vả lại, đánh một ván giữa một nhà vô địch thế giới với những người chơi cờ nhàng nhàng loại ba như chúng tôi thì còn đâu là thích thú ?	Nos, jobb lett volna, ha olyan öntelt ember előtt, mint McConnor, nem használom a „harmad­rangú játékos” kifejezést.	0.19646
Thành thực mà nói, lẽ ra tôi chẳng nên sử dụng mấy từ ngữ “những người chơi cờ nhàng nhàng loại ba” trước một con người kiêu căng như MacCônno.	Haragosan hátravetette magát a székben, és ellentmondást nem tűrő hangon jelentette ki, hogy a maga részéről nem hiszi, hogy Czentovic visszautasítaná egy gentleman udvarias meghívását.	0.27622
Ông ta ngồi ngả người ra sau, sẵng giọng tuyên bố, về phần mình, ông ta không tin Xzentôvic có thể khước từ lời mời lịch sự của một con người tao nhã, do đó cứ để ông ta sẽ lo liệu chuyện này.	Na, ő majd gondoskodik róla, bízzam csak rá. ~~~ Kívánsága szerint röviden ecseteltem a sakkbajnok pályafutását és jellemét.	-0.115
Và thể theo lời yêu cầu của ông, tôi vắn tắt mô tả hình dánh nhà vô địch, nghe xong, ông ta liền hăng hái bổ lên cầu tầu tìm Xzentôvic.	McConnor máris faképnél hagyta a sakktáblát, s izgatottan kirohant Czentovic után a fedélközre.	0.123913
Một lần nữa tôi lại nhận thấy rằng không ai có thể kìm được chủ nhân đôi vai đáng chú ý này một khi ông ta nảy ra dự kiến gì ở trong đầu và tôi chờ đợi, lòng hơi lo lo.	Megint csak azt tapasztaltam, hogy ilyen széles vállak tulajdonosát senki sem térítheti el akaratától, ha egyszer valamit a fejébe vesz.	0.157143
Mười phút sau, MacCônno quay trở về.	Magam is feszült kíváncsisággal vártam.	0.2925
Ông ta xem ra không được bình tĩnh lắm.	McConnor tíz perc múlva visszatért; szemmel­láthatólag nem volt valami jókedve.	0.0428571
- Thế nào ?	- Nos?	1
– Tôi hỏi.	- kérdeztem.	0.276923
- Ông đã nói đúng, - MacCônno đáp vẻ phật ý, - anh chàng ấy đến là khó chịu.	- Igaza volt - felelte kissé bosszúsan. ~~~ - Nem valami kellemes ember.	0.199194
Tôi đã phải nhún mình tự giới thiệu.	Bemutatkoztam, meg­mondtam, ki vagyok.	0.251351
Anh ta không thèm chìa tay cho tôi bắt nữa.	Még csak kezet sem nyújtott.	0.122222
Lúc đó tôi đã phải cố giải thích với anh ta là, tất cả chúng ta, ở trên tầu này, sẽ vui sướng biết bao nếu được anh ta nhận lời một mình đánh nhiều ván cùng một lúc với chúng ta.	Megmagyaráztam, milyen büszkék lennénk, milyen megtiszteltetés lenne mindnyájunk számára, hogyha egy szimultán partit játszana ellenünk. ~~~ De ő igen magas lóról beszélt.	-0.0290909
Anh ta cứ trơ trơ như một cái cọc và rồi trả lời rằng thật đáng tiếc, vì anh ta đã hợp đồng là trong suốt chuyến đi của mình, sẽ không bao giờ đánh cờ nếu không được trả thù lao.	Nagyon sajnálja, de olyan szerződést kötött ügynökeivel, melynek értelmében a turné tartama alatt nem játszhat, csupán tiszteletdíj ellenében.	0.173571
Do đó anh ta buộc phải yêu cầu trả ít nhất hai trăm năm mươi đô la mỗi ván.	Kétszázötven dollár a legkevesebb, amit egy játszmáért elfogadhat.	0.237313
Tôi bật cười : ~~~  ~~~ 	Nevettem.	-0.18
 ~~~ - Tôi chưa bao giờ nghĩ rằng đẩy các con Binh từ ô đen sang ô trắng lại là một công việc hái ra tiền như vậy.	- Sohasem gondoltam volna, hogy ilyen jövedelmező lehet a fabábtologatás.	0.0341897
Tôi hy vọng ông đã lễ độ xin lỗi anh ta.	Remélem, ön is hasonló hangnemben válaszolt az ajánlatára?	0.204545
Nhưng MacCônno vẫn giữ vẻ nghiêm trang.	De McConnor komoly maradt.	0.0625
- Ván cờ sẽ được chơi vào lúc ba giờ chiều mai tại phòng hút thuốc lá này.	- Holnap délután három órára beszéltük meg a partit.	0.426923
Tôi hy vọng rằng bọn mình sẽ không để bị đánh quỵ một cách dễ dàng.	Itt a dohányzóban fogjuk lefolytatni. ~~~ Remélem, nem bánik el velünk egykönnyen.	-0.0038961
- Sao ?	- Csak nem?	0.85
Ông đã chấp nhận những điều kiện ấy ?	Ön belement a kétszázötven dolláros honoráriumba?	0.267391
– Tôi sửng sốt kêu lên.	- kiáltottam föl megdöbbenve.	0.278571
- Tại sao lại không nhỉ ?	- Miért ne?	0.613636
C’est son mélier[2].	C’est son métier!	1.75263
Nếu tôi bị đau răng và trên tầu có một nha sĩ, tôi sẽ chẳng yêu cầu nha sĩ nhổ răng không công cho tôi.	1 Ha fáj a fogam, és fogorvost találok a hajón, tőle sem kívánom, hogy ingyen húzza ki a fogamat.	0.225
Xzentôvic xử sự đúng đấy : những người thực sự có tài bao giờ cũng biết cách làm ăn.	Abban is igaza van, hogy borsos árakat szab.	-0.138462
Về phần tôi, tôi nhận thấy giao kèo càng rạch ròi càng tốt.	Minden szakmában az igazi mesterek egyúttal a legjobb üzletemberek is.	0.295385
Tôi thích trả tiền sòng phẳng hơn là nhờ vả Xzentôvic và sau đó phải hàm ơn anh ta.	Ami pedig engem illet, szeretem a tiszta ügyeket, inkább fizetek bankóval, semmint hogy Czentovic kegyet gyako­rol­jon velem, és végül nekem kelljen köszönetet mondanom.	0.0674157
Với lại, lúc ở câu lạc bộ của tôi, đã có tối tôi thua hơn hai trăm năm mươi đô la mà lại chẳng được hưởng cái thú là đánh cờ với một nhà vô địch thế giới.	Vesztettem már egyetlen estén többet is, mint kétszázötven dollárt, a klubban, és ráadásul még csak nem is játszottam világbajnokkal.	0.186047
Đối với một người đánh cờ loại ba thì thua một anh chàng Xzentôvic đâu phải là điều đáng hổ thẹn.	„Harmadrangú játékosnak” nem szégyen, ha Czentovictól vereséget szenved.	0.153947
Rõ ràng là lòng tự ái của MacCônno đã bị tổn thương nặng vì mấy chữ “người đánh cờ loại ba” vô tội ấy.	Nevettem magamban, milyen mélyen megbántottam McConnor önérzetét ezzel az ártatlan „harmadrangú játékos”-sal.	0.270536
Nhưng ông ta quyết định một mình chịu mọi phí tổn chi cho cái trò vui phải trả giá đắt đó, nên tôi chẳng hề có lời phản đối ý định ấy ; nó cho phép tôi có thể tiếp cận với con người lập dị đã kích thích trí tò mò của tôi.	De miután hajlandó volt a drága mulatság költségeit fedezni, semmi ellenvetésem sem lehetett erősen túlzott önérzetével szemben, hiszen ennek köszönhettem, hogy végre mégis sikerül majd megismerkednem a csodabogárral.	0.245455
Chúng tôi vội đi thông báo sự kiện này với bốn hoặc năm người đánh cờ mới quen ở trên tầu và để đảm bảo được yên tĩnh trong khi chơi, ngày hôm sau chúng tôi dành tất cả những bàn cạnh bàn chúng tôi. ~~~ * ~~~  ~~~  ~~~ 	Azonnal értesítettük a nagy eseményről azt a négy-öt urat, akik mind ez ideig sakkjáté­kosoknak mondták magukat, s hogy a járás-kelés ne zavarja játékunkat, nemcsak a saját asztalunkat foglaltuk le jó előre, hanem a szomszédos asztalokat is.	-0.180804
Hôm sau, đúng giờ quy định, cái nhóm nhỏ của chúng tôi đã có mặt đầy đủ.	Másnap a megbeszélt órában teljes létszámban megjelent kis csapatunk.	0.229412
Ông người Êcôt bồn chồn châm hết điếu xì gà này đến điếu khác, mắt luôn nhìn chiếc đồng hồ quả lắc.	McConnor foglalta el természetesen a fő helyet a mester helyével szemben.	0.0626866
Nhưng nhà vô địch nổi tiếng đã bắt cả nhóm chúng tôi phải đợi đến mười phút sau khi đã nghe câu chuyện anh bạn tôi kể lại, tôi chẳng ngạc nhiên về sự chậm trễ đó, cuối cùng Xzentôvic xuất hiện vẻ ngạo mạn đến trơ trẽn.		-0.3
Anh tiến đến bên bàn, bước đi bình tĩnh và thận trọng.	Egyik vastag szivarról a másikra gyújtott, hogy levezesse valahogyan idegességét, s újra meg újra az órájára pillantott.	0.0435484
Anh không tự giới thiệu – “Các ông đã biết tôi là ai rồi, còn tôi chẳng cần biết các ông là ai”.	De a világbajnok, mint ezt barátom elbeszéléséből előre sejtettem, jó tíz percig váratott magára, s ez csak növelte megjelenésének varázsát.	0.220183
– Thái độ đó muốn nói với chúng tôi như vậy.	Nyugodt, méltóságteljes léptekkel közeledett asztalunkhoz.	0.260377
Anh tổ chức trận đấu với một vẻ mặt tỉnh bơ hoàn toàn mang tính chất nghề nghiệp.	Be sem mutatkozott, mintha azt akarta volna mondani: „Tudjátok, ki vagyok és hogy ti kik vagytok, az nem érdekel.” Rutinos, száraz modorban tette meg a szükséges előkészületeket.	0.0702128
Do thiếu bàn cờ nên không thể tổ chức đánh mấy ván cùng một lúc, nên anh đề nghị một mình đánh một ván với tất cả chúng tôi.	Minthogy szimultán partit a hajón a szükséges sakktáblák híján nem játszhat, azt indítványozta, hogy együttesen játsszunk ellene.	0.266929
Sau khi đánh xong một nước, anh ta sẽ ra đứng ở cuối phòng đằng kia để không quấy rối chúng tôi thảo luận.	Minden lépés után átmegy a terem másik végében levő asztalhoz, hogy tanácskozásunkat ne zavarja.	0.223404
Đi xong chúng tôi dùng thìa gõ vào cốc báo cho anh ta biết, vì trên tầu, chúng tôi không kiếm đâu ra chuông.	Ahogy ellenlépésünket megtettük, csöngessünk egy kanállal a poharunkon, minthogy asztali csengővel sajnálatos módon nem rendelkezünk.	0.242727
Nếu chúng tôi đồng ý thì thời gian ấn định giữa hai nước đi sẽ là mười phút.	Tíz percet indítványoz maximális gondolkodási időnek, ha nekünk nincs valami más indítványunk.	0.283146
Tất nhiên chúng tôi chấp nhận, như mấy chú học trò e lệ, tất cả những đề xuất của anh.	Mi természetesen mindenre csak bólogattunk, mint a félszeg iskolás fiúk.	0.169565
Khi rút thăm Xzentôvic đi quân đen; trái hẳn với cách khai cuộc của chúng tôi, anh ta chẳng buồn ngồi, đi ngay nước đầu rồi ra đứng ở cuối phòng tại nơi anh ta đã chọn để đợi ; anh lơ đễnh lật lật mấy trang họa báo.	A színválasztásnál Czentovicnak jutott a fekete. ~~~ Még álltában tette meg első ellenlépését, s máris megindult imént kijelölt várakozóhelye felé.	-0.0931034
Tôi thấy chẳng cần thiết phải nói chi tiết về ván cờ này.	Hanyag mozdulattal beleült a karosszékbe, és egyik képesújságot lapozgatta.	0.263636
Sau hai mươi bốn nước, chúng tôi hoàn toàn bị đánh quỵ.	A játszmáról magáról nem érdemes szólni.	0.167442
Một nhà vô địch thế giới đã đánh thắng dễ dàng mươi, mười hai người đánh cờ nhàng nhàng trung bình thì có gì đáng ngạc nhiên !	Úgy végződött természetesen, ahogyan végződnie kellett: teljes vereségünkkel.	0.06375
Thật ra, chúng tôi khó chịu là vì Xzentôvic đã có thái độ hợm hĩnh, trịch thượng với chúng tôi.	Pontosan a huszonnegyedik lépésnél kaptunk mattot.	-0.0489796
Anh ta chỉ lơ đễnh đảo mắt nhìn qua loa bàn cờ, khi đi ngang qua, đã hờ hững coi chúng tôi như chính bản thân chúng tôi là những quân cờ bằng gỗ vô tri vô giác, là một lũ chó ghẻ anh ta ném cho một mẩu xương lúc quay đi chỗ khác.	Semmi meglepő nem volt abban, hogy a világbajnok fél kézzel végzett egy fél tucat közepes vagy közepesnél gyengébb játékossal; minket csak az bosszantott, hogy Czentovic prepotens modorában nagyon is éreztette, hogy fél kézzel vert meg bennünket.	0.2869
Nếu anh ta tế nhị một chút, tôi thầm nhủ, anh ta sẽ nhắc nhở chúng tôi chú ý đến những nước đi hớ, hoặc động viên chúng tôi một lời nhã nhặn.	Látszólag csupán röpke pillantást vetett a sakktáblára, s úgy elnézett felettünk, mintha csak élettelen fabábok lettünk volna mi is. ~~~ Bántóan emlékeztetett hetyke gesztusa arra a mozdulatra, mellyel rühes kutyának vetnek oda koncot.	-0.0375
Nhưng không, ván cờ kết thúc, cái máy đánh cờ này thốt lên mỗi câu : “Chiếu hết !”, rồi đứng ngây người im lặng chờ xem chúng tôi có muốn đánh nữa hay không.	Ha valamivel több tapintat és jó érzés lett volna benne, véleményem szerint figyelmeztethetett volna hibáinkra, s talán néhány barátságos szóval bátoríthatott, biztathatott volna.	0.296552
Trước một đối thủ cỡ như Xzentôvic thì đành phải chịu thua thôi.	De még a játszma végeztével sem szólalt meg ez az embertelen sakk­automata.	0.283099
Tôi đứng dậy cho rằng cái trò giải trí này có thể chấm dứt ở đây, nhưng đến là bực khi tôi nghe tiếng MacCônno nổi lên ngay ở cạnh tôi, giọng khản đặc : “Phục thù !” ~~~  ~~~ 	Miután mattot mondott, mozdulatlanul meredt maga elé, s arra várt, hogy felkérik-e egy további játszmára vagy sem.	-0.176415
 ~~~ Tôi kinh ngạc trước cái giọng đầy thách thức của ông ta ; lúc đó MacCônno làm tôi nghĩ tới một võ sĩ sắp choảng một người lịch thiệp, có giáo dục một đòn chí tử. ~~~ Phải chăng đây là cách không được dễ chịu mà Xzentôvic đã đối xử với chúng tôi hay đấy chỉ là tham vọng mang tính chất bệnh lý của MacCônno ?	Én már ekkor fel is álltam, s miután ilyen vaskos goromba­sággal szemben az ember mindig tehetetlen, udvarias kézmozdulattal Czentovic úr tudtára akartam adni, hogy a dollárüzlet ilyeténképpen történt lebonyolítása után ismeretségünknek - legalábbis részemről - vége szakadt, midőn legnagyobb bosszúságomra megszólalt mellettem rekedt dühvel McConnor: - Revanche!	-0.10176
Dù sau xem ra ông ta không còn giữ được bình tĩnh.	Szinte megijesztett kihívó hangja.	0.141176
Mặt ông đỏ bừng, cánh mũi phập phồng, mồ hôi vã ra, và ông ta bặm chặt môi.	Ebben a percben McConnor kétségkívül jobban hasonlított egy összecsapásra készülő, nehézsúlyú bokszolóhoz, mint udvarias gentlemanhez.	0.117857
Một vết hằn sâu kéo dài từ miệng xuống tận chiếc cằm bướng bỉnh của ông.	Hogy Czentovic kellemetlen modora következtében történt-e, vagy beteges érzékenységének számlájára kell-e írnunk, tény az, hogy McConnor tökéletesen megváltozott.	0.0413793
Trong ánh mắt ông, tôi lo ngại bắt gặp cái ánh đam mê điên cuồng thường chỉ thấy ở những người chơi trò cò quay sau khi đã đặt cuộc gấp đôi đến lần thứ sáu hoặc thứ bảy vào cùng một ô nhưng chẳng thấy hòn bi đổ vào.	A hajatövéig nekivörösödött, orrlyukait kitágította a nagy belső feszültség, lassan elöntötte a veríték, és összeszorított ajka s harciasan előreugró álla közé éles ráncot vetett a visszafojtott indulat.	0.240887
	Ijedten pillantottam meg tekintetében a féktelen szenvedély lobogását, mely a rulettezőket fogja el olyankor, midőn már hatodszor vagy hetedszer jön, mindannyiszor kettőzött tét után, a második szín.	-0.3
Tôi dự đoán là MacCônno sẽ phải trả giá bằng cả gia tài của mình cho cái tính tự ái điên cuồng này, ông ta sẽ đánh hoài cho kỳ tới khi được một ván mới chịu thôi.	Most már tudtam, hogy fanatikus becsvágyában akár egész vagyonát is feláldozza, ha kell, s addig kér újabb és újabb revanche-ot, szimpla vagy kettőzött téttel, míg végül is sikerül partit nyernie.	0.29
Nếu nhà vô địch kiên trì thì MacCônno sẽ là một mỏ vàng mà anh ta sẽ đãi được hàng ngàn đô la trước khi chúng tôi cặp bến ở Buênôx Airex.	Ha Czentovic kitart, szinte kiapadhatatlan aranybányára akad McConnor személyében, és könnyedén beseperhet egy-kétezer dollárt Buenos Airesig.	0.267153
Xzentôvic mặt lạnh như tiền.	Czentovic mozdulatlanul ült a helyén.	0.272727
- Tùy các ông, - anh ta lễ độ đáp.	- Kérem - felelte udvariasan.	1.2
– Các ông sẽ đi quân đen.	- Most az uraké a fekete szín.	0.277778
Ván thứ hai cũng lại được khai cuộc như ván đầu, chỉ khác là có thêm được mấy người tò mò nữa đến quây bên chúng tôi.	A kép a második játszma alatt sem változott. ~~~ Csupán néhány érdeklődővel gyarapodott és élénkült a kör.	-0.0428571
MacCônno nhìn chăm chăm bàn cờ như muốn thôi miên các quân cờ để bắt chúng phải đánh thắng.	McConnor meredten tekintett a sakktáblára, mintha akaratával delejezné a figurákat.	0.2175
Tôi cảm thấy ông ta sẵn lòng bỏ ra cả ngàn đô la để được cái thú thốt kêu lên : “Chiếu hết” với đối thủ chẳng thanh cao mấy.	Éreztem, hogy szíves-örömest adna ezer dollárt, ha diadalittasan kiálthatná hűvös ellenfele arcába, hogy: „Matt!” Különös módon akaratlanul ránk is átterjedt némiképp becsvágyának láza.	0.20625
Ngoài ý muốn của bản thân, chúng tôi phần nào bị lây lan lòng say mê của ông. ~~~ Mỗi nước đi, chúng tôi đều thảo luận say sưa hơn trước và chỉ vào giây phút cuối cùng mới gõ cốc ra hiệu báo cho Xzentôvic quay về bên bàn chúng tôi.	Minden lépés fölött sokkalta szenvedélyesebben vitatkoztunk, mint a megelőző játszmánál, és utolsó pillanatban mindig visszatartotta egyikünk a másikát, mielőtt közös elhatározással jelt adtunk volna Czentovicnak, hogy visszatérjen asztalunkhoz.	-0.00375
Chúng tôi đánh với thái độ như vậy đến nước thứ mười bảy thì thật là bất ngờ đối với chúng tôi, tình thế xem ra có lợi cho chúng tôi, vì chúng tôi đã đưa được Binh từ đường C tới ô C2; chỉ còn có việc đưa nó tới C1 thì sẽ được phong thành Hậu.	Végre elérkeztünk a tizenhetedik húzáshoz, s mindnyájunk meglepetésére meglepően előnyösnek látszó helyzet állott elő. ~~~ Sikerült ugyanis a c-vonalon álló parasztot az utolsó előtti c2-es kockára hoznunk, csak egy lépés: előretoljuk c1-re, s királynőre cserélhetjük.	-0.00858779
Thật ra, chúng tôi chưa thật an tâm về vận may hiển nhiên như vậy.	Mégsem mertünk tiszta szívből örülni a túlságosan könnyen kínálkozó lehetőségnek.	0.232394
